dataset,variable,spearman_abs,spearman_p_value,mutual_info,score_asociacion,n_usado,spearman_q_value_bh,fdr_significativo_005,ranking
madelon,feat_184,0.03614645989825485,0.1060864645173014,0.006731332540715229,0.02143889621948504,2000,0.6900395140185371,False,69
madelon,feat_245,0.033146934473240165,0.1383785065441908,0.009305559049500367,0.021226246761370266,2000,0.7603214645285209,False,70
madelon,feat_454,0.04205634969602112,0.06004360643599373,0.0,0.02102817484801056,2000,0.6327774550440055,False,71
madelon,feat_223,0.020034505548688804,0.3705198353049999,0.021937669726379116,0.02098608763753396,2000,0.8771932426599338,False,72
madelon,feat_207,0.035691687489897934,0.11055773515951926,0.005984540280687511,0.020838113885292723,2000,0.6900395140185371,False,73
madelon,feat_466,0.03762037344446142,0.09257314159664898,0.0036135344074756937,0.020616953925968556,2000,0.6891900616129426,False,74
madelon,feat_38,0.021492116757894125,0.33671975936536347,0.01959959267829836,0.020545854718096244,2000,0.865613188588323,False,75
madelon,feat_278,0.027336499118882595,0.22171161267702852,0.013384324809883719,0.02036041196438316,2000,0.8284007416860479,False,76
madelon,feat_413,0.04064197188518983,0.06918975278554694,0.0,0.020320985942594915,2000,0.6754879704279066,False,77
madelon,feat_409,0.03456922482684994,0.12223065736413703,0.00606033680958018,0.02031478081821506,2000,0.7275634366912919,False,78
madelon,feat_155,0.025661540953217477,0.25134425300806124,0.014960703599652625,0.02031112227643505,2000,0.8284007416860479,False,79
madelon,feat_149,0.04048804067381309,0.0702507489245023,0.0,0.020244020336906546,2000,0.6754879704279066,False,80
madelon,feat_357,0.01846678644146731,0.4091366651606544,0.021912527959932815,0.02018965720070006,2000,0.8836510341692569,False,81
madelon,feat_40,0.017337805315187287,0.43837291396582,0.023018417514564904,0.020178111414876097,2000,0.8836510341692569,False,82
madelon,feat_471,0.04027830222313146,0.07171783958932278,0.0,0.02013915111156573,2000,0.6765833923521016,False,83
madelon,feat_381,0.021028574696220038,0.34724708500786217,0.019192039083484103,0.02011030688985207,2000,0.865613188588323,False,84
madelon,feat_168,0.032872485895134675,0.1416754503486171,0.007281503733900907,0.02007699481451779,2000,0.7616959696162209,False,85
madelon,feat_42,0.03666794395763518,0.10113697541079975,0.0030499404442492217,0.0198589422009422,2000,0.6891900616129426,False,86
madelon,feat_356,0.015012236404319305,0.5022296361331474,0.024651540233348923,0.019831888318834114,2000,0.9015499930119338,False,87
madelon,feat_433,0.03354506509361868,0.13370118218466837,0.0059803475070867584,0.01976270630035272,2000,0.7564604687711652,False,88
madelon,feat_120,0.039387284303780724,0.07823247671502387,0.0,0.019693642151890362,2000,0.6891900616129426,False,89
madelon,feat_74,0.028775937004188692,0.1983171544460366,0.010465901852122705,0.0196209194281557,2000,0.8284007416860479,False,90
madelon,feat_420,0.037692132694252,0.09195222898458567,0.0014638022467914347,0.019577967470521717,2000,0.6891900616129426,False,91
madelon,feat_19,0.028322645431130406,0.20548110743298947,0.010657445490802386,0.019490045460966395,2000,0.8284007416860479,False,92
madelon,feat_204,0.03885416431196571,0.08235528377558218,0.0,0.019427082155982853,2000,0.6891900616129426,False,93
madelon,feat_281,0.03683899768932826,0.09955411475226487,0.0018508125103497974,0.01934490509983903,2000,0.6891900616129426,False,94
madelon,feat_186,0.01433405912605381,0.5217366155760312,0.023872138303579593,0.0191030987148167,2000,0.9026585044568014,False,95
madelon,feat_361,0.030749142120383176,0.16925277180947873,0.007428877144374235,0.019089009632378705,2000,0.8181338244930605,False,96
madelon,feat_253,0.01725637664218042,0.4405270092323951,0.020838161762404717,0.01904726920229257,2000,0.8836510341692569,False,97
madelon,feat_251,0.03788399035130683,0.09030854759781239,0.0,0.018941995175653415,2000,0.6891900616129426,False,98
madelon,feat_211,0.037881270764377285,0.09033168064768206,0.0,0.018940635382188643,2000,0.6891900616129426,False,99
madelon,feat_468,0.037432710614294665,0.09421284609366708,0.0,0.018716355307147332,2000,0.6891900616129426,False,100
madelon,feat_370,0.026165620967589176,0.2421495674701638,0.011235411296496522,0.01870051613204285,2000,0.8284007416860479,False,101
madelon,feat_277,0.03697352603554812,0.09832316981359739,0.0,0.01848676301777406,2000,0.6891900616129426,False,102
madelon,feat_308,0.020327809183113874,0.36355454770417683,0.016540753103811978,0.018434281143462926,2000,0.8771932426599338,False,103
madelon,feat_379,0.01676269419166579,0.45371591126093336,0.01995763480312407,0.01836016449739493,2000,0.8836510341692569,False,104
madelon,feat_26,0.029105996991705237,0.19321682540826168,0.007344851681962528,0.018225424336833884,2000,0.8258643806953501,False,105
madelon,feat_217,0.029232769850022447,0.19128364902430026,0.007133980404546936,0.01818337512728469,2000,0.8258643806953501,False,106
madelon,feat_200,0.024409899048042315,0.2752183377204924,0.011864560464751595,0.018137229756396957,2000,0.849439313952137,False,107
madelon,feat_46,0.03592937301568528,0.1082026322390618,0.0,0.01796468650784264,2000,0.6900395140185371,False,108
madelon,feat_347,0.035869219738084004,0.10879487667220458,0.0,0.017934609869042002,2000,0.6900395140185371,False,109
madelon,feat_201,0.029995591658154706,0.17995074561358862,0.005609955940448996,0.01780277379930185,2000,0.8254621358421497,False,110
madelon,feat_130,0.03560217149757469,0.11145511949186222,0.0,0.017801085748787346,2000,0.6900395140185371,False,111
madelon,feat_18,0.03559524004824551,0.1115248451285638,0.0,0.017797620024122756,2000,0.6900395140185371,False,112
madelon,feat_57,0.010176309555205721,0.6492346710149413,0.025285184285375406,0.017730746920290565,2000,0.962701118368986,False,113
madelon,feat_73,0.03543747825895249,0.11312113962169827,0.0,0.017718739129476246,2000,0.6900395140185371,False,114
madelon,feat_129,0.022449114563078174,0.31564199522915587,0.01270054914926999,0.017574831856174082,2000,0.8558581585609136,False,115
madelon,feat_111,0.02689094895868711,0.22933822102233445,0.008199918448271282,0.017545433703479198,2000,0.8284007416860479,False,116
madelon,feat_397,0.020933383730351227,0.3494345566222655,0.013684649944845084,0.017309016837598154,2000,0.865613188588323,False,117
madelon,feat_43,0.03437156215149041,0.12438246645834142,0.0,0.017185781075745206,2000,0.7298823276854454,False,118
madelon,feat_299,0.03333421094435473,0.13616288437880975,0.0009522942587356642,0.017143252601545197,2000,0.7564604687711652,False,119
madelon,feat_314,0.023027868261812898,0.30332452325935017,0.011251443567888764,0.01713965591485083,2000,0.8558581585609136,False,120
madelon,feat_175,0.03426635491820277,0.1255397603618966,0.0,0.017133177459101385,2000,0.7298823276854454,False,121
madelon,feat_399,0.019034177155462184,0.39489203112464333,0.014712531937723039,0.01687335454659261,2000,0.8836510341692569,False,122
madelon,feat_89,0.018200080848402106,0.4159366727552988,0.015366078760697288,0.016783079804549697,2000,0.8836510341692569,False,123
madelon,feat_88,0.033549202318318073,0.13365322695489526,0.0,0.016774601159159037,2000,0.7564604687711652,False,124
madelon,feat_167,0.03337109308600527,0.13572978397822952,0.0,0.016685546543002635,2000,0.7564604687711652,False,125
madelon,feat_225,0.013553317392184603,0.54466638711635,0.0197958354397767,0.01667457641598065,2000,0.9169467796571548,False,126
madelon,feat_224,0.03026189172894933,0.17611420623360038,0.0029814144441058232,0.016621653086527577,2000,0.8254621358421497,False,127
madelon,feat_147,0.014914446947178838,0.5050184510459339,0.01808617704261839,0.016500311994898615,2000,0.9015499930119338,False,128
madelon,feat_165,0.029432585660496096,0.1882655631697558,0.003252194002095088,0.016342389831295594,2000,0.8258643806953501,False,129
madelon,feat_348,0.03254925850519362,0.14563532471818907,0.0,0.01627462925259681,2000,0.7675731144718846,False,130
madelon,feat_227,0.0325328249990954,0.14583889174965808,0.0,0.0162664124995477,2000,0.7675731144718846,False,131
madelon,feat_497,0.0319070796927911,0.15375318483189085,0.00040159295840180853,0.016154336325596454,2000,0.7854891838667644,False,132
madelon,feat_321,0.03217928954237091,0.15027113764688366,0.0,0.016089644771185456,2000,0.7826621752441857,False,133
madelon,feat_45,0.015565672596629358,0.48660107327819757,0.01653617694167031,0.016050924769149835,2000,0.9015499930119338,False,134
madelon,feat_287,0.0270044421920031,0.2273780461041721,0.004757364733558811,0.015880903462780954,2000,0.8284007416860479,False,135
madelon,feat_173,0.021961159023638648,0.32627858448959135,0.00977663578837884,0.015868897406008744,2000,0.8593545257200165,False,136
madelon,feat_383,0.03165622271434266,0.15701604728260699,0.0,0.01582811135717133,2000,0.7905930887433159,False,137
madelon,feat_330,0.025648666187879875,0.25158224082684877,0.0059357983363572675,0.015792232262118573,2000,0.8284007416860479,False,138
madelon,feat_352,0.0315723477360566,0.15811861774866318,0.0,0.0157861738680283,2000,0.7905930887433159,False,139
madelon,feat_49,0.031263418251063914,0.16223018490961244,0.0,0.015631709125531957,2000,0.8031197272753091,False,140
madelon,feat_246,0.02823961873771924,0.2068133978147362,0.0028463356340269197,0.01554297718587308,2000,0.8284007416860479,False,141
madelon,feat_408,0.012366819373307938,0.5804439596399269,0.018714069574922387,0.015540444474115163,2000,0.926520865059506,False,142
madelon,feat_121,0.031038675518858617,0.16527159837256497,0.0,0.015519337759429309,2000,0.8101548939831617,False,143
madelon,feat_483,0.026724121170458835,0.23224131721554203,0.004164944854184283,0.015444533012321559,2000,0.8284007416860479,False,144
madelon,feat_116,0.030683029739229005,0.17017183549455658,0.0,0.015341514869614502,2000,0.8181338244930605,False,145
madelon,feat_114,0.02691717379212625,0.22888422024842062,0.0037532646935294345,0.015335219242827842,2000,0.8284007416860479,False,146
madelon,feat_185,0.02598045076511341,0.24549930285793276,0.004633018762989494,0.015306734764051451,2000,0.8284007416860479,False,147
madelon,feat_449,0.01182247744234722,0.5972181384369513,0.018775041242144574,0.015298759342245897,2000,0.9331533413077363,False,148
madelon,feat_473,0.02262711800172596,0.3118191209312813,0.007875428401630247,0.015251273201678104,2000,0.8558581585609136,False,149
madelon,feat_154,0.027765032898009075,0.21454923221008093,0.002547489882684939,0.015156261390347007,2000,0.8284007416860479,False,150
madelon,feat_444,0.030261271450212044,0.17612307111582698,0.0,0.015130635725106022,2000,0.8254621358421497,False,151
madelon,feat_439,0.013339535724266292,0.5510311116562645,0.01691072655216419,0.015125131138215241,2000,0.9196524305056327,False,152
madelon,feat_474,0.024897029734620654,0.26574904963995677,0.00523088828327789,0.015063959008949272,2000,0.8476746144083581,False,153
madelon,feat_51,0.009864436303721377,0.6592955800683861,0.020257953550424146,0.015061194927072762,2000,0.962701118368986,False,154
madelon,feat_140,0.022254788149828408,0.319850398871429,0.007859598147657243,0.015057193148742825,2000,0.8558581585609136,False,155
madelon,feat_317,0.03010346473055355,0.1783892251964783,0.0,0.015051732365276776,2000,0.8254621358421497,False,156
madelon,feat_462,0.030094882729880968,0.17851308414723221,0.0,0.015047441364940484,2000,0.8254621358421497,False,157
madelon,feat_264,0.027935455878325875,0.2117476654614037,0.0019169095862183738,0.014926182732272125,2000,0.8284007416860479,False,158
madelon,feat_98,0.019541956524531147,0.3824015582249266,0.01019779536710419,0.014869875945817668,2000,0.8836510341692569,False,159
madelon,feat_5,0.02963324339342221,0.18527023479759078,0.0,0.014816621696711106,2000,0.8258643806953501,False,160
madelon,feat_32,0.02962021853627442,0.18546358861472925,0.0,0.01481010926813721,2000,0.8258643806953501,False,161
madelon,feat_44,0.029529071119959897,0.18682084544177824,0.0,0.014764535559979948,2000,0.8258643806953501,False,162
madelon,feat_432,0.02543344983518818,0.2555837468735242,0.003783975771667336,0.014608712803427758,2000,0.8352410028546543,False,163
madelon,feat_193,0.02915561557389684,0.1924584838914942,0.0,0.01457780778694842,2000,0.8258643806953501,False,164
madelon,feat_307,0.029103681659465443,0.19325226508271193,0.0,0.014551840829732722,2000,0.8258643806953501,False,165
madelon,feat_306,0.028955172358228788,0.19553540415234047,0.0,0.014477586179114394,2000,0.8284007416860479,False,166
madelon,feat_482,0.013252527900535561,0.5536319409875108,0.015549950360803422,0.014401239130669492,2000,0.9196524305056327,False,167
madelon,feat_255,0.0260566586170736,0.24411678848577517,0.0026025883381510795,0.01432962347761234,2000,0.8284007416860479,False,168
madelon,feat_221,0.028611803337964606,0.20088979246476765,0.0,0.014305901668982303,2000,0.8284007416860479,False,169
madelon,feat_188,0.009804566646864521,0.6612340910501076,0.01871705876409613,0.014260812705480325,2000,0.962701118368986,False,170
madelon,feat_220,0.012478417719868478,0.5770324324538063,0.015977404056058964,0.01422791088796372,2000,0.926520865059506,False,171
madelon,feat_237,0.026225950802581523,0.24106517028023014,0.002146326258727571,0.014186138530654547,2000,0.8284007416860479,False,172
madelon,feat_157,0.012126290988524486,0.587828765104581,0.01621946978187072,0.014172880385197604,2000,0.9271747083668471,False,173
madelon,feat_304,0.027521914618954264,0.21859190081959057,0.000713569584716689,0.014117742101835477,2000,0.8284007416860479,False,174
madelon,feat_54,0.022734624918746595,0.3095250928586656,0.005245456733515619,0.013990040826131107,2000,0.8558581585609136,False,175
madelon,feat_123,0.011969746205704311,0.5926582747425286,0.01592990444524678,0.013949825325475545,2000,0.9289314651136813,False,176
madelon,feat_419,0.0277503461606285,0.2147919100116766,0.0,0.01387517308031425,2000,0.8284007416860479,False,177
madelon,feat_358,0.02768624875487133,0.21585334439410128,0.0,0.013843124377435664,2000,0.8284007416860479,False,178
madelon,feat_477,0.024971052428413215,0.26432998903508337,0.0026634944061973975,0.013817273417305306,2000,0.8476746144083581,False,179
madelon,feat_109,0.027527868128407323,0.21849225477003192,0.0,0.013763934064203662,2000,0.8284007416860479,False,180
madelon,feat_368,0.007201639245842981,0.7475512405126712,0.020162277820924945,0.013681958533383963,2000,0.9813828635173301,False,181
madelon,feat_417,0.027075550231842067,0.2261560155571633,0.0,0.013537775115921033,2000,0.8284007416860479,False,182
madelon,feat_423,0.026985964330906546,0.22769636674718255,0.0,0.013492982165453273,2000,0.8284007416860479,False,183
madelon,feat_313,0.026929035645548185,0.22867907956687875,0.0,0.013464517822774092,2000,0.8284007416860479,False,184
madelon,feat_41,0.026814036939550503,0.23067340323046112,0.0,0.013407018469775251,2000,0.8284007416860479,False,185
madelon,feat_294,0.023639794196187825,0.29065288309416826,0.002781387542472924,0.013210590869330375,2000,0.8548614208652008,False,186
madelon,feat_0,0.005653818422086193,0.8005074734866171,0.020655741669709515,0.013154780045897855,2000,0.986455019775347,False,187
