dataset,variable,nulos,valores_unicos,ratio_valores_unicos,frecuencia_moda,constante,baja_cardinalidad_relativa,moda_dominante
customer_churn,Usage Frequency,0,30,6.805313588850174e-05,0.03473205211962834,False,True,False
customer_churn,Support Calls,0,11,2.495281649245064e-05,0.1585070956736353,False,True,False
customer_churn,Payment Delay,0,31,7.03215737514518e-05,0.039012594367015097,False,True,False
customer_churn,Subscription Type,0,3,6.805313588850174e-06,0.3382876016260163,False,True,False
customer_churn,Contract Length,0,3,6.805313588850174e-06,0.4019626524390244,False,True,False
customer_churn,Total Spend,0,68363,0.15507721762485482,0.0006102097851335656,False,False,False
customer_churn,Last Interaction,0,30,6.805313588850174e-05,0.03836835801393728,False,True,False
madelon,feat_0,0,40,0.02,0.069,False,False,False
madelon,feat_1,0,170,0.085,0.02,False,False,False
madelon,feat_2,0,208,0.104,0.013,False,False,False
madelon,feat_3,0,60,0.03,0.0465,False,False,False
madelon,feat_4,0,222,0.111,0.013,False,False,False
madelon,feat_5,0,44,0.022,0.065,False,False,False
madelon,feat_6,0,213,0.1065,0.0135,False,False,False
madelon,feat_7,0,11,0.0055,0.2835,False,True,False
madelon,feat_8,0,92,0.046,0.034,False,False,False
madelon,feat_9,0,47,0.0235,0.055,False,False,False
madelon,feat_10,0,196,0.098,0.017,False,False,False
madelon,feat_11,0,160,0.08,0.022,False,False,False
madelon,feat_12,0,183,0.0915,0.014,False,False,False
madelon,feat_13,0,227,0.1135,0.016,False,False,False
madelon,feat_14,0,76,0.038,0.0355,False,False,False
madelon,feat_15,0,130,0.065,0.0225,False,False,False
madelon,feat_16,0,80,0.04,0.0335,False,False,False
madelon,feat_17,0,169,0.0845,0.0185,False,False,False
madelon,feat_18,0,130,0.065,0.022,False,False,False
madelon,feat_19,0,64,0.032,0.043,False,False,False
madelon,feat_20,0,81,0.0405,0.038,False,False,False
madelon,feat_21,0,126,0.063,0.0225,False,False,False
madelon,feat_22,0,44,0.022,0.0645,False,False,False
madelon,feat_23,0,63,0.0315,0.0435,False,False,False
madelon,feat_24,0,227,0.1135,0.013,False,False,False
madelon,feat_25,0,157,0.0785,0.019,False,False,False
madelon,feat_26,0,125,0.0625,0.0235,False,False,False
madelon,feat_27,0,75,0.0375,0.04,False,False,False
madelon,feat_28,0,75,0.0375,0.037,False,False,False
madelon,feat_29,0,133,0.0665,0.029,False,False,False
madelon,feat_30,0,52,0.026,0.0595,False,False,False
madelon,feat_31,0,194,0.097,0.0155,False,False,False
madelon,feat_32,0,194,0.097,0.015,False,False,False
madelon,feat_33,0,211,0.1055,0.015,False,False,False
madelon,feat_34,0,141,0.0705,0.0215,False,False,False
madelon,feat_35,0,219,0.1095,0.015,False,False,False
madelon,feat_36,0,72,0.036,0.0385,False,False,False
madelon,feat_37,0,136,0.068,0.0235,False,False,False
madelon,feat_38,0,32,0.016,0.1,False,False,False
madelon,feat_39,0,12,0.006,0.255,False,True,False
madelon,feat_40,0,24,0.012,0.1195,False,False,False
madelon,feat_41,0,209,0.1045,0.016,False,False,False
madelon,feat_42,0,130,0.065,0.0235,False,False,False
madelon,feat_43,0,97,0.0485,0.0315,False,False,False
madelon,feat_44,0,160,0.08,0.0185,False,False,False
madelon,feat_45,0,137,0.0685,0.022,False,False,False
madelon,feat_46,0,196,0.098,0.016,False,False,False
madelon,feat_47,0,183,0.0915,0.017,False,False,False
madelon,feat_48,0,200,0.1,0.013,False,False,False
madelon,feat_49,0,146,0.073,0.0215,False,False,False
madelon,feat_50,0,229,0.1145,0.014,False,False,False
madelon,feat_51,0,197,0.0985,0.0155,False,False,False
madelon,feat_52,0,124,0.062,0.0215,False,False,False
madelon,feat_53,0,34,0.017,0.089,False,False,False
madelon,feat_54,0,160,0.08,0.0205,False,False,False
madelon,feat_55,0,122,0.061,0.0225,False,False,False
madelon,feat_56,0,218,0.109,0.0155,False,False,False
madelon,feat_57,0,186,0.093,0.018,False,False,False
madelon,feat_58,0,217,0.1085,0.0155,False,False,False
madelon,feat_59,0,122,0.061,0.024,False,False,False
madelon,feat_60,0,112,0.056,0.0265,False,False,False
madelon,feat_61,0,43,0.0215,0.066,False,False,False
madelon,feat_62,0,205,0.1025,0.017,False,False,False
madelon,feat_63,0,44,0.022,0.0725,False,False,False
madelon,feat_64,0,402,0.201,0.008,False,False,False
madelon,feat_65,0,197,0.0985,0.0175,False,False,False
madelon,feat_66,0,199,0.0995,0.016,False,False,False
madelon,feat_67,0,128,0.064,0.027,False,False,False
madelon,feat_68,0,34,0.017,0.0735,False,False,False
madelon,feat_69,0,45,0.0225,0.068,False,False,False
madelon,feat_70,0,224,0.112,0.0135,False,False,False
madelon,feat_71,0,89,0.0445,0.034,False,False,False
madelon,feat_72,0,134,0.067,0.023,False,False,False
madelon,feat_73,0,201,0.1005,0.015,False,False,False
madelon,feat_74,0,48,0.024,0.065,False,False,False
madelon,feat_75,0,219,0.1095,0.016,False,False,False
madelon,feat_76,0,62,0.031,0.0465,False,False,False
madelon,feat_77,0,142,0.071,0.0225,False,False,False
madelon,feat_78,0,207,0.1035,0.0145,False,False,False
madelon,feat_79,0,115,0.0575,0.0255,False,False,False
madelon,feat_80,0,141,0.0705,0.0195,False,False,False
madelon,feat_81,0,218,0.109,0.0135,False,False,False
madelon,feat_82,0,167,0.0835,0.0175,False,False,False
madelon,feat_83,0,83,0.0415,0.0355,False,False,False
madelon,feat_84,0,210,0.105,0.0135,False,False,False
madelon,feat_85,0,173,0.0865,0.018,False,False,False
madelon,feat_86,0,35,0.0175,0.085,False,False,False
madelon,feat_87,0,119,0.0595,0.024,False,False,False
madelon,feat_88,0,44,0.022,0.074,False,False,False
madelon,feat_89,0,226,0.113,0.015,False,False,False
madelon,feat_90,0,5,0.0025,0.6605,False,True,False
madelon,feat_91,0,186,0.093,0.016,False,False,False
madelon,feat_92,0,125,0.0625,0.027,False,False,False
madelon,feat_93,0,113,0.0565,0.026,False,False,False
madelon,feat_94,0,51,0.0255,0.059,False,False,False
madelon,feat_95,0,180,0.09,0.017,False,False,False
madelon,feat_96,0,25,0.0125,0.1105,False,False,False
madelon,feat_97,0,132,0.066,0.0215,False,False,False
madelon,feat_98,0,112,0.056,0.0255,False,False,False
madelon,feat_99,0,191,0.0955,0.016,False,False,False
madelon,feat_100,0,58,0.029,0.0495,False,False,False
madelon,feat_101,0,58,0.029,0.052,False,False,False
madelon,feat_102,0,45,0.0225,0.068,False,False,False
madelon,feat_103,0,85,0.0425,0.0355,False,False,False
madelon,feat_104,0,192,0.096,0.0165,False,False,False
madelon,feat_105,0,552,0.276,0.0055,False,False,False
madelon,feat_106,0,155,0.0775,0.022,False,False,False
madelon,feat_107,0,180,0.09,0.0185,False,False,False
madelon,feat_108,0,177,0.0885,0.018,False,False,False
madelon,feat_109,0,68,0.034,0.0455,False,False,False
madelon,feat_110,0,174,0.087,0.016,False,False,False
madelon,feat_111,0,221,0.1105,0.0135,False,False,False
madelon,feat_112,0,51,0.0255,0.056,False,False,False
madelon,feat_113,0,141,0.0705,0.0225,False,False,False
madelon,feat_114,0,196,0.098,0.018,False,False,False
madelon,feat_115,0,102,0.051,0.03,False,False,False
madelon,feat_116,0,118,0.059,0.0255,False,False,False
madelon,feat_117,0,75,0.0375,0.0355,False,False,False
madelon,feat_118,0,155,0.0775,0.0195,False,False,False
madelon,feat_119,0,133,0.0665,0.021,False,False,False
madelon,feat_120,0,16,0.008,0.1885,False,True,False
madelon,feat_121,0,137,0.0685,0.0225,False,False,False
madelon,feat_122,0,67,0.0335,0.043,False,False,False
madelon,feat_123,0,212,0.106,0.015,False,False,False
madelon,feat_124,0,127,0.0635,0.024,False,False,False
madelon,feat_125,0,185,0.0925,0.017,False,False,False
madelon,feat_126,0,79,0.0395,0.0395,False,False,False
madelon,feat_127,0,139,0.0695,0.0205,False,False,False
madelon,feat_128,0,70,0.035,0.0375,False,False,False
madelon,feat_129,0,203,0.1015,0.0145,False,False,False
madelon,feat_130,0,158,0.079,0.02,False,False,False
madelon,feat_131,0,119,0.0595,0.0265,False,False,False
madelon,feat_132,0,127,0.0635,0.024,False,False,False
madelon,feat_133,0,28,0.014,0.108,False,False,False
madelon,feat_134,0,143,0.0715,0.021,False,False,False
madelon,feat_135,0,224,0.112,0.016,False,False,False
madelon,feat_136,0,212,0.106,0.0135,False,False,False
madelon,feat_137,0,111,0.0555,0.025,False,False,False
madelon,feat_138,0,41,0.0205,0.063,False,False,False
madelon,feat_139,0,93,0.0465,0.032,False,False,False
madelon,feat_140,0,127,0.0635,0.022,False,False,False
madelon,feat_141,0,211,0.1055,0.0155,False,False,False
madelon,feat_142,0,70,0.035,0.0395,False,False,False
madelon,feat_143,0,57,0.0285,0.052,False,False,False
madelon,feat_144,0,109,0.0545,0.0265,False,False,False
madelon,feat_145,0,125,0.0625,0.023,False,False,False
madelon,feat_146,0,27,0.0135,0.115,False,False,False
madelon,feat_147,0,190,0.095,0.017,False,False,False
madelon,feat_148,0,34,0.017,0.0885,False,False,False
madelon,feat_149,0,211,0.1055,0.0145,False,False,False
madelon,feat_150,0,222,0.111,0.0135,False,False,False
madelon,feat_151,0,76,0.038,0.04,False,False,False
madelon,feat_152,0,68,0.034,0.042,False,False,False
madelon,feat_153,0,395,0.1975,0.0085,False,False,False
madelon,feat_154,0,10,0.005,0.289,False,True,False
madelon,feat_155,0,146,0.073,0.021,False,False,False
madelon,feat_156,0,121,0.0605,0.024,False,False,False
madelon,feat_157,0,132,0.066,0.024,False,False,False
madelon,feat_158,0,148,0.074,0.0205,False,False,False
madelon,feat_159,0,147,0.0735,0.02,False,False,False
madelon,feat_160,0,146,0.073,0.0205,False,False,False
madelon,feat_161,0,69,0.0345,0.044,False,False,False
madelon,feat_162,0,72,0.036,0.0385,False,False,False
madelon,feat_163,0,42,0.021,0.081,False,False,False
madelon,feat_164,0,215,0.1075,0.0165,False,False,False
madelon,feat_165,0,142,0.071,0.021,False,False,False
madelon,feat_166,0,11,0.0055,0.2625,False,True,False
madelon,feat_167,0,28,0.014,0.0995,False,False,False
madelon,feat_168,0,9,0.0045,0.334,False,True,False
madelon,feat_169,0,226,0.113,0.0135,False,False,False
madelon,feat_170,0,233,0.1165,0.014,False,False,False
madelon,feat_171,0,211,0.1055,0.0145,False,False,False
madelon,feat_172,0,198,0.099,0.015,False,False,False
madelon,feat_173,0,9,0.0045,0.3185,False,True,False
madelon,feat_174,0,92,0.046,0.0335,False,False,False
madelon,feat_175,0,214,0.107,0.0165,False,False,False
madelon,feat_176,0,79,0.0395,0.037,False,False,False
madelon,feat_177,0,47,0.0235,0.062,False,False,False
madelon,feat_178,0,205,0.1025,0.014,False,False,False
madelon,feat_179,0,211,0.1055,0.0135,False,False,False
madelon,feat_180,0,194,0.097,0.0165,False,False,False
madelon,feat_181,0,210,0.105,0.0155,False,False,False
madelon,feat_182,0,148,0.074,0.0195,False,False,False
madelon,feat_183,0,130,0.065,0.024,False,False,False
madelon,feat_184,0,90,0.045,0.033,False,False,False
madelon,feat_185,0,139,0.0695,0.024,False,False,False
madelon,feat_186,0,209,0.1045,0.014,False,False,False
madelon,feat_187,0,162,0.081,0.022,False,False,False
madelon,feat_188,0,222,0.111,0.0125,False,False,False
madelon,feat_189,0,32,0.016,0.101,False,False,False
madelon,feat_190,0,140,0.07,0.0225,False,False,False
madelon,feat_191,0,145,0.0725,0.021,False,False,False
madelon,feat_192,0,114,0.057,0.025,False,False,False
madelon,feat_193,0,224,0.112,0.0125,False,False,False
madelon,feat_194,0,224,0.112,0.014,False,False,False
madelon,feat_195,0,59,0.0295,0.048,False,False,False
madelon,feat_196,0,38,0.019,0.071,False,False,False
madelon,feat_197,0,56,0.028,0.0535,False,False,False
madelon,feat_198,0,10,0.005,0.2735,False,True,False
madelon,feat_199,0,171,0.0855,0.017,False,False,False
madelon,feat_200,0,127,0.0635,0.024,False,False,False
madelon,feat_201,0,119,0.0595,0.0235,False,False,False
madelon,feat_202,0,115,0.0575,0.032,False,False,False
madelon,feat_203,0,222,0.111,0.0135,False,False,False
madelon,feat_204,0,196,0.098,0.0165,False,False,False
madelon,feat_205,0,11,0.0055,0.2905,False,True,False
madelon,feat_206,0,208,0.104,0.0155,False,False,False
madelon,feat_207,0,28,0.014,0.1135,False,False,False
madelon,feat_208,0,98,0.049,0.031,False,False,False
madelon,feat_209,0,117,0.0585,0.0255,False,False,False
madelon,feat_210,0,84,0.042,0.0315,False,False,False
madelon,feat_211,0,213,0.1065,0.0145,False,False,False
madelon,feat_212,0,141,0.0705,0.019,False,False,False
madelon,feat_213,0,198,0.099,0.0155,False,False,False
madelon,feat_214,0,74,0.037,0.039,False,False,False
madelon,feat_215,0,213,0.1065,0.0135,False,False,False
madelon,feat_216,0,188,0.094,0.016,False,False,False
madelon,feat_217,0,63,0.0315,0.0435,False,False,False
madelon,feat_218,0,156,0.078,0.0215,False,False,False
madelon,feat_219,0,65,0.0325,0.043,False,False,False
madelon,feat_220,0,163,0.0815,0.017,False,False,False
madelon,feat_221,0,220,0.11,0.014,False,False,False
madelon,feat_222,0,161,0.0805,0.02,False,False,False
madelon,feat_223,0,204,0.102,0.015,False,False,False
madelon,feat_224,0,200,0.1,0.0155,False,False,False
madelon,feat_225,0,160,0.08,0.017,False,False,False
madelon,feat_226,0,115,0.0575,0.0245,False,False,False
madelon,feat_227,0,15,0.0075,0.216,False,True,False
madelon,feat_228,0,7,0.0035,0.4085,False,True,False
madelon,feat_229,0,113,0.0565,0.0275,False,False,False
madelon,feat_230,0,89,0.0445,0.0315,False,False,False
madelon,feat_231,0,116,0.058,0.026,False,False,False
madelon,feat_232,0,85,0.0425,0.035,False,False,False
madelon,feat_233,0,110,0.055,0.028,False,False,False
madelon,feat_234,0,124,0.062,0.023,False,False,False
madelon,feat_235,0,126,0.063,0.024,False,False,False
madelon,feat_236,0,72,0.036,0.041,False,False,False
madelon,feat_237,0,21,0.0105,0.1265,False,False,False
madelon,feat_238,0,117,0.0585,0.028,False,False,False
madelon,feat_239,0,38,0.019,0.08,False,False,False
madelon,feat_240,0,163,0.0815,0.0175,False,False,False
madelon,feat_241,0,238,0.119,0.011,False,False,False
madelon,feat_242,0,156,0.078,0.02,False,False,False
madelon,feat_243,0,90,0.045,0.034,False,False,False
madelon,feat_244,0,202,0.101,0.016,False,False,False
madelon,feat_245,0,188,0.094,0.017,False,False,False
madelon,feat_246,0,197,0.0985,0.014,False,False,False
madelon,feat_247,0,24,0.012,0.115,False,False,False
madelon,feat_248,0,54,0.027,0.056,False,False,False
madelon,feat_249,0,153,0.0765,0.0175,False,False,False
madelon,feat_250,0,172,0.086,0.0165,False,False,False
madelon,feat_251,0,163,0.0815,0.017,False,False,False
madelon,feat_252,0,27,0.0135,0.1155,False,False,False
madelon,feat_253,0,187,0.0935,0.0175,False,False,False
madelon,feat_254,0,52,0.026,0.063,False,False,False
madelon,feat_255,0,169,0.0845,0.0185,False,False,False
madelon,feat_256,0,218,0.109,0.017,False,False,False
madelon,feat_257,0,221,0.1105,0.015,False,False,False
madelon,feat_258,0,61,0.0305,0.047,False,False,False
madelon,feat_259,0,70,0.035,0.0455,False,False,False
madelon,feat_260,0,98,0.049,0.0305,False,False,False
madelon,feat_261,0,40,0.02,0.074,False,False,False
madelon,feat_262,0,107,0.0535,0.028,False,False,False
madelon,feat_263,0,192,0.096,0.0165,False,False,False
madelon,feat_264,0,57,0.0285,0.047,False,False,False
madelon,feat_265,0,123,0.0615,0.0225,False,False,False
madelon,feat_266,0,220,0.11,0.019,False,False,False
madelon,feat_267,0,90,0.045,0.036,False,False,False
madelon,feat_268,0,158,0.079,0.0195,False,False,False
madelon,feat_269,0,115,0.0575,0.0255,False,False,False
madelon,feat_270,0,84,0.042,0.036,False,False,False
madelon,feat_271,0,217,0.1085,0.016,False,False,False
madelon,feat_272,0,224,0.112,0.015,False,False,False
madelon,feat_273,0,220,0.11,0.014,False,False,False
madelon,feat_274,0,94,0.047,0.0305,False,False,False
madelon,feat_275,0,73,0.0365,0.046,False,False,False
madelon,feat_276,0,5,0.0025,0.579,False,True,False
madelon,feat_277,0,178,0.089,0.017,False,False,False
madelon,feat_278,0,124,0.062,0.022,False,False,False
madelon,feat_279,0,168,0.084,0.017,False,False,False
madelon,feat_280,0,10,0.005,0.288,False,True,False
madelon,feat_281,0,221,0.1105,0.0145,False,False,False
madelon,feat_282,0,101,0.0505,0.029,False,False,False
madelon,feat_283,0,10,0.005,0.2975,False,True,False
madelon,feat_284,0,180,0.09,0.015,False,False,False
madelon,feat_285,0,170,0.085,0.0175,False,False,False
madelon,feat_286,0,169,0.0845,0.0185,False,False,False
madelon,feat_287,0,215,0.1075,0.014,False,False,False
madelon,feat_288,0,31,0.0155,0.1065,False,False,False
madelon,feat_289,0,115,0.0575,0.028,False,False,False
madelon,feat_290,0,167,0.0835,0.0185,False,False,False
madelon,feat_291,0,164,0.082,0.02,False,False,False
madelon,feat_292,0,130,0.065,0.024,False,False,False
madelon,feat_293,0,42,0.021,0.0665,False,False,False
madelon,feat_294,0,220,0.11,0.0135,False,False,False
madelon,feat_295,0,184,0.092,0.0155,False,False,False
madelon,feat_296,0,143,0.0715,0.0205,False,False,False
madelon,feat_297,0,180,0.09,0.017,False,False,False
madelon,feat_298,0,137,0.0685,0.0225,False,False,False
madelon,feat_299,0,124,0.062,0.024,False,False,False
madelon,feat_300,0,186,0.093,0.0165,False,False,False
madelon,feat_301,0,90,0.045,0.0305,False,False,False
madelon,feat_302,0,28,0.014,0.102,False,False,False
madelon,feat_303,0,137,0.0685,0.021,False,False,False
madelon,feat_304,0,184,0.092,0.0175,False,False,False
madelon,feat_305,0,166,0.083,0.02,False,False,False
madelon,feat_306,0,83,0.0415,0.039,False,False,False
madelon,feat_307,0,60,0.03,0.0505,False,False,False
madelon,feat_308,0,160,0.08,0.019,False,False,False
madelon,feat_309,0,131,0.0655,0.0245,False,False,False
madelon,feat_310,0,153,0.0765,0.0195,False,False,False
madelon,feat_311,0,102,0.051,0.0285,False,False,False
madelon,feat_312,0,178,0.089,0.018,False,False,False
madelon,feat_313,0,163,0.0815,0.0195,False,False,False
madelon,feat_314,0,66,0.033,0.04,False,False,False
madelon,feat_315,0,171,0.0855,0.018,False,False,False
madelon,feat_316,0,61,0.0305,0.0425,False,False,False
madelon,feat_317,0,47,0.0235,0.0605,False,False,False
madelon,feat_318,0,210,0.105,0.014,False,False,False
madelon,feat_319,0,237,0.1185,0.0145,False,False,False
madelon,feat_320,0,77,0.0385,0.0385,False,False,False
madelon,feat_321,0,157,0.0785,0.02,False,False,False
madelon,feat_322,0,115,0.0575,0.023,False,False,False
madelon,feat_323,0,74,0.037,0.0375,False,False,False
madelon,feat_324,0,111,0.0555,0.027,False,False,False
madelon,feat_325,0,37,0.0185,0.087,False,False,False
madelon,feat_326,0,137,0.0685,0.025,False,False,False
madelon,feat_327,0,154,0.077,0.019,False,False,False
madelon,feat_328,0,78,0.039,0.036,False,False,False
madelon,feat_329,0,208,0.104,0.0145,False,False,False
madelon,feat_330,0,182,0.091,0.02,False,False,False
madelon,feat_331,0,77,0.0385,0.038,False,False,False
madelon,feat_332,0,8,0.004,0.421,False,True,False
madelon,feat_333,0,171,0.0855,0.018,False,False,False
madelon,feat_334,0,199,0.0995,0.015,False,False,False
madelon,feat_335,0,79,0.0395,0.035,False,False,False
madelon,feat_336,0,460,0.23,0.007,False,False,False
madelon,feat_337,0,192,0.096,0.0165,False,False,False
madelon,feat_338,0,425,0.2125,0.007,False,False,False
madelon,feat_339,0,208,0.104,0.0165,False,False,False
madelon,feat_340,0,208,0.104,0.014,False,False,False
madelon,feat_341,0,136,0.068,0.0225,False,False,False
madelon,feat_342,0,166,0.083,0.0195,False,False,False
madelon,feat_343,0,174,0.087,0.0185,False,False,False
madelon,feat_344,0,227,0.1135,0.015,False,False,False
madelon,feat_345,0,55,0.0275,0.0575,False,False,False
madelon,feat_346,0,48,0.024,0.0715,False,False,False
madelon,feat_347,0,229,0.1145,0.0135,False,False,False
madelon,feat_348,0,127,0.0635,0.0225,False,False,False
madelon,feat_349,0,179,0.0895,0.016,False,False,False
madelon,feat_350,0,49,0.0245,0.058,False,False,False
madelon,feat_351,0,214,0.107,0.013,False,False,False
madelon,feat_352,0,194,0.097,0.0165,False,False,False
madelon,feat_353,0,76,0.038,0.0435,False,False,False
madelon,feat_354,0,112,0.056,0.0305,False,False,False
madelon,feat_355,0,98,0.049,0.029,False,False,False
madelon,feat_356,0,209,0.1045,0.015,False,False,False
madelon,feat_357,0,12,0.006,0.2355,False,True,False
madelon,feat_358,0,191,0.0955,0.016,False,False,False
madelon,feat_359,0,215,0.1075,0.0155,False,False,False
madelon,feat_360,0,174,0.087,0.017,False,False,False
madelon,feat_361,0,121,0.0605,0.0235,False,False,False
madelon,feat_362,0,221,0.1105,0.0135,False,False,False
madelon,feat_363,0,137,0.0685,0.021,False,False,False
madelon,feat_364,0,37,0.0185,0.079,False,False,False
madelon,feat_365,0,219,0.1095,0.0145,False,False,False
madelon,feat_366,0,147,0.0735,0.02,False,False,False
madelon,feat_367,0,77,0.0385,0.0355,False,False,False
madelon,feat_368,0,81,0.0405,0.0385,False,False,False
madelon,feat_369,0,204,0.102,0.0165,False,False,False
madelon,feat_370,0,183,0.0915,0.019,False,False,False
madelon,feat_371,0,219,0.1095,0.0145,False,False,False
madelon,feat_372,0,126,0.063,0.0215,False,False,False
madelon,feat_373,0,138,0.069,0.021,False,False,False
madelon,feat_374,0,157,0.0785,0.024,False,False,False
madelon,feat_375,0,154,0.077,0.021,False,False,False
madelon,feat_376,0,50,0.025,0.0595,False,False,False
madelon,feat_377,0,119,0.0595,0.026,False,False,False
madelon,feat_378,0,257,0.1285,0.0115,False,False,False
madelon,feat_379,0,177,0.0885,0.0145,False,False,False
madelon,feat_380,0,37,0.0185,0.0785,False,False,False
madelon,feat_381,0,124,0.062,0.0255,False,False,False
madelon,feat_382,0,188,0.094,0.015,False,False,False
madelon,feat_383,0,83,0.0415,0.034,False,False,False
madelon,feat_384,0,100,0.05,0.03,False,False,False
madelon,feat_385,0,70,0.035,0.047,False,False,False
madelon,feat_386,0,154,0.077,0.0205,False,False,False
madelon,feat_387,0,15,0.0075,0.235,False,True,False
madelon,feat_388,0,113,0.0565,0.0255,False,False,False
madelon,feat_389,0,200,0.1,0.016,False,False,False
madelon,feat_390,0,33,0.0165,0.1035,False,False,False
madelon,feat_391,0,198,0.099,0.0145,False,False,False
madelon,feat_392,0,20,0.01,0.1465,False,True,False
madelon,feat_393,0,178,0.089,0.0175,False,False,False
madelon,feat_394,0,22,0.011,0.1335,False,False,False
madelon,feat_395,0,118,0.059,0.026,False,False,False
madelon,feat_396,0,61,0.0305,0.042,False,False,False
madelon,feat_397,0,212,0.106,0.014,False,False,False
madelon,feat_398,0,203,0.1015,0.0145,False,False,False
madelon,feat_399,0,43,0.0215,0.0705,False,False,False
madelon,feat_400,0,30,0.015,0.113,False,False,False
madelon,feat_401,0,177,0.0885,0.0175,False,False,False
madelon,feat_402,0,10,0.005,0.2875,False,True,False
madelon,feat_403,0,160,0.08,0.02,False,False,False
madelon,feat_404,0,6,0.003,0.436,False,True,False
madelon,feat_405,0,186,0.093,0.0185,False,False,False
madelon,feat_406,0,193,0.0965,0.017,False,False,False
madelon,feat_407,0,31,0.0155,0.0975,False,False,False
madelon,feat_408,0,157,0.0785,0.018,False,False,False
madelon,feat_409,0,47,0.0235,0.063,False,False,False
madelon,feat_410,0,115,0.0575,0.025,False,False,False
madelon,feat_411,0,219,0.1095,0.015,False,False,False
madelon,feat_412,0,167,0.0835,0.0205,False,False,False
madelon,feat_413,0,104,0.052,0.028,False,False,False
madelon,feat_414,0,178,0.089,0.0155,False,False,False
madelon,feat_415,0,229,0.1145,0.0135,False,False,False
madelon,feat_416,0,72,0.036,0.0435,False,False,False
madelon,feat_417,0,206,0.103,0.0155,False,False,False
madelon,feat_418,0,217,0.1085,0.0145,False,False,False
madelon,feat_419,0,188,0.094,0.0155,False,False,False
madelon,feat_420,0,39,0.0195,0.076,False,False,False
madelon,feat_421,0,83,0.0415,0.038,False,False,False
madelon,feat_422,0,72,0.036,0.0465,False,False,False
madelon,feat_423,0,5,0.0025,0.626,False,True,False
madelon,feat_424,0,70,0.035,0.0365,False,False,False
madelon,feat_425,0,87,0.0435,0.0325,False,False,False
madelon,feat_426,0,111,0.0555,0.0255,False,False,False
