dataset,variable,media,desviacion,minimo,mediana,maximo,skewness,kurtosis,outlier_rate_iqr,missing_pct
madelon,feat_7,476.565,1.3844613994919979,471.0,477.0,481.0,0.002037711026578355,-0.03825787392982738,0.142,0.0
madelon,feat_8,486.7935,15.043836487350195,430.0,487.0,536.0,0.038110279287134514,0.1218049360303266,0.0125,0.0
madelon,feat_9,478.789,7.190920223923599,455.0,479.0,503.0,-0.06244332095953722,-0.02561512053936399,0.0075,0.0
madelon,feat_10,486.5175,36.55683102646274,354.0,486.0,620.0,0.009387199202702822,0.04028448739693813,0.0075,0.0
madelon,feat_11,490.6535,28.198404436357357,389.0,491.0,603.0,0.01776041734699196,0.22824258763279737,0.0125,0.0
madelon,feat_12,478.1645,34.1694339264997,347.0,478.0,593.0,-0.023892377663217036,-0.02637027398746028,0.006,0.0
madelon,feat_13,481.5245,42.61738519090836,352.0,482.0,632.0,-0.010961475178134058,0.012587292345290546,0.0095,0.0
madelon,feat_14,485.0385,12.135223507409634,444.0,485.0,523.0,0.03040017342581352,-0.07163597934794064,0.0065,0.0
madelon,feat_15,479.4235,21.984603911705513,410.0,479.0,551.0,0.13641471635811847,0.18237838195183054,0.011,0.0
madelon,feat_16,479.287,13.483602440274769,433.0,479.0,523.0,0.0800244190734554,-0.051266206041741036,0.0055,0.0
madelon,feat_17,494.9475,30.33949548432079,377.0,495.0,601.0,0.02803208459976952,0.1757470610156071,0.0085,0.0
madelon,feat_18,484.173,23.369448786145643,408.0,484.0,566.0,0.059081089770528984,-0.011707117016649171,0.006,0.0
madelon,feat_19,477.427,9.957170462626966,441.0,477.5,513.0,-0.05376080278793963,-0.04188932348911267,0.0045,0.0
madelon,feat_20,484.7145,12.724305235330569,426.0,485.0,526.0,-0.055717126273149085,0.3312584534223091,0.014,0.0
madelon,feat_21,494.239,22.344294859233713,412.0,494.0,571.0,0.10032213568292683,-0.0534205175033331,0.0065,0.0
madelon,feat_22,476.573,6.840326456611299,456.0,477.0,499.0,0.02165646498267809,-0.15193000007700874,0.006,0.0
madelon,feat_23,479.2605,9.641946033434113,438.0,479.0,516.0,-0.05307211419867885,0.11673200913549087,0.008,0.0
madelon,feat_24,499.4075,44.2475803624782,343.0,500.0,653.0,0.050991413011528826,0.04693880507481207,0.007,0.0
madelon,feat_25,504.719,28.52968647751413,416.0,504.0,597.0,0.013534432349356786,-0.09724271632454506,0.0055,0.0
madelon,feat_26,484.7835,21.573278168035976,421.0,485.0,573.0,0.10338089591833248,0.15693059181413105,0.0105,0.0
madelon,feat_27,482.0995,11.934899273153928,441.0,482.0,528.0,0.07048443568672039,0.15716130412786367,0.007,0.0
madelon,feat_28,480.5975,14.703897308129704,438.0,481.0,520.0,0.033774309735737675,-0.9019488338601427,0.0,0.0
madelon,feat_29,491.9145,21.965323295224493,417.0,492.0,573.0,0.18018753390878825,0.390274097451512,0.0155,0.0
madelon,feat_30,481.9315,7.669173088275487,451.0,482.0,510.0,0.061540399863245616,0.27480682040836113,0.0095,0.0
madelon,feat_31,500.037,36.483560079548695,382.0,500.0,628.0,-0.030641260250417076,-0.04878824100587087,0.0075,0.0
madelon,feat_32,500.6095,36.19895291090508,369.0,501.0,668.0,0.05713016841984001,0.198997677451342,0.0095,0.0
madelon,feat_33,489.5455,40.75602356067431,363.0,489.0,637.0,-0.003467486095946712,0.08956660118268722,0.0105,0.0
madelon,feat_34,486.713,23.43376200273444,384.0,486.0,557.0,0.019693664463173003,0.3442191173098106,0.0125,0.0
madelon,feat_35,489.128,42.79584510415806,342.0,490.0,619.0,-0.09264479945043932,-0.13459257877732966,0.005,0.0
madelon,feat_36,479.046,11.490818223770049,441.0,479.0,517.0,-0.01750036720866513,0.03327812259759133,0.011,0.0
madelon,feat_37,480.67,22.90387289732565,396.0,481.0,564.0,-0.03720202924341534,0.15623959787247754,0.0085,0.0
madelon,feat_38,479.8,4.720290305721158,464.0,480.0,496.0,0.10069918635722801,0.13583207815932807,0.009,0.0
madelon,feat_39,476.153,1.5817211893884713,471.0,476.0,482.0,0.07760699252578433,0.027327284118150885,0.003,0.0
madelon,feat_40,476.4925,3.436109307572562,463.0,476.0,487.0,-0.044776791472707446,0.27297652362459157,0.0045,0.0
madelon,feat_41,489.484,38.681686628690585,362.0,490.0,643.0,0.03784473564278491,0.1863480983529806,0.0085,0.0
madelon,feat_42,476.566,22.277989101334967,392.0,477.0,568.0,0.02250612320357451,0.4309099242109178,0.012,0.0
madelon,feat_43,487.8925,16.147827095617384,438.0,488.0,548.0,0.02973794043813522,0.11319108209121254,0.0075,0.0
madelon,feat_44,500.304,28.277931407766573,406.0,500.0,602.0,0.04746303688636343,0.03076928960318126,0.009,0.0
madelon,feat_45,480.439,23.979027834504553,392.0,481.0,557.0,0.12194341273896407,0.2255796748147758,0.013,0.0
madelon,feat_46,496.6275,36.31169251434899,371.0,496.0,641.0,0.05943343428577734,0.06182153336875995,0.01,0.0
madelon,feat_47,494.7715,32.72902201702787,373.0,495.0,619.0,0.01851828174021003,0.06954666243661567,0.006,0.0
madelon,feat_48,485.0005,43.01067842965849,367.0,485.0,614.0,0.0304615263892951,-0.8680184169405929,0.0,0.0
madelon,feat_49,479.5405,25.560321296149258,382.0,480.0,571.0,-0.022737787935261638,0.16831973817726054,0.007,0.0
madelon,feat_50,517.853,43.19740036969065,381.0,517.0,658.0,0.021734927563969143,0.13609229509857013,0.0135,0.0
madelon,feat_51,505.752,36.55314709134003,382.0,506.0,641.0,0.06247591420990262,0.18368408359314836,0.01,0.0
madelon,feat_52,485.356,22.63425321739939,399.0,485.0,577.0,0.0023608707849646763,-0.012221177297415675,0.005,0.0
madelon,feat_53,480.0735,5.044087544797353,465.0,480.0,498.0,0.11516605695185926,0.055909676739945624,0.0155,0.0
madelon,feat_54,497.1905,28.904704646914535,401.0,497.0,598.0,0.009740636104191559,0.14711493593731584,0.011,0.0
madelon,feat_55,495.199,20.87487195504609,409.0,495.0,561.0,0.052500254490554656,0.08990028571082131,0.0085,0.0
madelon,feat_56,479.694,41.61677957472305,288.0,480.0,644.0,0.04348519926854158,0.30688332525525874,0.009,0.0
madelon,feat_57,484.8665,32.98382397588303,377.0,484.0,617.0,0.09878602969958779,0.25296314546775367,0.0095,0.0
madelon,feat_58,509.3415,41.23999571257478,378.0,509.0,675.0,0.011165851293093285,0.05530876196902046,0.008,0.0
madelon,feat_59,477.958,21.450974526908492,408.0,478.0,554.0,-0.06074688991639758,-0.0664675764258762,0.0055,0.0
madelon,feat_60,487.8915,19.37171544881131,400.0,488.0,558.0,-0.03967752667829811,0.202614148330587,0.01,0.0
madelon,feat_61,481.494,6.5268111380532465,462.0,481.0,504.0,0.06683551163132818,0.028123640214781087,0.006,0.0
madelon,feat_62,494.046,36.820208417035566,377.0,493.0,641.0,0.09117971030847456,0.22693216423333462,0.013,0.0
madelon,feat_63,478.842,6.639734862140186,458.0,479.0,505.0,0.09210760423718772,0.10724182994239762,0.008,0.0
madelon,feat_64,497.9675,89.39109478949138,214.0,500.5,768.0,-0.03569801602296408,-0.23275681181266883,0.004,0.0
madelon,feat_65,510.147,36.74488378321696,385.0,509.0,647.0,0.11186484172256683,0.1149632958269673,0.0075,0.0
madelon,feat_66,503.78,37.02615383798346,373.0,504.0,641.0,0.09574953032751247,0.1825501184107936,0.011,0.0
madelon,feat_67,490.034,21.138265234606273,395.0,490.0,569.0,-0.01274413370258931,0.3347430229934827,0.0105,0.0
madelon,feat_68,480.947,5.349719688953356,462.0,481.0,498.0,-0.0023654729453929857,-0.09150322339277883,0.002,0.0
madelon,feat_69,476.239,6.795069203675659,452.0,476.0,501.0,-0.04385598046980348,-0.07706891801154248,0.0065,0.0
madelon,feat_70,514.45,42.19064499699704,362.0,513.0,668.0,0.11453890102689993,0.0425487215022482,0.008,0.0
madelon,feat_71,488.665,14.278820587103102,427.0,489.0,537.0,-0.053460535811594816,0.19788726549976055,0.008,0.0
madelon,feat_72,481.6865,24.052494236346774,402.0,482.0,568.0,0.003782243374048067,0.09930626862983916,0.0075,0.0
madelon,feat_73,484.1835,36.81407972478725,354.0,484.0,629.0,-0.030688080657970202,0.2524058704061303,0.01,0.0
madelon,feat_74,480.5825,6.753517509370556,456.0,480.0,508.0,0.09586960020611571,0.30000046890258325,0.011,0.0
madelon,feat_75,501.8625,41.464843667620286,371.0,501.0,651.0,0.08503056725949654,0.006247144073697086,0.0085,0.0
madelon,feat_76,478.6855,9.8914361952652,446.0,479.0,513.0,-0.056049090181065464,-0.03903958788310824,0.0055,0.0
madelon,feat_77,483.38,25.41805733763715,396.0,483.0,581.0,0.13155970409781012,0.11552298825655294,0.0075,0.0
madelon,feat_78,513.136,38.267658810742894,379.0,513.0,640.0,0.0036871240136755,0.09763935716001715,0.011,0.0
madelon,feat_79,482.684,19.884336484245818,424.0,483.0,551.0,0.08413945252522984,-0.03187444586058685,0.0065,0.0
madelon,feat_80,490.3455,24.927370833249327,415.0,490.0,584.0,0.1463268371689382,0.12788154510596872,0.007,0.0
madelon,feat_81,511.958,41.120003201989974,385.0,512.0,674.0,-0.03320188966364616,0.15777967205894994,0.0125,0.0
madelon,feat_82,483.933,29.957590684496143,396.0,484.0,613.0,0.05379573979849115,0.16060425141317802,0.008,0.0
madelon,feat_83,482.126,12.740026614535369,430.0,482.0,534.0,0.08498193611494496,0.42145520481175147,0.014,0.0
madelon,feat_84,504.2045,39.72853959283036,372.0,505.0,647.0,-0.022143607808819455,0.0530448098278109,0.0085,0.0
madelon,feat_85,489.4665,31.795508408067068,391.0,489.0,587.0,0.054456820757002034,-0.09624804493126415,0.008,0.0
madelon,feat_86,477.116,5.173192917578199,458.0,477.0,494.0,0.0011136366433193144,0.16028420599453153,0.019,0.0
madelon,feat_87,483.074,20.16836397561107,406.0,483.0,567.0,-0.0015824590375600924,0.1826520553531692,0.0115,0.0
madelon,feat_88,479.275,6.240981487311309,454.0,479.0,507.0,-0.03878677392352734,0.5322384298444591,0.0115,0.0
madelon,feat_89,512.0915,42.75668596661139,377.0,510.0,654.0,0.02713145187584252,0.039167814168480586,0.0105,0.0
madelon,feat_90,476.046,0.5925027677276136,474.0,476.0,478.0,0.06009225935533597,0.25449211770518465,0.0,0.0
madelon,feat_91,508.1215,33.735007975863375,395.0,507.0,612.0,0.08596104077947987,-0.05950987540976671,0.0055,0.0
madelon,feat_92,479.3155,20.979061472337843,399.0,479.0,551.0,0.08342518117515751,0.10096332982707823,0.01,0.0
madelon,feat_93,492.583,18.75433212585144,438.0,492.0,557.0,0.023203979811074558,0.10621333913977438,0.009,0.0
madelon,feat_94,480.407,8.015389836877466,452.0,481.0,508.0,-0.11654900646000123,0.07977497951426393,0.0045,0.0
madelon,feat_95,497.4185,33.2625548707291,384.0,497.0,622.0,0.0591803852207682,0.1934406785190519,0.0075,0.0
madelon,feat_96,479.262,3.724015325568967,468.0,479.0,492.0,0.05111648749406559,0.02696653716403352,0.009,0.0
madelon,feat_97,478.9505,23.181344592550264,406.0,479.0,554.0,-0.011941427734722117,-0.03689728784603519,0.0085,0.0
madelon,feat_98,476.9515,19.21751295438814,412.0,476.0,545.0,0.042494345979393035,-0.012012017236629813,0.005,0.0
madelon,feat_99,480.3495,35.33131048376567,355.0,481.0,603.0,-0.00959307762989006,0.11690528645483411,0.0105,0.0
madelon,feat_100,479.9765,8.723990013226485,448.0,480.0,510.0,-0.06391777381632388,0.1741659891115579,0.0065,0.0
madelon,feat_101,480.666,8.673699356691188,448.0,481.0,510.0,0.007285619813679927,0.2576724985338199,0.013,0.0
madelon,feat_102,481.1645,6.521173406780458,460.0,481.0,506.0,0.14244085768397075,0.3569140231995602,0.0165,0.0
madelon,feat_103,477.7095,14.032625094169543,428.0,478.0,533.0,-0.04462629907964164,0.19865775201667502,0.0135,0.0
madelon,feat_104,483.968,35.28795255888189,361.0,483.0,645.0,0.10464396206636838,0.3358123430154132,0.009,0.0
madelon,feat_105,502.088,134.55456410453226,0.0,499.0,999.0,-0.026182709843968654,-0.08040932132393541,0.0035,0.0
madelon,feat_106,484.469,27.396282907697156,349.0,484.0,577.0,-0.0290598544715135,0.22749459074944012,0.0075,0.0
madelon,feat_107,490.4405,33.23696447712737,370.0,490.0,608.0,-0.027159300816600417,0.04727371398986646,0.0095,0.0
madelon,feat_108,499.5235,32.52668812637147,391.0,499.0,608.0,0.0700506224333494,-0.028966084832643624,0.0075,0.0
madelon,feat_109,480.871,10.096153978747616,442.0,481.0,518.0,0.04371744948810153,0.3022418281388557,0.0155,0.0
madelon,feat_110,488.2285,32.38778739179428,392.0,488.0,610.0,0.09467478514231974,-0.04349447947534246,0.004,0.0
madelon,feat_111,478.0985,41.88477008092997,356.0,478.0,630.0,0.004019371675380676,0.055327186244467974,0.01,0.0
madelon,feat_112,477.3175,7.798596207100397,450.0,477.0,506.0,0.06452535508404152,0.1859136695234649,0.012,0.0
madelon,feat_113,492.1145,24.916777734216122,385.0,492.0,586.0,0.0020782409205745487,0.17598660501783536,0.007,0.0
madelon,feat_114,478.242,37.058752158643685,353.0,478.0,617.0,0.023368117400608145,0.1669164752882093,0.0085,0.0
madelon,feat_115,478.8695,17.09724034935995,413.0,479.0,545.0,-0.07980706991744282,0.19346559804612573,0.012,0.0
madelon,feat_116,489.2055,19.89331902476081,418.0,489.0,564.0,0.028310205655071218,0.17678100978758104,0.014,0.0
madelon,feat_117,483.115,12.373775905724273,441.0,484.0,522.0,-0.13466065072873115,-0.07602942370841026,0.005,0.0
madelon,feat_118,496.691,27.26347680659589,389.0,497.0,592.0,-0.07628783633974467,0.1724930474752031,0.0115,0.0
madelon,feat_119,488.6225,23.484031673071193,414.0,489.0,577.0,0.0359791111807259,-0.044980329372614314,0.005,0.0
madelon,feat_120,476.114,2.168030022183398,469.0,476.0,485.0,-0.03156675235649629,0.16212779699123203,0.0375,0.0
madelon,feat_121,479.278,24.034944461713216,380.0,479.0,574.0,0.012226250999937113,0.1897597359296106,0.0115,0.0
madelon,feat_122,480.853,10.677611937991996,437.0,481.0,518.0,-0.0033334350952831646,0.11840244223079299,0.007,0.0
madelon,feat_123,481.369,40.21057428266937,355.0,480.0,615.0,0.08470793521031633,-0.08044111567945089,0.0065,0.0
madelon,feat_124,478.5475,21.9432335014293,406.0,479.0,553.0,-0.012492763597988012,0.03365872456758634,0.0085,0.0
madelon,feat_125,504.4605,35.17236112693633,389.0,505.0,612.0,0.018705885915103762,-0.019575946151657586,0.0075,0.0
madelon,feat_126,483.387,12.921018046333534,440.0,483.0,530.0,0.05992618666587346,0.09507734401237267,0.0085,0.0
madelon,feat_127,499.286,24.54947132365859,387.0,499.0,574.0,-0.02808356915074498,0.17753956888892342,0.009,0.0
madelon,feat_128,479.121,11.505152900836903,435.0,479.0,516.0,-0.07838922146864875,-0.03445226942511859,0.004,0.0
madelon,feat_129,483.6795,37.57948760553219,347.0,484.0,613.0,0.0005048041373126227,0.1812329253034788,0.011,0.0
madelon,feat_130,500.1915,27.662274462961864,401.0,500.0,618.0,0.09793801104457835,0.24152242901499665,0.01,0.0
madelon,feat_131,485.749,21.27541587514402,420.0,486.0,588.0,0.12371699952420209,0.25610238438753674,0.012,0.0
madelon,feat_132,488.435,21.647241776685295,402.0,488.0,558.0,-0.04364066875824506,0.04128694182966619,0.0075,0.0
madelon,feat_133,477.5635,4.121099304765644,461.0,478.0,491.0,0.019351456272263718,0.15994946238893037,0.018,0.0
madelon,feat_134,484.4205,25.06299576324255,403.0,485.0,562.0,-0.003668404223240462,0.055610705609763667,0.007,0.0
madelon,feat_135,504.0635,42.24635895757865,382.0,504.0,651.0,0.07794772640561257,0.14126110622586374,0.0085,0.0
madelon,feat_136,498.9705,41.1955843244627,369.0,499.0,648.0,0.00782175166431896,-0.014776740085175266,0.0075,0.0
madelon,feat_137,491.3995,19.345258314626605,425.0,491.0,555.0,0.003127938562568943,-0.06465383220503007,0.007,0.0
madelon,feat_138,479.6845,6.6712976890878,461.0,480.0,503.0,0.09713317600832601,-0.17996078017261352,0.0045,0.0
madelon,feat_139,483.25,15.166559011724711,430.0,483.0,535.0,0.039437421794096025,0.16050978601382937,0.01,0.0
madelon,feat_140,492.711,22.253765839673598,427.0,493.0,566.0,0.04568878587917059,-0.015075087771700524,0.007,0.0
madelon,feat_141,508.3605,38.31465184525381,376.0,508.0,641.0,0.026028785574893774,0.10772701506163518,0.0115,0.0
madelon,feat_142,482.1675,11.391678055249685,443.0,482.0,524.0,0.04089927831152496,-0.08784361010216513,0.004,0.0
madelon,feat_143,483.3815,9.118252519781807,452.0,483.0,525.0,0.06901646354375199,0.09039773158124076,0.005,0.0
madelon,feat_144,483.1915,18.026960736815937,421.0,483.0,549.0,-0.0026578850869277493,0.20328554366804052,0.01,0.0
madelon,feat_145,487.1515,21.78094930498469,398.0,487.0,563.0,0.0007955919541511765,0.19177855387960463,0.0105,0.0
madelon,feat_146,479.776,3.8638437655166857,468.0,480.0,495.0,0.11539831168367955,0.1188529343451119,0.011,0.0
madelon,feat_147,497.1775,36.471099027615566,369.0,497.0,624.0,0.08571329089358917,0.010567921425288507,0.006,0.0
madelon,feat_148,479.985,5.172925147079614,462.0,480.0,497.0,0.0856746166575908,0.12080156470088621,0.018,0.0
madelon,feat_149,497.4085,40.56341113505441,343.0,497.0,618.0,0.0026245194596150267,-0.020405308270134537,0.0075,0.0
madelon,feat_150,487.688,41.534927845315416,325.0,487.5,612.0,-0.0760490442472934,0.07658652887912565,0.009,0.0
madelon,feat_151,483.7415,12.412603035103215,447.0,484.0,529.0,0.0591877137324575,0.07708212772399259,0.01,0.0
madelon,feat_152,482.1165,10.566776051760726,437.0,482.0,517.0,-0.024584525533449107,0.23859306855255547,0.009,0.0
madelon,feat_153,501.899,98.14949037172896,182.0,501.5,814.0,0.016029966297477025,-0.9657764168992373,0.0,0.0
madelon,feat_154,476.951,1.3713275573818304,472.0,477.0,481.0,0.009094753305363473,0.08723529728454027,0.0005,0.0
madelon,feat_155,487.1095,25.843092741992695,398.0,487.0,583.0,0.02506808674431247,0.24093474242476365,0.0115,0.0
madelon,feat_156,483.235,21.317527846744998,406.0,483.0,554.0,0.05878137622245432,-0.023230085129057887,0.007,0.0
madelon,feat_157,477.897,23.908161600080167,382.0,478.0,573.0,-0.08850038791945392,-0.007148204377703138,0.0035,0.0
madelon,feat_158,499.64,25.806091861973105,419.0,499.0,589.0,0.061762257130856556,0.06997885800982839,0.0105,0.0
madelon,feat_159,500.025,26.20816302041126,400.0,500.0,602.0,-0.003237541029925488,0.2248848277901132,0.0095,0.0
madelon,feat_160,478.222,26.45782916949501,379.0,478.0,563.0,-0.0037918889387199826,-0.05571502641135151,0.0055,0.0
madelon,feat_161,478.557,11.223133714127378,443.0,479.0,521.0,0.04819259930116615,0.0783488199689808,0.008,0.0
madelon,feat_162,481.08,11.868488973549143,438.0,481.0,518.0,-0.05907219429751732,-0.18014900658361954,0.0055,0.0
madelon,feat_163,479.968,6.126315521660263,458.0,480.0,500.0,-0.10265725740300832,0.11183821962702112,0.0075,0.0
madelon,feat_164,488.793,40.446954509141136,335.0,489.0,661.0,0.028670974649436232,0.14976010846438914,0.0065,0.0
madelon,feat_165,487.943,24.72531944608311,414.0,487.0,579.0,0.10764818808421359,-0.02207487199178315,0.01,0.0
madelon,feat_166,476.06,1.5266189055037016,471.0,476.0,481.0,-0.08515235601189682,0.02350667450696342,0.003,0.0
madelon,feat_167,479.0265,4.090619064660761,466.0,479.0,493.0,0.032157673252867565,0.04946674689948871,0.003,0.0
madelon,feat_168,476.868,1.2211968149444279,473.0,477.0,481.0,0.020659201883424943,0.16735952386647712,0.0,0.0
madelon,feat_169,510.7215,43.56915277219243,369.0,510.0,668.0,0.03922584617067063,-0.04892402150543251,0.0035,0.0
madelon,feat_170,494.6405,42.95870092009733,350.0,495.0,639.0,0.014751649581869617,0.22340736066051115,0.014,0.0
madelon,feat_171,510.7705,40.71534968043133,375.0,512.0,637.0,-0.02309749701097956,-0.06271845616651239,0.007,0.0
madelon,feat_172,506.9805,38.46464459984124,380.0,505.0,633.0,0.11699168139261712,-0.062364938297267525,0.0065,0.0
madelon,feat_173,477.0855,1.2477853317446308,473.0,477.0,481.0,0.11944863151599404,0.010773823092569579,0.0,0.0
madelon,feat_174,476.551,15.673679565295375,414.0,476.0,524.0,-0.017750518323500684,0.08041490656353645,0.0085,0.0
madelon,feat_175,500.073,39.55594781450385,368.0,500.0,616.0,0.004363600908646015,-0.07597043001873649,0.003,0.0
madelon,feat_176,482.6145,13.45995820898021,446.0,483.0,527.0,0.022494105393804854,-0.004346029020000586,0.0055,0.0
madelon,feat_177,480.2765,6.950410192997638,457.0,480.0,504.0,0.0021885908524916496,0.12176061099953683,0.011,0.0
madelon,feat_178,483.849,37.701696353797885,347.0,484.0,620.0,0.011489393624084767,0.11231279476665845,0.0105,0.0
madelon,feat_179,504.674,40.99540261441225,378.0,504.0,654.0,0.05046547125264612,0.0026316932718590813,0.0075,0.0
