dataset,method,family,seed,k,feature,rank,score,selected,elapsed_seconds,sample_size,status,feature_key,source,has_previous_evidence,evidence_source
customer_churn,mutual_info,filtros supervisados,42,5,support_calls,2,0.23575877099104336,True,0.09986068028956652,5000,ok,support_calls,,False,
customer_churn,mutual_info,filtros supervisados,42,10,support_calls,2,0.23575877099104336,True,0.09986068028956652,5000,ok,support_calls,,False,
customer_churn,mutual_info,filtros supervisados,42,15,support_calls,2,0.23575877099104336,True,0.09986068028956652,5000,ok,support_calls,,False,
customer_churn,mutual_info,filtros supervisados,42,5,payment_delay,5,0.12378377408452357,True,0.09986068028956652,5000,ok,payment_delay,,False,
customer_churn,mutual_info,filtros supervisados,42,10,payment_delay,5,0.12378377408452357,True,0.09986068028956652,5000,ok,payment_delay,,False,
customer_churn,mutual_info,filtros supervisados,42,15,payment_delay,5,0.12378377408452357,True,0.09986068028956652,5000,ok,payment_delay,,False,
customer_churn,mutual_info,filtros supervisados,42,1,total_spend,1,0.23819599474427977,True,0.09986068028956652,5000,ok,total_spend,,False,
customer_churn,mutual_info,filtros supervisados,42,4,total_spend,1,0.23819599474427977,True,0.09986068028956652,5000,ok,total_spend,,False,
customer_churn,mutual_info,filtros supervisados,42,5,total_spend,1,0.23819599474427977,True,0.09986068028956652,5000,ok,total_spend,,False,
customer_churn,mutual_info,filtros supervisados,42,10,total_spend,1,0.23819599474427977,True,0.09986068028956652,5000,ok,total_spend,,False,
customer_churn,mutual_info,filtros supervisados,42,15,total_spend,1,0.23819599474427977,True,0.09986068028956652,5000,ok,total_spend,,False,
customer_churn,mutual_info,filtros supervisados,42,10,last_interaction,8,0.017125697174931176,True,0.09986068028956652,5000,ok,last_interaction,,False,
customer_churn,mutual_info,filtros supervisados,42,15,last_interaction,8,0.017125697174931176,True,0.09986068028956652,5000,ok,last_interaction,,False,
customer_churn,mutual_info,filtros supervisados,42,10,gender_Female,7,0.019744508147379713,True,0.09986068028956652,5000,ok,gender_female,,False,
customer_churn,mutual_info,filtros supervisados,42,15,gender_Female,7,0.019744508147379713,True,0.09986068028956652,5000,ok,gender_female,,False,
customer_churn,mutual_info,filtros supervisados,42,10,gender_Male,6,0.024095087614790955,True,0.09986068028956652,5000,ok,gender_male,,False,
customer_churn,mutual_info,filtros supervisados,42,15,gender_Male,6,0.024095087614790955,True,0.09986068028956652,5000,ok,gender_male,,False,
customer_churn,mutual_info,filtros supervisados,42,10,contract_length_Annual,9,0.012176403344660747,True,0.09986068028956652,5000,ok,contract_length_annual,,False,
customer_churn,mutual_info,filtros supervisados,42,15,contract_length_Annual,9,0.012176403344660747,True,0.09986068028956652,5000,ok,contract_length_annual,,False,
customer_churn,mutual_info,filtros supervisados,42,4,contract_length_Monthly,3,0.14288755569359335,True,0.09986068028956652,5000,ok,contract_length_monthly,,False,
customer_churn,mutual_info,filtros supervisados,42,5,contract_length_Monthly,3,0.14288755569359335,True,0.09986068028956652,5000,ok,contract_length_monthly,,False,
customer_churn,mutual_info,filtros supervisados,42,10,contract_length_Monthly,3,0.14288755569359335,True,0.09986068028956652,5000,ok,contract_length_monthly,,False,
customer_churn,mutual_info,filtros supervisados,42,15,contract_length_Monthly,3,0.14288755569359335,True,0.09986068028956652,5000,ok,contract_length_monthly,,False,
customer_churn,mutual_info,filtros supervisados,42,10,contract_length_Quarterly,10,0.008662709077978725,True,0.09986068028956652,5000,ok,contract_length_quarterly,,False,
customer_churn,mutual_info,filtros supervisados,42,15,contract_length_Quarterly,10,0.008662709077978725,True,0.09986068028956652,5000,ok,contract_length_quarterly,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,4,age,2,14.065358355407275,True,0.1024121344089508,5000,ok,age,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,5,age,2,14.065358355407275,True,0.1024121344089508,5000,ok,age,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,10,age,2,14.065358355407275,True,0.1024121344089508,5000,ok,age,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,age,2,14.065358355407275,True,0.1024121344089508,5000,ok,age,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,10,tenure,8,7.9778043975886,True,0.1024121344089508,5000,ok,tenure,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,tenure,8,7.9778043975886,True,0.1024121344089508,5000,ok,tenure,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,10,usage_frequency,7,8.98382271010598,True,0.1024121344089508,5000,ok,usage_frequency,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,usage_frequency,7,8.98382271010598,True,0.1024121344089508,5000,ok,usage_frequency,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,4,support_calls,4,12.046144207646613,True,0.1024121344089508,5000,ok,support_calls,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,5,support_calls,4,12.046144207646613,True,0.1024121344089508,5000,ok,support_calls,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,10,support_calls,4,12.046144207646613,True,0.1024121344089508,5000,ok,support_calls,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,support_calls,4,12.046144207646613,True,0.1024121344089508,5000,ok,support_calls,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,4,payment_delay,3,13.047975824724313,True,0.1024121344089508,5000,ok,payment_delay,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,5,payment_delay,3,13.047975824724313,True,0.1024121344089508,5000,ok,payment_delay,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,10,payment_delay,3,13.047975824724313,True,0.1024121344089508,5000,ok,payment_delay,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,payment_delay,3,13.047975824724313,True,0.1024121344089508,5000,ok,payment_delay,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,1,total_spend,1,15.192373417258125,True,0.1024121344089508,5000,ok,total_spend,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,4,total_spend,1,15.192373417258125,True,0.1024121344089508,5000,ok,total_spend,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,5,total_spend,1,15.192373417258125,True,0.1024121344089508,5000,ok,total_spend,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,10,total_spend,1,15.192373417258125,True,0.1024121344089508,5000,ok,total_spend,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,total_spend,1,15.192373417258125,True,0.1024121344089508,5000,ok,total_spend,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,10,last_interaction,10,5.964567667261552,True,0.1024121344089508,5000,ok,last_interaction,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,last_interaction,10,5.964567667261552,True,0.1024121344089508,5000,ok,last_interaction,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,gender_Female,14,1.9103889885225551,True,0.1024121344089508,5000,ok,gender_female,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,10,gender_Male,9,6.979984568569465,True,0.1024121344089508,5000,ok,gender_male,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,gender_Male,9,6.979984568569465,True,0.1024121344089508,5000,ok,gender_male,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,contract_length_Annual,15,0.9114872884069637,True,0.1024121344089508,5000,ok,contract_length_annual,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,5,contract_length_Monthly,5,11.000039242787844,True,0.1024121344089508,5000,ok,contract_length_monthly,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,10,contract_length_Monthly,5,11.000039242787844,True,0.1024121344089508,5000,ok,contract_length_monthly,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,contract_length_Monthly,5,11.000039242787844,True,0.1024121344089508,5000,ok,contract_length_monthly,,False,
customer_churn,mrmr_approx,relevancia-redundancia,42,15,contract_length_Quarterly,11,4.944435814075771,True,0.1024121344089508,5000,ok,contract_length_quarterly,,False,
customer_churn,l1_logistic,regularizacion,42,10,age,7,0.35881689767896563,True,0.023508701473474503,5000,ok,age,,False,
customer_churn,l1_logistic,regularizacion,42,15,age,7,0.35881689767896563,True,0.023508701473474503,5000,ok,age,,False,
customer_churn,l1_logistic,regularizacion,42,10,tenure,10,0.15775583149348826,True,0.023508701473474503,5000,ok,tenure,,False,
customer_churn,l1_logistic,regularizacion,42,15,tenure,10,0.15775583149348826,True,0.023508701473474503,5000,ok,tenure,,False,
customer_churn,l1_logistic,regularizacion,42,10,usage_frequency,9,0.17669501494646905,True,0.023508701473474503,5000,ok,usage_frequency,,False,
customer_churn,l1_logistic,regularizacion,42,15,usage_frequency,9,0.17669501494646905,True,0.023508701473474503,5000,ok,usage_frequency,,False,
customer_churn,l1_logistic,regularizacion,42,4,support_calls,2,2.329484515141683,True,0.023508701473474503,5000,ok,support_calls,,False,
customer_churn,l1_logistic,regularizacion,42,5,support_calls,2,2.329484515141683,True,0.023508701473474503,5000,ok,support_calls,,False,
customer_churn,l1_logistic,regularizacion,42,10,support_calls,2,2.329484515141683,True,0.023508701473474503,5000,ok,support_calls,,False,
customer_churn,l1_logistic,regularizacion,42,15,support_calls,2,2.329484515141683,True,0.023508701473474503,5000,ok,support_calls,,False,
customer_churn,l1_logistic,regularizacion,42,4,payment_delay,4,0.825220048789141,True,0.023508701473474503,5000,ok,payment_delay,,False,
customer_churn,l1_logistic,regularizacion,42,5,payment_delay,4,0.825220048789141,True,0.023508701473474503,5000,ok,payment_delay,,False,
customer_churn,l1_logistic,regularizacion,42,10,payment_delay,4,0.825220048789141,True,0.023508701473474503,5000,ok,payment_delay,,False,
customer_churn,l1_logistic,regularizacion,42,15,payment_delay,4,0.825220048789141,True,0.023508701473474503,5000,ok,payment_delay,,False,
customer_churn,l1_logistic,regularizacion,42,4,total_spend,3,1.5223070205420308,True,0.023508701473474503,5000,ok,total_spend,,False,
customer_churn,l1_logistic,regularizacion,42,5,total_spend,3,1.5223070205420308,True,0.023508701473474503,5000,ok,total_spend,,False,
customer_churn,l1_logistic,regularizacion,42,10,total_spend,3,1.5223070205420308,True,0.023508701473474503,5000,ok,total_spend,,False,
customer_churn,l1_logistic,regularizacion,42,15,total_spend,3,1.5223070205420308,True,0.023508701473474503,5000,ok,total_spend,,False,
customer_churn,l1_logistic,regularizacion,42,10,last_interaction,6,0.506925740126662,True,0.023508701473474503,5000,ok,last_interaction,,False,
customer_churn,l1_logistic,regularizacion,42,15,last_interaction,6,0.506925740126662,True,0.023508701473474503,5000,ok,last_interaction,,False,
customer_churn,l1_logistic,regularizacion,42,10,gender_Female,8,0.3408816526232972,True,0.023508701473474503,5000,ok,gender_female,,False,
customer_churn,l1_logistic,regularizacion,42,15,gender_Female,8,0.3408816526232972,True,0.023508701473474503,5000,ok,gender_female,,False,
customer_churn,l1_logistic,regularizacion,42,5,gender_Male,5,0.5570801759553355,True,0.023508701473474503,5000,ok,gender_male,,False,
customer_churn,l1_logistic,regularizacion,42,10,gender_Male,5,0.5570801759553355,True,0.023508701473474503,5000,ok,gender_male,,False,
customer_churn,l1_logistic,regularizacion,42,15,gender_Male,5,0.5570801759553355,True,0.023508701473474503,5000,ok,gender_male,,False,
customer_churn,l1_logistic,regularizacion,42,15,contract_length_Annual,14,0.0,True,0.023508701473474503,5000,ok,contract_length_annual,,False,
customer_churn,l1_logistic,regularizacion,42,1,contract_length_Monthly,1,6.552364412783528,True,0.023508701473474503,5000,ok,contract_length_monthly,,False,
customer_churn,l1_logistic,regularizacion,42,4,contract_length_Monthly,1,6.552364412783528,True,0.023508701473474503,5000,ok,contract_length_monthly,,False,
customer_churn,l1_logistic,regularizacion,42,5,contract_length_Monthly,1,6.552364412783528,True,0.023508701473474503,5000,ok,contract_length_monthly,,False,
customer_churn,l1_logistic,regularizacion,42,10,contract_length_Monthly,1,6.552364412783528,True,0.023508701473474503,5000,ok,contract_length_monthly,,False,
customer_churn,l1_logistic,regularizacion,42,15,contract_length_Monthly,1,6.552364412783528,True,0.023508701473474503,5000,ok,contract_length_monthly,,False,
customer_churn,l1_logistic,regularizacion,42,15,contract_length_Quarterly,15,0.0,True,0.023508701473474503,5000,ok,contract_length_quarterly,,False,
customer_churn,random_forest,embedded,42,4,age,3,0.12591116782238138,True,0.8118288777768612,5000,ok,age,,False,
customer_churn,random_forest,embedded,42,5,age,3,0.12591116782238138,True,0.8118288777768612,5000,ok,age,,False,
customer_churn,random_forest,embedded,42,10,age,3,0.12591116782238138,True,0.8118288777768612,5000,ok,age,,False,
customer_churn,random_forest,embedded,42,15,age,3,0.12591116782238138,True,0.8118288777768612,5000,ok,age,,False,
customer_churn,random_forest,embedded,42,15,tenure,11,0.012250571613228286,True,0.8118288777768612,5000,ok,tenure,,False,
customer_churn,random_forest,embedded,42,15,usage_frequency,12,0.010129439958620371,True,0.8118288777768612,5000,ok,usage_frequency,,False,
customer_churn,random_forest,embedded,42,1,support_calls,1,0.2880677490820594,True,0.8118288777768612,5000,ok,support_calls,,False,
customer_churn,random_forest,embedded,42,4,support_calls,1,0.2880677490820594,True,0.8118288777768612,5000,ok,support_calls,,False,
customer_churn,random_forest,embedded,42,5,support_calls,1,0.2880677490820594,True,0.8118288777768612,5000,ok,support_calls,,False,
customer_churn,random_forest,embedded,42,10,support_calls,1,0.2880677490820594,True,0.8118288777768612,5000,ok,support_calls,,False,
customer_churn,random_forest,embedded,42,15,support_calls,1,0.2880677490820594,True,0.8118288777768612,5000,ok,support_calls,,False,
customer_churn,random_forest,embedded,42,4,payment_delay,4,0.12207115179835067,True,0.8118288777768612,5000,ok,payment_delay,,False,
customer_churn,random_forest,embedded,42,5,payment_delay,4,0.12207115179835067,True,0.8118288777768612,5000,ok,payment_delay,,False,
customer_churn,random_forest,embedded,42,10,payment_delay,4,0.12207115179835067,True,0.8118288777768612,5000,ok,payment_delay,,False,
customer_churn,random_forest,embedded,42,15,payment_delay,4,0.12207115179835067,True,0.8118288777768612,5000,ok,payment_delay,,False,
customer_churn,random_forest,embedded,42,4,total_spend,2,0.21327323129259002,True,0.8118288777768612,5000,ok,total_spend,,False,
customer_churn,random_forest,embedded,42,5,total_spend,2,0.21327323129259002,True,0.8118288777768612,5000,ok,total_spend,,False,
customer_churn,random_forest,embedded,42,10,total_spend,2,0.21327323129259002,True,0.8118288777768612,5000,ok,total_spend,,False,
customer_churn,random_forest,embedded,42,15,total_spend,2,0.21327323129259002,True,0.8118288777768612,5000,ok,total_spend,,False,
customer_churn,random_forest,embedded,42,10,last_interaction,6,0.04708138561231598,True,0.8118288777768612,5000,ok,last_interaction,,False,
customer_churn,random_forest,embedded,42,15,last_interaction,6,0.04708138561231598,True,0.8118288777768612,5000,ok,last_interaction,,False,
customer_churn,random_forest,embedded,42,10,gender_Female,9,0.01661459663613809,True,0.8118288777768612,5000,ok,gender_female,,False,
customer_churn,random_forest,embedded,42,15,gender_Female,9,0.01661459663613809,True,0.8118288777768612,5000,ok,gender_female,,False,
customer_churn,random_forest,embedded,42,10,gender_Male,10,0.016045952743743187,True,0.8118288777768612,5000,ok,gender_male,,False,
