feature,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave_points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave_points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave_points_worst,symmetry_worst,fractal_dimension_worst
radius_se,0.3667416137234094,0.13580462295719675,0.3670968872157203,0.3476096974255356,0.044985163793031635,0.12530581345874992,0.26821591455778937,0.32048540326418284,0.09872741687704645,0.0,0.0,0.011493053701226108,1.4978787724525748,1.3736296423791268,0.06748804376910722,0.11346724864127156,0.18109025709727167,0.2236134042389204,0.03970325084812387,0.10992699310651366,0.4184007481304777,0.1335021569551722,0.41407261390792893,0.4055812911693941,0.02688256592519367,0.05304708308961259,0.14607280292900793,0.28488454724525814,0.06523975533757254,0.0
texture_se,0.01050647435342511,0.07313815673336155,0.0,0.03783100490507296,0.0,0.0,0.0,0.010632667284178332,0.0,0.0,0.011493053701226108,0.0,0.017727065398126962,0.0,0.10893628326318017,0.12254020304638291,0.06960959647424425,0.05367996965937438,0.08583128045027455,0.0443991690791008,0.026918422078243465,0.26450909547988344,7.840278479331886e-05,0.05112525384135935,0.00910409508396004,0.0,0.0,0.0,0.08134468373714587,0.016447304273909946
perimeter_se,0.3859212020741598,0.09442184997259262,0.3730045687631447,0.40760804135309114,0.012156009464081574,0.24461510528428487,0.2905416825509506,0.4445679315842732,0.08369263501872926,0.001776660712368594,1.4978787724525748,0.017727065398126962,0.0,1.0645235703735967,0.06410107063849613,0.18710222441788482,0.22217902515850763,0.2900433752504481,0.05310746670806732,0.13529516457445334,0.428023661729626,0.11768811275870594,0.41798257571861175,0.40214101688146386,0.07656041152611559,0.12563966151012118,0.2275440871229859,0.2776385117907294,0.029819740593054922,0.0
area_se,0.5917742458581512,0.18840348860211664,0.5541515513122981,0.5984307761679988,0.07019664461945996,0.17887103005615668,0.30498905864753967,0.40939913608841816,0.0,0.0025057504980137146,1.3736296423791268,0.0,1.0645235703735967,0.0,0.045342888551065386,0.05221052989868147,0.1844098331469879,0.17703273372402317,0.006336402362738136,0.0759359082067006,0.6978199190901802,0.09513260911448329,0.615018830146,0.6891782295183653,0.040353143256519175,0.20048165958876063,0.20347205139300795,0.327776738107304,0.08438719739346201,0.017705416261320606
smoothness_se,0.12071279098607568,0.0,0.14421140535137988,0.12022109206249909,0.047853933610592536,0.01072811536035645,0.0,0.0,0.011782970945700022,0.06286999611803812,0.06748804376910722,0.10893628326318017,0.06410107063849613,0.045342888551065386,0.0,0.05842256655011546,0.06398551655963325,0.11465194377344545,0.06136987980417086,0.1839409404954515,0.1861234259973612,0.07992864093031327,0.12276534474662304,0.1984118432114257,0.040783122138513095,0.0,0.020551933508514253,0.0,0.0,0.05665753660387485
compactness_se,0.03414060928660012,0.033748015429107436,0.040308868214884,0.03511899381741812,0.0861628231894207,0.5555076664495071,0.41004203170459497,0.2156333596233444,0.14246799486101502,0.15584901611145274,0.11346724864127156,0.12254020304638291,0.18710222441788482,0.05221052989868147,0.05842256655011546,0.0,0.7399671788807591,0.4752611273522118,0.04358819573251371,0.528903234506992,0.05060867107517275,0.012964729145626297,0.08636152807216124,0.03234887798982755,0.08726575355615385,0.5115764580116413,0.38945326506103517,0.1767387648733103,0.08549377320589446,0.23080229444985645
concavity_se,0.15719036043974444,0.027566610999219643,0.14897369360352197,0.18249523895638187,0.12935385063888205,0.48123719470683546,0.9319428226365143,0.5309482679737263,0.02646483861281479,0.017885504075831005,0.18109025709727167,0.06960959647424425,0.22217902515850763,0.1844098331469879,0.06398551655963325,0.7399671788807591,0.0,0.6062117285356725,0.0790214901835713,0.37555287878873655,0.18767140486040423,0.044684671070688076,0.2689077087539473,0.18899681343189156,0.08171039402782565,0.34847599881780544,0.7343405430034726,0.42266605280441594,0.06450327429437586,0.18394232796102905
concave_points_se,0.17770505793018865,0.05560546792113219,0.24249413045792,0.17449850607000883,0.11766521955355635,0.41649609637784235,0.5540556762243305,0.6615202375734863,0.09705333853975495,0.10617230640449393,0.2236134042389204,0.05367996965937438,0.2900433752504481,0.17703273372402317,0.11465194377344545,0.4752611273522118,0.6062117285356725,0.0,0.11141553519758629,0.2518239212076452,0.1718784879736701,0.01574885172662488,0.21339387517293606,0.1584320271893298,0.09242548311009036,0.24110487180014273,0.31081683960420303,0.5325166451604777,8.348791355827778e-05,0.06914416341136231
symmetry_se,0.1277140747641381,0.0,0.079841370613706,0.12891817302538744,0.0,0.060850350144902476,0.0,0.0,0.06633557663827383,0.08277491944888093,0.03970325084812387,0.08583128045027455,0.05310746670806732,0.006336402362738136,0.06136987980417086,0.04358819573251371,0.0790214901835713,0.11141553519758629,0.0,0.09442291905664835,0.10665610420542992,0.0,0.106936591249565,0.09149480076155059,0.021945351628506415,0.009878628893571939,0.0,0.010121072111389573,0.05308771284841862,0.0
fractal_dimension_se,0.010654269354081647,0.0,0.00780268961706132,0.01677756096060845,0.08819768838886088,0.24837525790606807,0.16939573301139244,0.08267752405609285,0.07233812033221909,0.3578286842192677,0.10992699310651366,0.0443991690791008,0.13529516457445334,0.0759359082067006,0.1839409404954515,0.528903234506992,0.37555287878873655,0.2518239212076452,0.09442291905664835,0.0,0.030271303333033517,0.0,0.0,0.06722359882859719,0.08580219592796867,0.12646224803555484,0.14937322738460712,0.06184902533760517,0.032565097292701184,0.3837669625070024
radius_worst,1.7586032550983728,0.09773722092890247,1.7593607240772438,1.755645512747018,0.10556998425003772,0.20523252903667522,0.3451625789235986,0.524034005019107,0.05741541441421716,0.1410859850661499,0.4184007481304777,0.026918422078243465,0.428023661729626,0.6978199190901802,0.1861234259973612,0.05060867107517275,0.18767140486040423,0.1718784879736701,0.10665610420542992,0.030271303333033517,0.0,0.16119153217549576,2.3937660906420244,3.4131627555221895,0.08010586088974314,0.2020519216459682,0.32008193123916584,0.4830673869408679,0.09952211829392676,0.02308033273471599
texture_worst,0.09324402648741148,0.8885257517919809,0.09978285364636652,0.10348033421635172,0.0,0.049084760603237854,0.11740118860595383,0.05855034912781365,0.10015890915394676,0.06289438098069722,0.1335021569551722,0.26450909547988344,0.11768811275870594,0.09513260911448329,0.07992864093031327,0.012964729145626297,0.044684671070688076,0.01574885172662488,0.0,0.0,0.16119153217549576,0.0,0.08727197596623215,0.16499805155069813,0.029645323219533504,0.03549412317817269,0.15418501621769853,0.11722190549902511,0.0033286766861355677,0.0031532573364216887
perimeter_worst,1.5824501452515385,0.09067916053045044,1.7206555608598133,1.5743597918439263,0.07787177145875557,0.24668961109205378,0.46554364376658675,0.6645818282418112,0.10934579776783537,0.1612324060034236,0.41407261390792893,7.840278479331886e-05,0.41798257571861175,0.615018830146,0.12276534474662304,0.08636152807216124,0.2689077087539473,0.21339387517293606,0.106936591249565,0.0,2.3937660906420244,0.08727197596623215,0.0,2.2409081278448246,0.05740896292012021,0.27771324665165786,0.3948154193505029,0.5628158735830493,0.05595063652883936,0.07580266722448048
area_worst,1.7619019405877507,0.09645966101528924,1.7603067633081555,1.8102771888895444,0.0715183481277577,0.20143130692493139,0.3603315176241142,0.4890435507709634,0.08226774288304073,0.14805180310896437,0.4055812911693941,0.05112525384135935,0.40214101688146386,0.6891782295183653,0.1984118432114257,0.03234887798982755,0.18899681343189156,0.1584320271893298,0.09149480076155059,0.06722359882859719,3.4131627555221895,0.16499805155069813,2.2409081278448246,0.0,0.053607038018935294,0.24010000497917616,0.33945578386379793,0.4802859607299186,0.08728537679951809,0.05475519054170275
smoothness_worst,0.08278393181298838,0.01724224461290569,0.03348835048316534,0.07202706824427763,0.5976308784324904,0.28802667805313353,0.12419612808295111,0.12341898401404272,0.08719551161622863,0.14311917564778698,0.02688256592519367,0.00910409508396004,0.07656041152611559,0.040353143256519175,0.040783122138513095,0.08726575355615385,0.08171039402782565,0.09242548311009036,0.021945351628506415,0.08580219592796867,0.08010586088974314,0.029645323219533504,0.05740896292012021,0.053607038018935294,0.0,0.22815770253055212,0.1653512830073105,0.18557669740149252,0.20920439376102173,0.22750543095243336
compactness_worst,0.18468317430779901,0.03985552016021687,0.1990644844147007,0.2103428128273206,0.20081563397815216,0.9030944244008732,0.6559261572406874,0.46986823214360407,0.1296025009745696,0.09059542780663565,0.05304708308961259,0.0,0.12563966151012118,0.20048165958876063,0.0,0.5115764580116413,0.34847599881780544,0.24110487180014273,0.009878628893571939,0.12646224803555484,0.2020519216459682,0.03549412317817269,0.27771324665165786,0.24010000497917616,0.22815770253055212,0.0,0.9568409938754749,0.6464407535836167,0.17011990187313808,0.4181807404269733
concavity_worst,0.24965133699034325,0.10585656520644027,0.24104070536807032,0.23971863643061853,0.11168992285871981,0.6762781609445052,1.1585133809980286,0.731332951451422,0.055703306624314,0.068269835084932,0.14607280292900793,0.0,0.2275440871229859,0.20347205139300795,0.020551933508514253,0.38945326506103517,0.7343405430034726,0.31081683960420303,0.0,0.14937322738460712,0.32008193123916584,0.15418501621769853,0.3948154193505029,0.33945578386379793,0.1653512830073105,0.9568409938754749,0.0,0.9606105400412792,0.1525979498842851,0.29300565413885993
concave_points_worst,0.4422695008282518,0.06975918546183024,0.48706559549292816,0.41331157985023714,0.17406304727316368,0.643496040694318,0.8873230011898277,1.210463566949124,0.10122018631233831,0.0,0.28488454724525814,0.0,0.2776385117907294,0.327776738107304,0.0,0.1767387648733103,0.42266605280441594,0.5325166451604777,0.010121072111389573,0.06184902533760517,0.4830673869408679,0.11722190549902511,0.5628158735830493,0.4802859607299186,0.18557669740149252,0.6464407535836167,0.9606105400412792,0.0,0.06153175227355523,0.10407328318797182
symmetry_worst,0.01625499332383873,0.0,0.052994548463553226,0.000718915966869238,0.010366726239732005,0.15471831937833191,0.09856503879203427,0.09181703825553944,0.3851910452292375,0.02911982607076058,0.06523975533757254,0.08134468373714587,0.029819740593054922,0.08438719739346201,0.0,0.08549377320589446,0.06450327429437586,8.348791355827778e-05,0.05308771284841862,0.032565097292701184,0.09952211829392676,0.0033286766861355677,0.05595063652883936,0.08728537679951809,0.20920439376102173,0.17011990187313808,0.1525979498842851,0.06153175227355523,0.0,0.18693336290940143
fractal_dimension_worst,0.0,0.0,0.014297437734298146,0.0,0.19434242854984674,0.3095628411632543,0.19588938122482857,0.15389215332768869,0.0953119786886083,0.46266960544693947,0.0,0.016447304273909946,0.0,0.017705416261320606,0.05665753660387485,0.23080229444985645,0.18394232796102905,0.06914416341136231,0.0,0.3837669625070024,0.02308033273471599,0.0031532573364216887,0.07580266722448048,0.05475519054170275,0.22750543095243336,0.4181807404269733,0.29300565413885993,0.10407328318797182,0.18693336290940143,0.0
