dataset,method,k,feature,selection_frequency,n_seeds
breast_cancer_wisconsin,l1_logistic,10,texture_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,15,area_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,15,compactness_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,15,concave_points_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,15,concave_points_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,15,concavity_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,15,fractal_dimension_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,15,perimeter_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,15,radius_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,15,radius_se,1.0,3
breast_cancer_wisconsin,l1_logistic,15,radius_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,15,smoothness_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,15,smoothness_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,15,symmetry_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,15,texture_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,15,texture_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,20,area_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,area_se,1.0,3
breast_cancer_wisconsin,l1_logistic,20,compactness_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,compactness_se,1.0,3
breast_cancer_wisconsin,l1_logistic,20,concave_points_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,concave_points_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,20,concavity_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,concavity_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,20,fractal_dimension_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,perimeter_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,perimeter_se,1.0,3
breast_cancer_wisconsin,l1_logistic,20,radius_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,radius_se,1.0,3
breast_cancer_wisconsin,l1_logistic,20,radius_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,20,smoothness_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,smoothness_se,1.0,3
breast_cancer_wisconsin,l1_logistic,20,smoothness_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,20,symmetry_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,texture_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,20,texture_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,area_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,area_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,area_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,compactness_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,compactness_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,compactness_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,concave_points_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,concave_points_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,concave_points_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,concavity_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,concavity_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,concavity_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,fractal_dimension_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,fractal_dimension_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,perimeter_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,perimeter_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,perimeter_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,radius_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,radius_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,radius_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,smoothness_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,smoothness_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,smoothness_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,symmetry_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,symmetry_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,symmetry_worst,1.0,3
breast_cancer_wisconsin,l1_logistic,30,texture_mean,1.0,3
breast_cancer_wisconsin,l1_logistic,30,texture_se,1.0,3
breast_cancer_wisconsin,l1_logistic,30,texture_worst,1.0,3
breast_cancer_wisconsin,linear_svm,3,area_worst,1.0,3
breast_cancer_wisconsin,linear_svm,3,radius_worst,1.0,3
breast_cancer_wisconsin,linear_svm,3,texture_worst,1.0,3
breast_cancer_wisconsin,linear_svm,5,area_worst,1.0,3
breast_cancer_wisconsin,linear_svm,5,concavity_mean,1.0,3
breast_cancer_wisconsin,linear_svm,5,concavity_worst,1.0,3
breast_cancer_wisconsin,linear_svm,5,radius_worst,1.0,3
breast_cancer_wisconsin,linear_svm,5,texture_worst,1.0,3
breast_cancer_wisconsin,linear_svm,10,area_se,1.0,3
breast_cancer_wisconsin,linear_svm,10,area_worst,1.0,3
breast_cancer_wisconsin,linear_svm,10,concave_points_mean,1.0,3
breast_cancer_wisconsin,linear_svm,10,concave_points_worst,1.0,3
breast_cancer_wisconsin,linear_svm,10,concavity_mean,1.0,3
breast_cancer_wisconsin,linear_svm,10,concavity_worst,1.0,3
breast_cancer_wisconsin,linear_svm,10,perimeter_worst,1.0,3
breast_cancer_wisconsin,linear_svm,10,radius_se,1.0,3
breast_cancer_wisconsin,linear_svm,10,radius_worst,1.0,3
breast_cancer_wisconsin,linear_svm,10,texture_worst,1.0,3
breast_cancer_wisconsin,linear_svm,15,area_mean,1.0,3
breast_cancer_wisconsin,linear_svm,15,area_se,1.0,3
breast_cancer_wisconsin,linear_svm,15,area_worst,1.0,3
breast_cancer_wisconsin,linear_svm,15,concave_points_mean,1.0,3
breast_cancer_wisconsin,linear_svm,15,concave_points_worst,1.0,3
breast_cancer_wisconsin,linear_svm,15,concavity_mean,1.0,3
breast_cancer_wisconsin,linear_svm,15,concavity_worst,1.0,3
breast_cancer_wisconsin,linear_svm,15,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,linear_svm,15,perimeter_worst,1.0,3
breast_cancer_wisconsin,linear_svm,15,radius_mean,1.0,3
breast_cancer_wisconsin,linear_svm,15,radius_se,1.0,3
breast_cancer_wisconsin,linear_svm,15,radius_worst,1.0,3
breast_cancer_wisconsin,linear_svm,15,smoothness_worst,1.0,3
breast_cancer_wisconsin,linear_svm,15,symmetry_worst,1.0,3
breast_cancer_wisconsin,linear_svm,15,texture_worst,1.0,3
breast_cancer_wisconsin,linear_svm,20,area_mean,1.0,3
breast_cancer_wisconsin,linear_svm,20,area_se,1.0,3
breast_cancer_wisconsin,linear_svm,20,area_worst,1.0,3
breast_cancer_wisconsin,linear_svm,20,compactness_se,1.0,3
breast_cancer_wisconsin,linear_svm,20,concave_points_mean,1.0,3
breast_cancer_wisconsin,linear_svm,20,concave_points_se,1.0,3
breast_cancer_wisconsin,linear_svm,20,concave_points_worst,1.0,3
breast_cancer_wisconsin,linear_svm,20,concavity_mean,1.0,3
breast_cancer_wisconsin,linear_svm,20,concavity_worst,1.0,3
breast_cancer_wisconsin,linear_svm,20,fractal_dimension_mean,1.0,3
breast_cancer_wisconsin,linear_svm,20,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,linear_svm,20,perimeter_mean,1.0,3
breast_cancer_wisconsin,linear_svm,20,perimeter_worst,1.0,3
breast_cancer_wisconsin,linear_svm,20,radius_mean,1.0,3
breast_cancer_wisconsin,linear_svm,20,radius_se,1.0,3
breast_cancer_wisconsin,linear_svm,20,radius_worst,1.0,3
breast_cancer_wisconsin,linear_svm,20,smoothness_se,1.0,3
breast_cancer_wisconsin,linear_svm,20,smoothness_worst,1.0,3
breast_cancer_wisconsin,linear_svm,20,symmetry_worst,1.0,3
breast_cancer_wisconsin,linear_svm,20,texture_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,area_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,area_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,area_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,compactness_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,compactness_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,compactness_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,concave_points_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,concave_points_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,concave_points_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,concavity_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,concavity_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,concavity_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,fractal_dimension_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,fractal_dimension_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,perimeter_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,perimeter_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,perimeter_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,radius_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,radius_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,radius_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,smoothness_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,smoothness_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,smoothness_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,symmetry_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,symmetry_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,symmetry_worst,1.0,3
breast_cancer_wisconsin,linear_svm,30,texture_mean,1.0,3
breast_cancer_wisconsin,linear_svm,30,texture_se,1.0,3
breast_cancer_wisconsin,linear_svm,30,texture_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,3,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,3,perimeter_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,3,radius_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,5,area_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,5,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,5,perimeter_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,5,radius_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,5,symmetry_worst,0.6666666666666666,3
breast_cancer_wisconsin,mrmr_approx,5,texture_worst,0.3333333333333333,3
breast_cancer_wisconsin,mrmr_approx,10,area_se,0.6666666666666666,3
breast_cancer_wisconsin,mrmr_approx,10,area_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,10,concave_points_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,10,concave_points_worst,0.6666666666666666,3
breast_cancer_wisconsin,mrmr_approx,10,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,10,perimeter_mean,0.3333333333333333,3
breast_cancer_wisconsin,mrmr_approx,10,perimeter_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,10,radius_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,10,smoothness_se,0.3333333333333333,3
breast_cancer_wisconsin,mrmr_approx,10,smoothness_worst,0.3333333333333333,3
breast_cancer_wisconsin,mrmr_approx,10,symmetry_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,10,texture_se,0.6666666666666666,3
breast_cancer_wisconsin,mrmr_approx,10,texture_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,area_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,area_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,concave_points_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,concave_points_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,concavity_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,concavity_worst,0.6666666666666666,3
breast_cancer_wisconsin,mrmr_approx,15,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,perimeter_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,perimeter_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,radius_mean,0.3333333333333333,3
breast_cancer_wisconsin,mrmr_approx,15,radius_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,smoothness_se,0.6666666666666666,3
breast_cancer_wisconsin,mrmr_approx,15,smoothness_worst,0.3333333333333333,3
breast_cancer_wisconsin,mrmr_approx,15,symmetry_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,symmetry_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,texture_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,15,texture_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,area_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,area_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,area_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,concave_points_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,concave_points_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,concavity_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,concavity_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,fractal_dimension_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,perimeter_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,perimeter_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,radius_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,radius_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,radius_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,smoothness_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,smoothness_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,symmetry_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,symmetry_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,texture_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,20,texture_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,area_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,area_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,area_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,compactness_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,compactness_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,compactness_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,concave_points_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,concave_points_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,concave_points_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,concavity_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,concavity_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,concavity_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,fractal_dimension_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,fractal_dimension_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,fractal_dimension_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,perimeter_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,perimeter_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,perimeter_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,radius_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,radius_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,radius_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,smoothness_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,smoothness_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,smoothness_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,symmetry_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,symmetry_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,symmetry_worst,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,texture_mean,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,texture_se,1.0,3
breast_cancer_wisconsin,mrmr_approx,30,texture_worst,1.0,3
breast_cancer_wisconsin,mutual_info,3,area_worst,1.0,3
breast_cancer_wisconsin,mutual_info,3,perimeter_worst,1.0,3
breast_cancer_wisconsin,mutual_info,3,radius_worst,1.0,3
breast_cancer_wisconsin,mutual_info,5,area_worst,1.0,3
breast_cancer_wisconsin,mutual_info,5,concave_points_mean,1.0,3
breast_cancer_wisconsin,mutual_info,5,concave_points_worst,1.0,3
breast_cancer_wisconsin,mutual_info,5,perimeter_worst,1.0,3
breast_cancer_wisconsin,mutual_info,5,radius_worst,1.0,3
breast_cancer_wisconsin,mutual_info,10,area_mean,1.0,3
breast_cancer_wisconsin,mutual_info,10,area_worst,1.0,3
breast_cancer_wisconsin,mutual_info,10,concave_points_mean,1.0,3
breast_cancer_wisconsin,mutual_info,10,concave_points_worst,1.0,3
breast_cancer_wisconsin,mutual_info,10,concavity_mean,1.0,3
breast_cancer_wisconsin,mutual_info,10,concavity_worst,1.0,3
breast_cancer_wisconsin,mutual_info,10,perimeter_mean,1.0,3
breast_cancer_wisconsin,mutual_info,10,perimeter_worst,1.0,3
breast_cancer_wisconsin,mutual_info,10,radius_mean,1.0,3
breast_cancer_wisconsin,mutual_info,10,radius_worst,1.0,3
breast_cancer_wisconsin,mutual_info,15,area_mean,1.0,3
breast_cancer_wisconsin,mutual_info,15,area_se,1.0,3
breast_cancer_wisconsin,mutual_info,15,area_worst,1.0,3
breast_cancer_wisconsin,mutual_info,15,compactness_mean,1.0,3
breast_cancer_wisconsin,mutual_info,15,compactness_worst,1.0,3
breast_cancer_wisconsin,mutual_info,15,concave_points_mean,1.0,3
breast_cancer_wisconsin,mutual_info,15,concave_points_worst,1.0,3
breast_cancer_wisconsin,mutual_info,15,concavity_mean,1.0,3
breast_cancer_wisconsin,mutual_info,15,concavity_worst,1.0,3
breast_cancer_wisconsin,mutual_info,15,perimeter_mean,1.0,3
breast_cancer_wisconsin,mutual_info,15,perimeter_se,1.0,3
breast_cancer_wisconsin,mutual_info,15,perimeter_worst,1.0,3
breast_cancer_wisconsin,mutual_info,15,radius_mean,1.0,3
breast_cancer_wisconsin,mutual_info,15,radius_se,1.0,3
breast_cancer_wisconsin,mutual_info,15,radius_worst,1.0,3
breast_cancer_wisconsin,mutual_info,20,area_mean,1.0,3
breast_cancer_wisconsin,mutual_info,20,area_se,1.0,3
breast_cancer_wisconsin,mutual_info,20,area_worst,1.0,3
breast_cancer_wisconsin,mutual_info,20,compactness_mean,1.0,3
breast_cancer_wisconsin,mutual_info,20,compactness_se,0.6666666666666666,3
breast_cancer_wisconsin,mutual_info,20,compactness_worst,1.0,3
breast_cancer_wisconsin,mutual_info,20,concave_points_mean,1.0,3
breast_cancer_wisconsin,mutual_info,20,concave_points_se,1.0,3
breast_cancer_wisconsin,mutual_info,20,concave_points_worst,1.0,3
breast_cancer_wisconsin,mutual_info,20,concavity_mean,1.0,3
breast_cancer_wisconsin,mutual_info,20,concavity_se,1.0,3
breast_cancer_wisconsin,mutual_info,20,concavity_worst,1.0,3
breast_cancer_wisconsin,mutual_info,20,perimeter_mean,1.0,3
breast_cancer_wisconsin,mutual_info,20,perimeter_se,1.0,3
breast_cancer_wisconsin,mutual_info,20,perimeter_worst,1.0,3
breast_cancer_wisconsin,mutual_info,20,radius_mean,1.0,3
breast_cancer_wisconsin,mutual_info,20,radius_se,1.0,3
breast_cancer_wisconsin,mutual_info,20,radius_worst,1.0,3
breast_cancer_wisconsin,mutual_info,20,smoothness_worst,1.0,3
breast_cancer_wisconsin,mutual_info,20,symmetry_worst,0.3333333333333333,3
breast_cancer_wisconsin,mutual_info,20,texture_worst,1.0,3
breast_cancer_wisconsin,mutual_info,30,area_mean,1.0,3
breast_cancer_wisconsin,mutual_info,30,area_se,1.0,3
breast_cancer_wisconsin,mutual_info,30,area_worst,1.0,3
breast_cancer_wisconsin,mutual_info,30,compactness_mean,1.0,3
breast_cancer_wisconsin,mutual_info,30,compactness_se,1.0,3
breast_cancer_wisconsin,mutual_info,30,compactness_worst,1.0,3
breast_cancer_wisconsin,mutual_info,30,concave_points_mean,1.0,3
breast_cancer_wisconsin,mutual_info,30,concave_points_se,1.0,3
breast_cancer_wisconsin,mutual_info,30,concave_points_worst,1.0,3
breast_cancer_wisconsin,mutual_info,30,concavity_mean,1.0,3
breast_cancer_wisconsin,mutual_info,30,concavity_se,1.0,3
breast_cancer_wisconsin,mutual_info,30,concavity_worst,1.0,3
