dataset,variable,valores_unicos,ratio_valores_unicos,frecuencia_moda,constante,baja_cardinalidad_relativa,moda_dominante_98
breast_cancer_wisconsin,concave_points_worst,492,0.8646748681898067,0.022847100175746926,False,False,False
breast_cancer_wisconsin,symmetry_worst,500,0.8787346221441125,0.005272407732864675,False,False,False
breast_cancer_wisconsin,fractal_dimension_worst,535,0.9402460456942003,0.005272407732864675,False,False,False
customer_churn,CustomerID,440832,1.0,2.268437862950058e-06,False,False,False
customer_churn,Age,48,0.00010888501742160279,0.030685158972125436,False,True,False
customer_churn,Gender,2,4.536875725900116e-06,0.567681112078978,False,True,False
customer_churn,Tenure,60,0.00013610627177700348,0.017757331591173056,False,True,False
customer_churn,Usage Frequency,30,6.805313588850174e-05,0.03473205211962834,False,True,False
customer_churn,Support Calls,11,2.495281649245064e-05,0.1585070956736353,False,True,False
customer_churn,Payment Delay,31,7.03215737514518e-05,0.039012594367015097,False,True,False
customer_churn,Subscription Type,3,6.805313588850174e-06,0.3382876016260163,False,True,False
customer_churn,Contract Length,3,6.805313588850174e-06,0.4019626524390244,False,True,False
customer_churn,Total Spend,68363,0.15507721762485482,0.0006102097851335656,False,False,False
customer_churn,Last Interaction,30,6.805313588850174e-05,0.03836835801393728,False,True,False
madelon,feat_0,40,0.02,0.069,False,False,False
madelon,feat_1,170,0.085,0.02,False,False,False
madelon,feat_2,208,0.104,0.013,False,False,False
madelon,feat_3,60,0.03,0.0465,False,False,False
madelon,feat_4,222,0.111,0.013,False,False,False
madelon,feat_5,44,0.022,0.065,False,False,False
madelon,feat_6,213,0.1065,0.0135,False,False,False
madelon,feat_7,11,0.0055,0.2835,False,True,False
madelon,feat_8,92,0.046,0.034,False,False,False
madelon,feat_9,47,0.0235,0.055,False,False,False
madelon,feat_10,196,0.098,0.017,False,False,False
madelon,feat_11,160,0.08,0.022,False,False,False
madelon,feat_12,183,0.0915,0.014,False,False,False
madelon,feat_13,227,0.1135,0.016,False,False,False
madelon,feat_14,76,0.038,0.0355,False,False,False
madelon,feat_15,130,0.065,0.0225,False,False,False
madelon,feat_16,80,0.04,0.0335,False,False,False
madelon,feat_17,169,0.0845,0.0185,False,False,False
madelon,feat_18,130,0.065,0.022,False,False,False
madelon,feat_19,64,0.032,0.043,False,False,False
madelon,feat_20,81,0.0405,0.038,False,False,False
madelon,feat_21,126,0.063,0.0225,False,False,False
madelon,feat_22,44,0.022,0.0645,False,False,False
madelon,feat_23,63,0.0315,0.0435,False,False,False
madelon,feat_24,227,0.1135,0.013,False,False,False
madelon,feat_25,157,0.0785,0.019,False,False,False
madelon,feat_26,125,0.0625,0.0235,False,False,False
madelon,feat_27,75,0.0375,0.04,False,False,False
madelon,feat_28,75,0.0375,0.037,False,False,False
madelon,feat_29,133,0.0665,0.029,False,False,False
madelon,feat_30,52,0.026,0.0595,False,False,False
madelon,feat_31,194,0.097,0.0155,False,False,False
madelon,feat_32,194,0.097,0.015,False,False,False
madelon,feat_33,211,0.1055,0.015,False,False,False
madelon,feat_34,141,0.0705,0.0215,False,False,False
madelon,feat_35,219,0.1095,0.015,False,False,False
madelon,feat_36,72,0.036,0.0385,False,False,False
madelon,feat_37,136,0.068,0.0235,False,False,False
madelon,feat_38,32,0.016,0.1,False,False,False
madelon,feat_39,12,0.006,0.255,False,True,False
madelon,feat_40,24,0.012,0.1195,False,False,False
madelon,feat_41,209,0.1045,0.016,False,False,False
madelon,feat_42,130,0.065,0.0235,False,False,False
madelon,feat_43,97,0.0485,0.0315,False,False,False
madelon,feat_44,160,0.08,0.0185,False,False,False
madelon,feat_45,137,0.0685,0.022,False,False,False
madelon,feat_46,196,0.098,0.016,False,False,False
madelon,feat_47,183,0.0915,0.017,False,False,False
madelon,feat_48,200,0.1,0.013,False,False,False
madelon,feat_49,146,0.073,0.0215,False,False,False
madelon,feat_50,229,0.1145,0.014,False,False,False
madelon,feat_51,197,0.0985,0.0155,False,False,False
madelon,feat_52,124,0.062,0.0215,False,False,False
madelon,feat_53,34,0.017,0.089,False,False,False
madelon,feat_54,160,0.08,0.0205,False,False,False
madelon,feat_55,122,0.061,0.0225,False,False,False
madelon,feat_56,218,0.109,0.0155,False,False,False
madelon,feat_57,186,0.093,0.018,False,False,False
madelon,feat_58,217,0.1085,0.0155,False,False,False
madelon,feat_59,122,0.061,0.024,False,False,False
madelon,feat_60,112,0.056,0.0265,False,False,False
madelon,feat_61,43,0.0215,0.066,False,False,False
madelon,feat_62,205,0.1025,0.017,False,False,False
madelon,feat_63,44,0.022,0.0725,False,False,False
madelon,feat_64,402,0.201,0.008,False,False,False
madelon,feat_65,197,0.0985,0.0175,False,False,False
madelon,feat_66,199,0.0995,0.016,False,False,False
madelon,feat_67,128,0.064,0.027,False,False,False
madelon,feat_68,34,0.017,0.0735,False,False,False
madelon,feat_69,45,0.0225,0.068,False,False,False
madelon,feat_70,224,0.112,0.0135,False,False,False
madelon,feat_71,89,0.0445,0.034,False,False,False
madelon,feat_72,134,0.067,0.023,False,False,False
madelon,feat_73,201,0.1005,0.015,False,False,False
madelon,feat_74,48,0.024,0.065,False,False,False
madelon,feat_75,219,0.1095,0.016,False,False,False
madelon,feat_76,62,0.031,0.0465,False,False,False
madelon,feat_77,142,0.071,0.0225,False,False,False
madelon,feat_78,207,0.1035,0.0145,False,False,False
madelon,feat_79,115,0.0575,0.0255,False,False,False
madelon,feat_80,141,0.0705,0.0195,False,False,False
madelon,feat_81,218,0.109,0.0135,False,False,False
madelon,feat_82,167,0.0835,0.0175,False,False,False
madelon,feat_83,83,0.0415,0.0355,False,False,False
madelon,feat_84,210,0.105,0.0135,False,False,False
madelon,feat_85,173,0.0865,0.018,False,False,False
madelon,feat_86,35,0.0175,0.085,False,False,False
madelon,feat_87,119,0.0595,0.024,False,False,False
madelon,feat_88,44,0.022,0.074,False,False,False
madelon,feat_89,226,0.113,0.015,False,False,False
madelon,feat_90,5,0.0025,0.6605,False,True,False
madelon,feat_91,186,0.093,0.016,False,False,False
madelon,feat_92,125,0.0625,0.027,False,False,False
madelon,feat_93,113,0.0565,0.026,False,False,False
madelon,feat_94,51,0.0255,0.059,False,False,False
madelon,feat_95,180,0.09,0.017,False,False,False
madelon,feat_96,25,0.0125,0.1105,False,False,False
madelon,feat_97,132,0.066,0.0215,False,False,False
madelon,feat_98,112,0.056,0.0255,False,False,False
madelon,feat_99,191,0.0955,0.016,False,False,False
madelon,feat_100,58,0.029,0.0495,False,False,False
madelon,feat_101,58,0.029,0.052,False,False,False
madelon,feat_102,45,0.0225,0.068,False,False,False
madelon,feat_103,85,0.0425,0.0355,False,False,False
madelon,feat_104,192,0.096,0.0165,False,False,False
madelon,feat_105,552,0.276,0.0055,False,False,False
madelon,feat_106,155,0.0775,0.022,False,False,False
madelon,feat_107,180,0.09,0.0185,False,False,False
madelon,feat_108,177,0.0885,0.018,False,False,False
madelon,feat_109,68,0.034,0.0455,False,False,False
madelon,feat_110,174,0.087,0.016,False,False,False
madelon,feat_111,221,0.1105,0.0135,False,False,False
madelon,feat_112,51,0.0255,0.056,False,False,False
madelon,feat_113,141,0.0705,0.0225,False,False,False
madelon,feat_114,196,0.098,0.018,False,False,False
madelon,feat_115,102,0.051,0.03,False,False,False
madelon,feat_116,118,0.059,0.0255,False,False,False
madelon,feat_117,75,0.0375,0.0355,False,False,False
madelon,feat_118,155,0.0775,0.0195,False,False,False
madelon,feat_119,133,0.0665,0.021,False,False,False
madelon,feat_120,16,0.008,0.1885,False,True,False
madelon,feat_121,137,0.0685,0.0225,False,False,False
madelon,feat_122,67,0.0335,0.043,False,False,False
madelon,feat_123,212,0.106,0.015,False,False,False
madelon,feat_124,127,0.0635,0.024,False,False,False
madelon,feat_125,185,0.0925,0.017,False,False,False
madelon,feat_126,79,0.0395,0.0395,False,False,False
madelon,feat_127,139,0.0695,0.0205,False,False,False
madelon,feat_128,70,0.035,0.0375,False,False,False
madelon,feat_129,203,0.1015,0.0145,False,False,False
madelon,feat_130,158,0.079,0.02,False,False,False
madelon,feat_131,119,0.0595,0.0265,False,False,False
madelon,feat_132,127,0.0635,0.024,False,False,False
madelon,feat_133,28,0.014,0.108,False,False,False
madelon,feat_134,143,0.0715,0.021,False,False,False
madelon,feat_135,224,0.112,0.016,False,False,False
madelon,feat_136,212,0.106,0.0135,False,False,False
madelon,feat_137,111,0.0555,0.025,False,False,False
madelon,feat_138,41,0.0205,0.063,False,False,False
madelon,feat_139,93,0.0465,0.032,False,False,False
madelon,feat_140,127,0.0635,0.022,False,False,False
madelon,feat_141,211,0.1055,0.0155,False,False,False
madelon,feat_142,70,0.035,0.0395,False,False,False
madelon,feat_143,57,0.0285,0.052,False,False,False
madelon,feat_144,109,0.0545,0.0265,False,False,False
madelon,feat_145,125,0.0625,0.023,False,False,False
madelon,feat_146,27,0.0135,0.115,False,False,False
madelon,feat_147,190,0.095,0.017,False,False,False
madelon,feat_148,34,0.017,0.0885,False,False,False
madelon,feat_149,211,0.1055,0.0145,False,False,False
madelon,feat_150,222,0.111,0.0135,False,False,False
madelon,feat_151,76,0.038,0.04,False,False,False
madelon,feat_152,68,0.034,0.042,False,False,False
madelon,feat_153,395,0.1975,0.0085,False,False,False
madelon,feat_154,10,0.005,0.289,False,True,False
madelon,feat_155,146,0.073,0.021,False,False,False
madelon,feat_156,121,0.0605,0.024,False,False,False
madelon,feat_157,132,0.066,0.024,False,False,False
madelon,feat_158,148,0.074,0.0205,False,False,False
madelon,feat_159,147,0.0735,0.02,False,False,False
madelon,feat_160,146,0.073,0.0205,False,False,False
madelon,feat_161,69,0.0345,0.044,False,False,False
madelon,feat_162,72,0.036,0.0385,False,False,False
madelon,feat_163,42,0.021,0.081,False,False,False
madelon,feat_164,215,0.1075,0.0165,False,False,False
madelon,feat_165,142,0.071,0.021,False,False,False
madelon,feat_166,11,0.0055,0.2625,False,True,False
madelon,feat_167,28,0.014,0.0995,False,False,False
madelon,feat_168,9,0.0045,0.334,False,True,False
madelon,feat_169,226,0.113,0.0135,False,False,False
madelon,feat_170,233,0.1165,0.014,False,False,False
madelon,feat_171,211,0.1055,0.0145,False,False,False
madelon,feat_172,198,0.099,0.015,False,False,False
madelon,feat_173,9,0.0045,0.3185,False,True,False
madelon,feat_174,92,0.046,0.0335,False,False,False
madelon,feat_175,214,0.107,0.0165,False,False,False
madelon,feat_176,79,0.0395,0.037,False,False,False
madelon,feat_177,47,0.0235,0.062,False,False,False
madelon,feat_178,205,0.1025,0.014,False,False,False
madelon,feat_179,211,0.1055,0.0135,False,False,False
madelon,feat_180,194,0.097,0.0165,False,False,False
madelon,feat_181,210,0.105,0.0155,False,False,False
madelon,feat_182,148,0.074,0.0195,False,False,False
madelon,feat_183,130,0.065,0.024,False,False,False
madelon,feat_184,90,0.045,0.033,False,False,False
madelon,feat_185,139,0.0695,0.024,False,False,False
madelon,feat_186,209,0.1045,0.014,False,False,False
madelon,feat_187,162,0.081,0.022,False,False,False
madelon,feat_188,222,0.111,0.0125,False,False,False
madelon,feat_189,32,0.016,0.101,False,False,False
madelon,feat_190,140,0.07,0.0225,False,False,False
madelon,feat_191,145,0.0725,0.021,False,False,False
madelon,feat_192,114,0.057,0.025,False,False,False
madelon,feat_193,224,0.112,0.0125,False,False,False
madelon,feat_194,224,0.112,0.014,False,False,False
madelon,feat_195,59,0.0295,0.048,False,False,False
madelon,feat_196,38,0.019,0.071,False,False,False
madelon,feat_197,56,0.028,0.0535,False,False,False
madelon,feat_198,10,0.005,0.2735,False,True,False
madelon,feat_199,171,0.0855,0.017,False,False,False
madelon,feat_200,127,0.0635,0.024,False,False,False
madelon,feat_201,119,0.0595,0.0235,False,False,False
madelon,feat_202,115,0.0575,0.032,False,False,False
madelon,feat_203,222,0.111,0.0135,False,False,False
madelon,feat_204,196,0.098,0.0165,False,False,False
madelon,feat_205,11,0.0055,0.2905,False,True,False
madelon,feat_206,208,0.104,0.0155,False,False,False
madelon,feat_207,28,0.014,0.1135,False,False,False
madelon,feat_208,98,0.049,0.031,False,False,False
madelon,feat_209,117,0.0585,0.0255,False,False,False
madelon,feat_210,84,0.042,0.0315,False,False,False
madelon,feat_211,213,0.1065,0.0145,False,False,False
madelon,feat_212,141,0.0705,0.019,False,False,False
madelon,feat_213,198,0.099,0.0155,False,False,False
madelon,feat_214,74,0.037,0.039,False,False,False
madelon,feat_215,213,0.1065,0.0135,False,False,False
madelon,feat_216,188,0.094,0.016,False,False,False
madelon,feat_217,63,0.0315,0.0435,False,False,False
madelon,feat_218,156,0.078,0.0215,False,False,False
madelon,feat_219,65,0.0325,0.043,False,False,False
madelon,feat_220,163,0.0815,0.017,False,False,False
madelon,feat_221,220,0.11,0.014,False,False,False
madelon,feat_222,161,0.0805,0.02,False,False,False
madelon,feat_223,204,0.102,0.015,False,False,False
madelon,feat_224,200,0.1,0.0155,False,False,False
madelon,feat_225,160,0.08,0.017,False,False,False
madelon,feat_226,115,0.0575,0.0245,False,False,False
madelon,feat_227,15,0.0075,0.216,False,True,False
madelon,feat_228,7,0.0035,0.4085,False,True,False
madelon,feat_229,113,0.0565,0.0275,False,False,False
madelon,feat_230,89,0.0445,0.0315,False,False,False
madelon,feat_231,116,0.058,0.026,False,False,False
madelon,feat_232,85,0.0425,0.035,False,False,False
madelon,feat_233,110,0.055,0.028,False,False,False
madelon,feat_234,124,0.062,0.023,False,False,False
madelon,feat_235,126,0.063,0.024,False,False,False
madelon,feat_236,72,0.036,0.041,False,False,False
madelon,feat_237,21,0.0105,0.1265,False,False,False
madelon,feat_238,117,0.0585,0.028,False,False,False
madelon,feat_239,38,0.019,0.08,False,False,False
madelon,feat_240,163,0.0815,0.0175,False,False,False
madelon,feat_241,238,0.119,0.011,False,False,False
madelon,feat_242,156,0.078,0.02,False,False,False
madelon,feat_243,90,0.045,0.034,False,False,False
madelon,feat_244,202,0.101,0.016,False,False,False
madelon,feat_245,188,0.094,0.017,False,False,False
madelon,feat_246,197,0.0985,0.014,False,False,False
madelon,feat_247,24,0.012,0.115,False,False,False
madelon,feat_248,54,0.027,0.056,False,False,False
madelon,feat_249,153,0.0765,0.0175,False,False,False
madelon,feat_250,172,0.086,0.0165,False,False,False
madelon,feat_251,163,0.0815,0.017,False,False,False
madelon,feat_252,27,0.0135,0.1155,False,False,False
madelon,feat_253,187,0.0935,0.0175,False,False,False
madelon,feat_254,52,0.026,0.063,False,False,False
madelon,feat_255,169,0.0845,0.0185,False,False,False
madelon,feat_256,218,0.109,0.017,False,False,False
madelon,feat_257,221,0.1105,0.015,False,False,False
madelon,feat_258,61,0.0305,0.047,False,False,False
madelon,feat_259,70,0.035,0.0455,False,False,False
madelon,feat_260,98,0.049,0.0305,False,False,False
madelon,feat_261,40,0.02,0.074,False,False,False
madelon,feat_262,107,0.0535,0.028,False,False,False
madelon,feat_263,192,0.096,0.0165,False,False,False
madelon,feat_264,57,0.0285,0.047,False,False,False
madelon,feat_265,123,0.0615,0.0225,False,False,False
madelon,feat_266,220,0.11,0.019,False,False,False
madelon,feat_267,90,0.045,0.036,False,False,False
madelon,feat_268,158,0.079,0.0195,False,False,False
madelon,feat_269,115,0.0575,0.0255,False,False,False
madelon,feat_270,84,0.042,0.036,False,False,False
madelon,feat_271,217,0.1085,0.016,False,False,False
madelon,feat_272,224,0.112,0.015,False,False,False
madelon,feat_273,220,0.11,0.014,False,False,False
madelon,feat_274,94,0.047,0.0305,False,False,False
madelon,feat_275,73,0.0365,0.046,False,False,False
madelon,feat_276,5,0.0025,0.579,False,True,False
madelon,feat_277,178,0.089,0.017,False,False,False
madelon,feat_278,124,0.062,0.022,False,False,False
madelon,feat_279,168,0.084,0.017,False,False,False
madelon,feat_280,10,0.005,0.288,False,True,False
madelon,feat_281,221,0.1105,0.0145,False,False,False
madelon,feat_282,101,0.0505,0.029,False,False,False
madelon,feat_283,10,0.005,0.2975,False,True,False
madelon,feat_284,180,0.09,0.015,False,False,False
madelon,feat_285,170,0.085,0.0175,False,False,False
madelon,feat_286,169,0.0845,0.0185,False,False,False
madelon,feat_287,215,0.1075,0.014,False,False,False
madelon,feat_288,31,0.0155,0.1065,False,False,False
madelon,feat_289,115,0.0575,0.028,False,False,False
madelon,feat_290,167,0.0835,0.0185,False,False,False
madelon,feat_291,164,0.082,0.02,False,False,False
madelon,feat_292,130,0.065,0.024,False,False,False
madelon,feat_293,42,0.021,0.0665,False,False,False
madelon,feat_294,220,0.11,0.0135,False,False,False
madelon,feat_295,184,0.092,0.0155,False,False,False
madelon,feat_296,143,0.0715,0.0205,False,False,False
madelon,feat_297,180,0.09,0.017,False,False,False
madelon,feat_298,137,0.0685,0.0225,False,False,False
madelon,feat_299,124,0.062,0.024,False,False,False
madelon,feat_300,186,0.093,0.0165,False,False,False
madelon,feat_301,90,0.045,0.0305,False,False,False
madelon,feat_302,28,0.014,0.102,False,False,False
madelon,feat_303,137,0.0685,0.021,False,False,False
madelon,feat_304,184,0.092,0.0175,False,False,False
madelon,feat_305,166,0.083,0.02,False,False,False
madelon,feat_306,83,0.0415,0.039,False,False,False
madelon,feat_307,60,0.03,0.0505,False,False,False
madelon,feat_308,160,0.08,0.019,False,False,False
madelon,feat_309,131,0.0655,0.0245,False,False,False
madelon,feat_310,153,0.0765,0.0195,False,False,False
madelon,feat_311,102,0.051,0.0285,False,False,False
madelon,feat_312,178,0.089,0.018,False,False,False
madelon,feat_313,163,0.0815,0.0195,False,False,False
madelon,feat_314,66,0.033,0.04,False,False,False
madelon,feat_315,171,0.0855,0.018,False,False,False
madelon,feat_316,61,0.0305,0.0425,False,False,False
madelon,feat_317,47,0.0235,0.0605,False,False,False
madelon,feat_318,210,0.105,0.014,False,False,False
madelon,feat_319,237,0.1185,0.0145,False,False,False
madelon,feat_320,77,0.0385,0.0385,False,False,False
madelon,feat_321,157,0.0785,0.02,False,False,False
madelon,feat_322,115,0.0575,0.023,False,False,False
madelon,feat_323,74,0.037,0.0375,False,False,False
madelon,feat_324,111,0.0555,0.027,False,False,False
madelon,feat_325,37,0.0185,0.087,False,False,False
madelon,feat_326,137,0.0685,0.025,False,False,False
madelon,feat_327,154,0.077,0.019,False,False,False
madelon,feat_328,78,0.039,0.036,False,False,False
madelon,feat_329,208,0.104,0.0145,False,False,False
madelon,feat_330,182,0.091,0.02,False,False,False
madelon,feat_331,77,0.0385,0.038,False,False,False
madelon,feat_332,8,0.004,0.421,False,True,False
madelon,feat_333,171,0.0855,0.018,False,False,False
madelon,feat_334,199,0.0995,0.015,False,False,False
madelon,feat_335,79,0.0395,0.035,False,False,False
madelon,feat_336,460,0.23,0.007,False,False,False
madelon,feat_337,192,0.096,0.0165,False,False,False
madelon,feat_338,425,0.2125,0.007,False,False,False
madelon,feat_339,208,0.104,0.0165,False,False,False
madelon,feat_340,208,0.104,0.014,False,False,False
madelon,feat_341,136,0.068,0.0225,False,False,False
madelon,feat_342,166,0.083,0.0195,False,False,False
madelon,feat_343,174,0.087,0.0185,False,False,False
madelon,feat_344,227,0.1135,0.015,False,False,False
madelon,feat_345,55,0.0275,0.0575,False,False,False
madelon,feat_346,48,0.024,0.0715,False,False,False
madelon,feat_347,229,0.1145,0.0135,False,False,False
madelon,feat_348,127,0.0635,0.0225,False,False,False
madelon,feat_349,179,0.0895,0.016,False,False,False
madelon,feat_350,49,0.0245,0.058,False,False,False
madelon,feat_351,214,0.107,0.013,False,False,False
madelon,feat_352,194,0.097,0.0165,False,False,False
madelon,feat_353,76,0.038,0.0435,False,False,False
madelon,feat_354,112,0.056,0.0305,False,False,False
madelon,feat_355,98,0.049,0.029,False,False,False
madelon,feat_356,209,0.1045,0.015,False,False,False
madelon,feat_357,12,0.006,0.2355,False,True,False
madelon,feat_358,191,0.0955,0.016,False,False,False
madelon,feat_359,215,0.1075,0.0155,False,False,False
madelon,feat_360,174,0.087,0.017,False,False,False
madelon,feat_361,121,0.0605,0.0235,False,False,False
madelon,feat_362,221,0.1105,0.0135,False,False,False
madelon,feat_363,137,0.0685,0.021,False,False,False
madelon,feat_364,37,0.0185,0.079,False,False,False
madelon,feat_365,219,0.1095,0.0145,False,False,False
madelon,feat_366,147,0.0735,0.02,False,False,False
madelon,feat_367,77,0.0385,0.0355,False,False,False
madelon,feat_368,81,0.0405,0.0385,False,False,False
madelon,feat_369,204,0.102,0.0165,False,False,False
madelon,feat_370,183,0.0915,0.019,False,False,False
madelon,feat_371,219,0.1095,0.0145,False,False,False
madelon,feat_372,126,0.063,0.0215,False,False,False
madelon,feat_373,138,0.069,0.021,False,False,False
madelon,feat_374,157,0.0785,0.024,False,False,False
madelon,feat_375,154,0.077,0.021,False,False,False
madelon,feat_376,50,0.025,0.0595,False,False,False
madelon,feat_377,119,0.0595,0.026,False,False,False
madelon,feat_378,257,0.1285,0.0115,False,False,False
madelon,feat_379,177,0.0885,0.0145,False,False,False
madelon,feat_380,37,0.0185,0.0785,False,False,False
madelon,feat_381,124,0.062,0.0255,False,False,False
madelon,feat_382,188,0.094,0.015,False,False,False
madelon,feat_383,83,0.0415,0.034,False,False,False
madelon,feat_384,100,0.05,0.03,False,False,False
madelon,feat_385,70,0.035,0.047,False,False,False
madelon,feat_386,154,0.077,0.0205,False,False,False
madelon,feat_387,15,0.0075,0.235,False,True,False
madelon,feat_388,113,0.0565,0.0255,False,False,False
madelon,feat_389,200,0.1,0.016,False,False,False
madelon,feat_390,33,0.0165,0.1035,False,False,False
madelon,feat_391,198,0.099,0.0145,False,False,False
madelon,feat_392,20,0.01,0.1465,False,True,False
madelon,feat_393,178,0.089,0.0175,False,False,False
madelon,feat_394,22,0.011,0.1335,False,False,False
madelon,feat_395,118,0.059,0.026,False,False,False
madelon,feat_396,61,0.0305,0.042,False,False,False
madelon,feat_397,212,0.106,0.014,False,False,False
madelon,feat_398,203,0.1015,0.0145,False,False,False
madelon,feat_399,43,0.0215,0.0705,False,False,False
madelon,feat_400,30,0.015,0.113,False,False,False
madelon,feat_401,177,0.0885,0.0175,False,False,False
madelon,feat_402,10,0.005,0.2875,False,True,False
madelon,feat_403,160,0.08,0.02,False,False,False
madelon,feat_404,6,0.003,0.436,False,True,False
madelon,feat_405,186,0.093,0.0185,False,False,False
madelon,feat_406,193,0.0965,0.017,False,False,False
madelon,feat_407,31,0.0155,0.0975,False,False,False
madelon,feat_408,157,0.0785,0.018,False,False,False
madelon,feat_409,47,0.0235,0.063,False,False,False
madelon,feat_410,115,0.0575,0.025,False,False,False
madelon,feat_411,219,0.1095,0.015,False,False,False
madelon,feat_412,167,0.0835,0.0205,False,False,False
madelon,feat_413,104,0.052,0.028,False,False,False
madelon,feat_414,178,0.089,0.0155,False,False,False
madelon,feat_415,229,0.1145,0.0135,False,False,False
madelon,feat_416,72,0.036,0.0435,False,False,False
madelon,feat_417,206,0.103,0.0155,False,False,False
madelon,feat_418,217,0.1085,0.0145,False,False,False
madelon,feat_419,188,0.094,0.0155,False,False,False
madelon,feat_420,39,0.0195,0.076,False,False,False
madelon,feat_421,83,0.0415,0.038,False,False,False
madelon,feat_422,72,0.036,0.0465,False,False,False
madelon,feat_423,5,0.0025,0.626,False,True,False
madelon,feat_424,70,0.035,0.0365,False,False,False
madelon,feat_425,87,0.0435,0.0325,False,False,False
madelon,feat_426,111,0.0555,0.0255,False,False,False
madelon,feat_427,201,0.1005,0.0185,False,False,False
madelon,feat_428,195,0.0975,0.0175,False,False,False
madelon,feat_429,31,0.0155,0.101,False,False,False
madelon,feat_430,126,0.063,0.0215,False,False,False
madelon,feat_431,170,0.085,0.021,False,False,False
madelon,feat_432,158,0.079,0.0195,False,False,False
madelon,feat_433,291,0.1455,0.0085,False,False,False
madelon,feat_434,120,0.06,0.0245,False,False,False
madelon,feat_435,207,0.1035,0.015,False,False,False
madelon,feat_436,75,0.0375,0.04,False,False,False
madelon,feat_437,221,0.1105,0.0155,False,False,False
madelon,feat_438,177,0.0885,0.019,False,False,False
madelon,feat_439,62,0.031,0.047,False,False,False
madelon,feat_440,213,0.1065,0.0165,False,False,False
madelon,feat_441,101,0.0505,0.0275,False,False,False
madelon,feat_442,428,0.214,0.0095,False,False,False
madelon,feat_443,238,0.119,0.0125,False,False,False
madelon,feat_444,114,0.057,0.027,False,False,False
madelon,feat_445,12,0.006,0.26,False,True,False
madelon,feat_446,72,0.036,0.0385,False,False,False
madelon,feat_447,69,0.0345,0.042,False,False,False
madelon,feat_448,220,0.11,0.0135,False,False,False
madelon,feat_449,67,0.0335,0.04,False,False,False
madelon,feat_450,91,0.0455,0.034,False,False,False
madelon,feat_451,51,0.0255,0.054,False,False,False
madelon,feat_452,113,0.0565,0.0285,False,False,False
madelon,feat_453,485,0.2425,0.008,False,False,False
madelon,feat_454,41,0.0205,0.068,False,False,False
madelon,feat_455,332,0.166,0.009,False,False,False
madelon,feat_456,38,0.019,0.0745,False,False,False
madelon,feat_457,169,0.0845,0.0185,False,False,False
madelon,feat_458,228,0.114,0.014,False,False,False
madelon,feat_459,175,0.0875,0.016,False,False,False
madelon,feat_460,186,0.093,0.0155,False,False,False
madelon,feat_461,135,0.0675,0.023,False,False,False
madelon,feat_462,180,0.09,0.017,False,False,False
