dataset,variable,q1,q3,iqr,limite_inferior,limite_superior,n_outliers_iqr,pct_outliers_iqr
madelon,feat_6,452.75,506.25,53.5,372.5,586.5,18,0.009
madelon,feat_7,476.0,477.0,1.0,474.5,478.5,284,0.142
madelon,feat_8,477.0,496.25,19.25,448.125,525.125,25,0.0125
madelon,feat_9,474.0,484.0,10.0,459.0,499.0,15,0.0075
madelon,feat_10,462.0,511.0,49.0,388.5,584.5,15,0.0075
madelon,feat_11,472.0,508.25,36.25,417.625,562.625,25,0.0125
madelon,feat_12,455.0,502.0,47.0,384.5,572.5,12,0.006
madelon,feat_13,454.0,510.0,56.0,370.0,594.0,19,0.0095
madelon,feat_14,477.0,493.0,16.0,453.0,517.0,13,0.0065
madelon,feat_15,464.0,494.0,30.0,419.0,539.0,22,0.011
madelon,feat_16,470.0,489.0,19.0,441.5,517.5,11,0.0055
madelon,feat_17,475.0,515.0,40.0,415.0,575.0,17,0.0085
madelon,feat_18,468.0,500.0,32.0,420.0,548.0,12,0.006
madelon,feat_19,470.0,484.0,14.0,449.0,505.0,9,0.0045
madelon,feat_20,476.75,493.0,16.25,452.375,517.375,28,0.014
madelon,feat_21,479.0,509.0,30.0,434.0,554.0,13,0.0065
madelon,feat_22,472.0,481.0,9.0,458.5,494.5,12,0.006
madelon,feat_23,473.0,486.0,13.0,453.5,505.5,16,0.008
madelon,feat_24,469.0,529.0,60.0,379.0,619.0,14,0.007
madelon,feat_25,485.0,524.0,39.0,426.5,582.5,11,0.0055
madelon,feat_26,471.0,499.0,28.0,429.0,541.0,21,0.0105
madelon,feat_27,474.0,490.0,16.0,450.0,514.0,14,0.007
madelon,feat_28,468.0,493.0,25.0,430.5,530.5,0,0.0
madelon,feat_29,477.0,505.0,28.0,435.0,547.0,31,0.0155
madelon,feat_30,477.0,487.0,10.0,462.0,502.0,19,0.0095
madelon,feat_31,475.0,526.0,51.0,398.5,602.5,15,0.0075
madelon,feat_32,476.0,524.0,48.0,404.0,596.0,19,0.0095
madelon,feat_33,462.0,516.0,54.0,381.0,597.0,21,0.0105
madelon,feat_34,471.0,502.0,31.0,424.5,548.5,25,0.0125
madelon,feat_35,460.0,519.0,59.0,371.5,607.5,10,0.005
madelon,feat_36,472.0,487.0,15.0,449.5,509.5,22,0.011
madelon,feat_37,465.0,496.0,31.0,418.5,542.5,17,0.0085
madelon,feat_38,477.0,483.0,6.0,468.0,492.0,18,0.009
madelon,feat_39,475.0,477.0,2.0,472.0,480.0,6,0.003
madelon,feat_40,474.0,479.0,5.0,466.5,486.5,9,0.0045
madelon,feat_41,463.0,515.0,52.0,385.0,593.0,17,0.0085
madelon,feat_42,462.0,491.0,29.0,418.5,534.5,24,0.012
madelon,feat_43,477.0,499.0,22.0,444.0,532.0,15,0.0075
madelon,feat_44,481.0,519.0,38.0,424.0,576.0,18,0.009
madelon,feat_45,464.0,496.0,32.0,416.0,544.0,26,0.013
madelon,feat_46,472.0,521.0,49.0,398.5,594.5,20,0.01
madelon,feat_47,472.0,517.0,45.0,404.5,584.5,12,0.006
madelon,feat_48,449.0,521.0,72.0,341.0,629.0,0,0.0
madelon,feat_49,462.0,496.0,34.0,411.0,547.0,14,0.007
madelon,feat_50,490.0,546.25,56.25,405.625,630.625,27,0.0135
madelon,feat_51,482.0,529.0,47.0,411.5,599.5,20,0.01
madelon,feat_52,470.0,501.0,31.0,423.5,547.5,10,0.005
madelon,feat_53,477.0,483.0,6.0,468.0,492.0,31,0.0155
madelon,feat_54,478.0,516.0,38.0,421.0,573.0,22,0.011
madelon,feat_55,481.0,509.0,28.0,439.0,551.0,17,0.0085
madelon,feat_56,451.75,507.0,55.25,368.875,589.875,18,0.009
madelon,feat_57,462.0,507.0,45.0,394.5,574.5,19,0.0095
madelon,feat_58,481.0,536.0,55.0,398.5,618.5,16,0.008
madelon,feat_59,463.0,492.0,29.0,419.5,535.5,11,0.0055
madelon,feat_60,475.0,500.0,25.0,437.5,537.5,20,0.01
madelon,feat_61,477.0,486.0,9.0,463.5,499.5,12,0.006
madelon,feat_62,470.0,518.0,48.0,398.0,590.0,26,0.013
madelon,feat_63,474.0,483.0,9.0,460.5,496.5,16,0.008
madelon,feat_64,436.0,560.0,124.0,250.0,746.0,8,0.004
madelon,feat_65,486.0,535.0,49.0,412.5,608.5,15,0.0075
madelon,feat_66,479.0,527.0,48.0,407.0,599.0,22,0.011
madelon,feat_67,476.0,504.0,28.0,434.0,546.0,21,0.0105
madelon,feat_68,477.0,485.0,8.0,465.0,497.0,4,0.002
madelon,feat_69,472.0,481.0,9.0,458.5,494.5,13,0.0065
madelon,feat_70,485.0,543.0,58.0,398.0,630.0,16,0.008
madelon,feat_71,479.0,498.0,19.0,450.5,526.5,16,0.008
madelon,feat_72,466.0,498.0,32.0,418.0,546.0,15,0.0075
madelon,feat_73,460.0,508.0,48.0,388.0,580.0,20,0.01
madelon,feat_74,476.0,485.0,9.0,462.5,498.5,22,0.011
madelon,feat_75,474.0,529.0,55.0,391.5,611.5,17,0.0085
madelon,feat_76,472.0,486.0,14.0,451.0,507.0,11,0.0055
madelon,feat_77,466.0,501.0,35.0,413.5,553.5,15,0.0075
madelon,feat_78,487.0,538.0,51.0,410.5,614.5,22,0.011
madelon,feat_79,469.0,496.0,27.0,428.5,536.5,13,0.0065
madelon,feat_80,473.0,507.0,34.0,422.0,558.0,14,0.007
madelon,feat_81,486.0,539.0,53.0,406.5,618.5,25,0.0125
madelon,feat_82,464.0,504.0,40.0,404.0,564.0,16,0.008
madelon,feat_83,474.0,490.0,16.0,450.0,514.0,28,0.014
madelon,feat_84,478.0,531.0,53.0,398.5,610.5,17,0.0085
madelon,feat_85,468.0,511.0,43.0,403.5,575.5,16,0.008
madelon,feat_86,474.0,480.0,6.0,465.0,489.0,38,0.019
madelon,feat_87,470.0,496.0,26.0,431.0,535.0,23,0.0115
madelon,feat_88,475.0,483.0,8.0,463.0,495.0,23,0.0115
madelon,feat_89,484.0,541.0,57.0,398.5,626.5,21,0.0105
madelon,feat_90,476.0,476.0,0.0,476.0,476.0,679,0.3395
madelon,feat_91,485.0,531.0,46.0,416.0,600.0,11,0.0055
madelon,feat_92,465.0,493.0,28.0,423.0,535.0,20,0.01
madelon,feat_93,480.0,505.0,25.0,442.5,542.5,18,0.009
madelon,feat_94,475.0,486.0,11.0,458.5,502.5,9,0.0045
madelon,feat_95,475.0,519.0,44.0,409.0,585.0,15,0.0075
madelon,feat_96,477.0,482.0,5.0,469.5,489.5,18,0.009
madelon,feat_97,463.0,494.0,31.0,416.5,540.5,17,0.0085
madelon,feat_98,464.0,490.0,26.0,425.0,529.0,10,0.005
madelon,feat_99,457.0,504.0,47.0,386.5,574.5,21,0.0105
madelon,feat_100,474.0,486.0,12.0,456.0,504.0,13,0.0065
madelon,feat_101,475.0,486.0,11.0,458.5,502.5,26,0.013
madelon,feat_102,477.0,485.0,8.0,465.0,497.0,33,0.0165
madelon,feat_103,469.0,487.0,18.0,442.0,514.0,27,0.0135
madelon,feat_104,461.0,507.0,46.0,392.0,576.0,18,0.009
madelon,feat_105,408.75,599.0,190.25,123.375,884.375,7,0.0035
madelon,feat_106,466.0,503.0,37.0,410.5,558.5,15,0.0075
madelon,feat_107,468.0,513.0,45.0,400.5,580.5,19,0.0095
madelon,feat_108,477.0,521.0,44.0,411.0,587.0,15,0.0075
madelon,feat_109,474.0,487.0,13.0,454.5,506.5,31,0.0155
madelon,feat_110,465.0,510.0,45.0,397.5,577.5,8,0.004
madelon,feat_111,452.0,506.0,54.0,371.0,587.0,20,0.01
madelon,feat_112,472.0,482.0,10.0,457.0,497.0,24,0.012
madelon,feat_113,475.0,508.0,33.0,425.5,557.5,14,0.007
madelon,feat_114,453.0,503.0,50.0,378.0,578.0,17,0.0085
madelon,feat_115,468.0,490.0,22.0,435.0,523.0,24,0.012
madelon,feat_116,477.0,502.0,25.0,439.5,539.5,28,0.014
madelon,feat_117,475.0,492.0,17.0,449.5,517.5,10,0.005
madelon,feat_118,479.0,515.0,36.0,425.0,569.0,23,0.0115
madelon,feat_119,473.0,505.0,32.0,425.0,553.0,10,0.005
madelon,feat_120,475.0,477.25,2.25,471.625,480.625,75,0.0375
madelon,feat_121,464.0,495.0,31.0,417.5,541.5,23,0.0115
madelon,feat_122,474.0,488.0,14.0,453.0,509.0,14,0.007
madelon,feat_123,454.0,508.0,54.0,373.0,589.0,13,0.0065
madelon,feat_124,464.0,493.0,29.0,420.5,536.5,17,0.0085
madelon,feat_125,481.0,528.25,47.25,410.125,599.125,15,0.0075
madelon,feat_126,475.0,492.0,17.0,449.5,517.5,17,0.0085
madelon,feat_127,483.0,515.0,32.0,435.0,563.0,18,0.009
madelon,feat_128,471.0,487.0,16.0,447.0,511.0,8,0.004
madelon,feat_129,459.75,508.0,48.25,387.375,580.375,22,0.011
madelon,feat_130,481.0,518.0,37.0,425.5,573.5,20,0.01
madelon,feat_131,472.0,499.0,27.0,431.5,539.5,24,0.012
madelon,feat_132,474.0,503.0,29.0,430.5,546.5,15,0.0075
madelon,feat_133,475.0,480.0,5.0,467.5,487.5,36,0.018
madelon,feat_134,467.0,501.0,34.0,416.0,552.0,14,0.007
madelon,feat_135,476.0,533.0,57.0,390.5,618.5,17,0.0085
madelon,feat_136,471.0,527.0,56.0,387.0,611.0,15,0.0075
madelon,feat_137,478.0,505.0,27.0,437.5,545.5,14,0.007
madelon,feat_138,475.0,484.0,9.0,461.5,497.5,9,0.0045
madelon,feat_139,473.0,493.0,20.0,443.0,523.0,20,0.01
madelon,feat_140,477.0,507.0,30.0,432.0,552.0,14,0.007
madelon,feat_141,483.0,532.25,49.25,409.125,606.125,23,0.0115
madelon,feat_142,474.0,490.0,16.0,450.0,514.0,8,0.004
madelon,feat_143,477.0,489.0,12.0,459.0,507.0,10,0.005
madelon,feat_144,471.0,495.0,24.0,435.0,531.0,20,0.01
madelon,feat_145,473.0,501.0,28.0,431.0,543.0,21,0.0105
madelon,feat_146,477.0,482.0,5.0,469.5,489.5,22,0.011
madelon,feat_147,472.0,520.0,48.0,400.0,592.0,12,0.006
madelon,feat_148,477.0,483.0,6.0,468.0,492.0,36,0.018
madelon,feat_149,471.0,524.0,53.0,391.5,603.5,15,0.0075
madelon,feat_150,460.0,515.25,55.25,377.125,598.125,18,0.009
madelon,feat_151,476.0,492.0,16.0,452.0,516.0,20,0.01
madelon,feat_152,475.0,489.0,14.0,454.0,510.0,18,0.009
madelon,feat_153,417.0,586.0,169.0,163.5,839.5,0,0.0
madelon,feat_154,476.0,478.0,2.0,473.0,481.0,1,0.0005
madelon,feat_155,470.0,504.0,34.0,419.0,555.0,23,0.0115
madelon,feat_156,469.0,498.0,29.0,425.5,541.5,14,0.007
madelon,feat_157,462.0,495.0,33.0,412.5,544.5,7,0.0035
madelon,feat_158,483.0,517.0,34.0,432.0,568.0,21,0.0105
madelon,feat_159,483.0,517.0,34.0,432.0,568.0,19,0.0095
madelon,feat_160,460.0,497.0,37.0,404.5,552.5,11,0.0055
madelon,feat_161,471.0,486.0,15.0,448.5,508.5,16,0.008
madelon,feat_162,473.0,489.0,16.0,449.0,513.0,11,0.0055
madelon,feat_163,476.0,484.0,8.0,464.0,496.0,15,0.0075
madelon,feat_164,460.75,515.0,54.25,379.375,596.375,13,0.0065
madelon,feat_165,471.0,504.0,33.0,421.5,553.5,20,0.01
madelon,feat_166,475.0,477.0,2.0,472.0,480.0,6,0.003
madelon,feat_167,476.0,482.0,6.0,467.0,491.0,6,0.003
madelon,feat_168,476.0,478.0,2.0,473.0,481.0,0,0.0
madelon,feat_169,481.0,541.0,60.0,391.0,631.0,7,0.0035
madelon,feat_170,467.0,522.0,55.0,384.5,604.5,28,0.014
madelon,feat_171,483.0,537.25,54.25,401.625,618.625,14,0.007
madelon,feat_172,481.0,533.0,52.0,403.0,611.0,13,0.0065
madelon,feat_173,476.0,478.0,2.0,473.0,481.0,0,0.0
madelon,feat_174,466.0,487.0,21.0,434.5,518.5,17,0.0085
madelon,feat_175,473.0,528.0,55.0,390.5,610.5,6,0.003
madelon,feat_176,474.0,492.0,18.0,447.0,519.0,11,0.0055
madelon,feat_177,476.0,485.0,9.0,462.5,498.5,22,0.011
madelon,feat_178,458.0,509.0,51.0,381.5,585.5,21,0.0105
madelon,feat_179,477.0,532.0,55.0,394.5,614.5,15,0.0075
madelon,feat_180,478.0,527.0,49.0,404.5,600.5,9,0.0045
madelon,feat_181,489.0,541.0,52.0,411.0,619.0,18,0.009
madelon,feat_182,459.0,495.0,36.0,405.0,549.0,11,0.0055
madelon,feat_183,464.0,494.0,30.0,419.0,539.0,17,0.0085
madelon,feat_184,478.0,498.0,20.0,448.0,528.0,20,0.01
madelon,feat_185,470.0,503.0,33.0,420.5,552.5,14,0.007
madelon,feat_186,470.0,527.0,57.0,384.5,612.5,12,0.006
madelon,feat_187,474.0,511.0,37.0,418.5,566.5,20,0.01
madelon,feat_188,488.0,547.0,59.0,399.5,635.5,9,0.0045
madelon,feat_189,476.0,481.0,5.0,468.5,488.5,36,0.018
madelon,feat_190,466.0,499.0,33.0,416.5,548.5,13,0.0065
madelon,feat_191,474.0,506.0,32.0,426.0,554.0,21,0.0105
madelon,feat_192,483.0,508.0,25.0,445.5,545.5,19,0.0095
madelon,feat_193,477.0,534.0,57.0,391.5,619.5,15,0.0075
madelon,feat_194,484.0,542.0,58.0,397.0,629.0,16,0.008
madelon,feat_195,478.0,490.0,12.0,460.0,508.0,13,0.0065
madelon,feat_196,475.0,483.0,8.0,463.0,495.0,14,0.007
madelon,feat_197,478.0,489.0,11.0,461.5,505.5,21,0.0105
madelon,feat_198,476.0,477.0,1.0,474.5,478.5,286,0.143
madelon,feat_199,466.0,506.0,40.0,406.0,566.0,22,0.011
madelon,feat_200,476.0,505.0,29.0,432.5,548.5,22,0.011
madelon,feat_201,473.0,502.0,29.0,429.5,545.5,11,0.0055
madelon,feat_202,476.0,504.0,28.0,434.0,546.0,7,0.0035
madelon,feat_203,481.0,537.0,56.0,397.0,621.0,16,0.008
madelon,feat_204,466.0,512.0,46.0,397.0,581.0,20,0.01
madelon,feat_205,475.0,477.0,2.0,472.0,480.0,2,0.001
madelon,feat_206,482.0,530.0,48.0,410.0,602.0,24,0.012
madelon,feat_207,477.0,482.0,5.0,469.5,489.5,27,0.0135
madelon,feat_208,471.0,491.0,20.0,441.0,521.0,22,0.011
madelon,feat_209,477.0,505.0,28.0,435.0,547.0,12,0.006
madelon,feat_210,478.0,497.0,19.0,449.5,525.5,11,0.0055
madelon,feat_211,466.75,519.0,52.25,388.375,597.375,16,0.008
madelon,feat_212,463.0,497.0,34.0,412.0,548.0,11,0.0055
madelon,feat_213,464.0,512.0,48.0,392.0,584.0,16,0.008
madelon,feat_214,473.0,488.0,15.0,450.5,510.5,21,0.0105
madelon,feat_215,477.0,529.0,52.0,399.0,607.0,22,0.011
madelon,feat_216,480.0,528.0,48.0,408.0,600.0,14,0.007
madelon,feat_217,473.0,488.0,15.0,450.5,510.5,5,0.0025
madelon,feat_218,469.0,504.0,35.0,416.5,556.5,26,0.013
madelon,feat_219,478.0,492.0,14.0,457.0,513.0,13,0.0065
madelon,feat_220,458.0,498.0,40.0,398.0,558.0,25,0.0125
madelon,feat_221,471.0,527.0,56.0,387.0,611.0,17,0.0085
madelon,feat_222,474.0,511.0,37.0,418.5,566.5,24,0.012
madelon,feat_223,462.0,513.0,51.0,385.5,589.5,18,0.009
madelon,feat_224,470.0,519.0,49.0,396.5,592.5,17,0.0085
madelon,feat_225,482.0,519.0,37.0,426.5,574.5,17,0.0085
madelon,feat_226,472.0,498.0,26.0,433.0,537.0,16,0.008
madelon,feat_227,476.0,479.0,3.0,471.5,483.5,4,0.002
madelon,feat_228,476.0,477.0,1.0,474.5,478.5,53,0.0265
madelon,feat_229,481.0,507.0,26.0,442.0,546.0,18,0.009
madelon,feat_230,470.0,490.0,20.0,440.0,520.0,12,0.006
madelon,feat_231,469.0,495.0,26.0,430.0,534.0,16,0.008
madelon,feat_232,469.0,487.0,18.0,442.0,514.0,27,0.0135
madelon,feat_233,472.0,496.0,24.0,436.0,532.0,27,0.0135
madelon,feat_234,477.0,506.0,29.0,433.5,549.5,13,0.0065
madelon,feat_235,481.0,512.0,31.0,434.5,558.5,7,0.0035
madelon,feat_236,475.0,491.0,16.0,451.0,515.0,10,0.005
madelon,feat_237,476.0,480.0,4.0,470.0,486.0,19,0.0095
madelon,feat_238,463.0,489.0,26.0,424.0,528.0,18,0.009
madelon,feat_239,474.0,482.0,8.0,462.0,494.0,7,0.0035
madelon,feat_240,478.0,516.0,38.0,421.0,573.0,26,0.013
madelon,feat_241,454.0,543.0,89.0,320.5,676.5,0,0.0
madelon,feat_242,472.0,509.0,37.0,416.5,564.5,21,0.0105
madelon,feat_243,469.0,489.0,20.0,439.0,519.0,13,0.0065
madelon,feat_244,483.0,531.0,48.0,411.0,603.0,20,0.01
madelon,feat_245,488.0,534.0,46.0,419.0,603.0,14,0.007
madelon,feat_246,453.0,501.0,48.0,381.0,573.0,19,0.0095
madelon,feat_247,477.0,482.0,5.0,469.5,489.5,5,0.0025
madelon,feat_248,476.0,487.0,11.0,459.5,503.5,15,0.0075
madelon,feat_249,480.0,517.0,37.0,424.5,572.5,17,0.0085
madelon,feat_250,469.0,510.0,41.0,407.5,571.5,17,0.0085
madelon,feat_251,475.0,514.0,39.0,416.5,572.5,19,0.0095
madelon,feat_252,474.0,479.0,5.0,466.5,486.5,12,0.006
madelon,feat_253,485.0,530.0,45.0,417.5,597.5,21,0.0105
madelon,feat_254,473.0,483.0,10.0,458.0,498.0,23,0.0115
madelon,feat_255,471.0,513.0,42.0,408.0,576.0,16,0.008
madelon,feat_256,474.0,527.25,53.25,394.125,607.125,19,0.0095
madelon,feat_257,463.0,519.25,56.25,378.625,603.625,12,0.006
madelon,feat_258,479.0,492.0,13.0,459.5,511.5,16,0.008
madelon,feat_259,478.0,493.0,15.0,455.5,515.5,16,0.008
madelon,feat_260,480.0,502.0,22.0,447.0,535.0,14,0.007
madelon,feat_261,475.0,482.0,7.0,464.5,492.5,33,0.0165
madelon,feat_262,482.0,507.0,25.0,444.5,544.5,21,0.0105
madelon,feat_263,462.0,506.0,44.0,396.0,572.0,29,0.0145
madelon,feat_264,473.0,485.0,12.0,455.0,503.0,13,0.0065
madelon,feat_265,480.0,508.0,28.0,438.0,550.0,17,0.0085
madelon,feat_266,473.0,528.0,55.0,390.5,610.5,11,0.0055
madelon,feat_267,480.0,499.0,19.0,451.5,527.5,21,0.0105
madelon,feat_268,465.0,504.0,39.0,406.5,562.5,10,0.005
madelon,feat_269,478.0,506.0,28.0,436.0,548.0,15,0.0075
madelon,feat_270,474.0,493.0,19.0,445.5,521.5,14,0.007
madelon,feat_271,471.0,526.0,55.0,388.5,608.5,16,0.008
madelon,feat_272,456.0,513.0,57.0,370.5,598.5,18,0.009
madelon,feat_273,459.75,515.0,55.25,376.875,597.875,12,0.006
madelon,feat_274,467.0,487.0,20.0,437.0,517.0,20,0.01
madelon,feat_275,477.0,492.0,15.0,454.5,514.5,22,0.011
madelon,feat_276,476.0,477.0,1.0,474.5,478.5,4,0.002
madelon,feat_277,474.0,517.0,43.0,409.5,581.5,18,0.009
madelon,feat_278,481.75,511.0,29.25,437.875,554.875,15,0.0075
madelon,feat_279,471.0,514.0,43.0,406.5,578.5,10,0.005
madelon,feat_280,476.0,478.0,2.0,473.0,481.0,1,0.0005
madelon,feat_281,435.0,522.0,87.0,304.5,652.5,0,0.0
madelon,feat_282,470.0,493.0,23.0,435.5,527.5,12,0.006
madelon,feat_283,475.0,477.0,2.0,472.0,480.0,1,0.0005
madelon,feat_284,482.0,527.0,45.0,414.5,594.5,15,0.0075
madelon,feat_285,470.0,511.0,41.0,408.5,572.5,17,0.0085
madelon,feat_286,458.0,497.0,39.0,399.5,555.5,22,0.011
madelon,feat_287,455.0,511.0,56.0,371.0,595.0,15,0.0075
madelon,feat_288,477.0,482.0,5.0,469.5,489.5,27,0.0135
madelon,feat_289,481.0,506.0,25.0,443.5,543.5,23,0.0115
madelon,feat_290,471.0,511.0,40.0,411.0,571.0,16,0.008
madelon,feat_291,484.0,522.0,38.0,427.0,579.0,23,0.0115
madelon,feat_292,481.0,511.0,30.0,436.0,556.0,16,0.008
madelon,feat_293,472.0,480.25,8.25,459.625,492.625,14,0.007
madelon,feat_294,458.0,514.0,56.0,374.0,598.0,12,0.006
madelon,feat_295,475.0,520.0,45.0,407.5,587.5,14,0.007
madelon,feat_296,459.0,491.0,32.0,411.0,539.0,22,0.011
madelon,feat_297,480.0,521.0,41.0,418.5,582.5,28,0.014
madelon,feat_298,481.0,513.0,32.0,433.0,561.0,17,0.0085
madelon,feat_299,482.0,511.25,29.25,438.125,555.125,16,0.008
madelon,feat_300,458.75,504.0,45.25,390.875,571.875,13,0.0065
madelon,feat_301,480.0,499.0,19.0,451.5,527.5,19,0.0095
madelon,feat_302,475.0,481.0,6.0,466.0,490.0,5,0.0025
madelon,feat_303,475.0,508.0,33.0,425.5,557.5,15,0.0075
madelon,feat_304,473.0,516.0,43.0,408.5,580.5,25,0.0125
madelon,feat_305,465.0,505.25,40.25,404.625,565.625,17,0.0085
madelon,feat_306,472.0,490.0,18.0,445.0,517.0,15,0.0075
madelon,feat_307,475.0,487.0,12.0,457.0,505.0,16,0.008
madelon,feat_308,480.0,518.0,38.0,423.0,575.0,20,0.01
madelon,feat_309,461.0,491.0,30.0,416.0,536.0,14,0.007
madelon,feat_310,468.0,504.0,36.0,414.0,558.0,16,0.008
madelon,feat_311,469.0,492.0,23.0,434.5,526.5,16,0.008
madelon,feat_312,481.0,523.0,42.0,418.0,586.0,25,0.0125
madelon,feat_313,480.0,518.0,38.0,423.0,575.0,17,0.0085
madelon,feat_314,473.0,488.0,15.0,450.5,510.5,13,0.0065
madelon,feat_315,467.0,507.0,40.0,407.0,567.0,20,0.01
madelon,feat_316,471.0,484.0,13.0,451.5,503.5,17,0.0085
madelon,feat_317,476.0,486.0,10.0,461.0,501.0,16,0.008
madelon,feat_318,447.0,525.0,78.0,330.0,642.0,0,0.0
madelon,feat_319,483.0,540.0,57.0,397.5,625.5,28,0.014
madelon,feat_320,475.0,491.0,16.0,451.0,515.0,17,0.0085
madelon,feat_321,464.0,502.0,38.0,407.0,559.0,25,0.0125
madelon,feat_322,478.0,503.0,25.0,440.5,540.5,25,0.0125
madelon,feat_323,472.0,488.0,16.0,448.0,512.0,14,0.007
madelon,feat_324,478.0,502.0,24.0,442.0,538.0,20,0.01
madelon,feat_325,476.0,483.0,7.0,465.5,493.5,23,0.0115
madelon,feat_326,467.0,498.0,31.0,420.5,544.5,20,0.01
madelon,feat_327,464.0,500.0,36.0,410.0,554.0,18,0.009
madelon,feat_328,478.0,495.0,17.0,452.5,520.5,26,0.013
madelon,feat_329,488.0,543.0,55.0,405.5,625.5,15,0.0075
