row_position,other,linoleic,linolenic,palmitoleic,stearic
20,0.04934229049932885,-0.9671024808404733,1.3041273348309927,0.532288951112531,0.610912782467093
21,0.5427651954926179,-1.3678524286835072,1.341485662570818,1.3543568292786021,1.0409684560991426
22,-1.0784814923424746,1.596231027009178,-1.5849166770488234,-0.8945860088471494,-1.1654041303609377
23,-0.02114669592828375,-0.5370293660820952,1.1214866214362915,-0.07839004409655033,0.7417992918333689
24,-1.007992505914862,-0.5639089357544937,1.341485662570818,-0.33675423437731544,-0.3613870013966712
25,-1.007992505914862,0.25958333511808235,0.46564042333713795,-0.9239455759245091,-0.4548773652297254
26,-1.007992505914862,0.5699201849721394,-0.8875612259054195,-0.07251813068107833,-0.884933038861775
27,-0.02114669592828375,-0.10939984856666234,-0.8460519728611693,0.7436778340695207,-0.5483677290627798
28,-1.0784814923424746,0.19849340404444918,0.5901681824698888,-1.0589995844803637,-0.6044619473626123
29,0.8952101276306815,-1.4045063873276873,1.2211088287424925,0.9374509767800946,1.097062674398975
30,-0.9375035194872492,1.4618331786471848,-1.5932185276576734,-0.7771477405377107,-1.3523848580270463
31,0.40178722263739247,-0.661652825472307,0.34526358950881236,0.49705747061969935,1.3027414748316943
32,0.2608092497821671,-0.3415415866464687,-0.18605484945759054,0.46769790354233975,0.0686686722353783
33,-0.02114669592828375,-0.12161783478138903,-0.9332214042540948,1.0372735048431179,0.0125744539355457
34,0.8952101276306815,-0.39530072599126603,-0.14454559641334036,0.6849586999148013,0.4613282003342062
35,-1.0784814923424746,-0.7349607427606669,1.6278995085761443,-0.31913849413089973,-0.6605561656624448
36,-1.007992505914862,-0.6640964227152523,1.677710612229245,-0.5363992905033614,-0.6044619473626123
37,-0.9375035194872492,1.1563835232790185,-1.3856722624364222,-0.6009903380735527,-0.884933038861775
38,-0.9375035194872492,-0.5907885054268924,1.5697865543141942,-0.5892465112426089,-0.5296696562961688
39,2.4459678290381617,0.9682265355722282,-1.1781259972151712,-1.035511930818476,-1.389781003560268
40,-0.16212466878350926,-0.9451101056539652,0.6648848379495392,1.5011546646654006,0.8352896556664232
41,-1.007992505914862,1.559577068364998,-1.5932185276576734,-0.8065073076150704,-1.258894494193992
42,-0.9375035194872492,1.0830756059906588,-1.2611445033036714,-0.659709472228272,-0.884933038861775
43,0.11983127692694155,-0.40751871220599273,0.6814885391672393,0.1799741461842148,0.5174224186340387
44,1.1771660733411324,1.2541274129968318,-1.0286926862558703,-1.6461909260275571,-0.9410272571616076
45,1.3886330326239704,-0.654322033743471,-0.40190296528769176,1.4483074439261532,1.6954010029305222
46,-1.007992505914862,1.1563835232790185,-0.22341317719741577,-1.4230582162396237,-0.6979523111956665
47,0.8247211412030687,-1.3556344424687807,0.8475255513442402,1.6303367598057832,1.1531568926988076
48,-0.9375035194872492,1.1319475508495653,-1.2196352502594214,-0.18995639899051706,-1.4458752218601003
49,1.1066770869135196,-1.0526283843435598,0.17922657733181135,1.2427904743846354,0.8913838739662557
50,1.1066770869135196,0.6994308388482419,-1.157371370693046,-0.46593632951769803,-0.99712147546144
51,0.754232154775456,-2.296419381002733,0.9554496092592908,3.057211719765464,2.761191150627341
52,0.754232154775456,-1.3067624976098742,1.5946921061407444,0.7906531413932961,0.6483089280003147
53,-1.007992505914862,-0.3342107949176327,1.345636587875243,-0.5951184246580807,-0.754046529495499
54,0.8952101276306815,-1.8003691406848308,0.8931857296929154,2.381941676986191,2.331135476995291
55,0.754232154775456,-1.135710690603701,0.996958862303541,1.0372735048431179,1.3588356931315269
56,1.3181440461963578,-0.12161783478138903,-0.47246869546291714,0.45008216329592393,-0.0996139826641193
57,0.19032026335455435,-0.9084561470097853,1.0758264430876163,0.6967025267457452,0.9661761650326992
58,-1.007992505914862,0.08120073638307326,0.15017010020083624,-0.24867553314523647,0.4239320548009844
59,1.741077964762034,-0.43439828187839136,-0.3603937122434416,0.6555991328374416,-0.1931043464971735
60,-0.9375035194872492,-0.5541345467827125,1.4867680482256938,-0.5833745978271369,-0.3239908558634495
61,-0.9375035194872492,-0.06541509819364644,1.0633736671743417,-0.9533051430018689,-0.5483677290627798
62,0.3312982362097798,-0.7496223262183388,1.1920523516115171,0.29741241449365363,0.4426301275675953
63,1.3181440461963578,0.2889065020334264,-0.6634112594664682,-0.06077430385013443,0.1060648177686
64,0.19032026335455435,-1.1161619126601383,1.366391214397368,0.6732148730838575,0.5361204914006495
65,0.47227620906500517,-1.2798829279374755,1.0882792190008916,1.3426130024476584,1.0035723105659209
66,1.247655059768745,-0.8424790214502614,0.5196024522946634,0.7378059206540487,1.4336279841979704
67,0.6132541819202306,-1.3092060948528195,1.183750501002667,1.1840713402299161,1.0783646016323645
68,0.3312982362097798,0.07386994465423727,-0.6800149606841683,0.6321114791755539,-0.2491985647970061
69,-1.007992505914862,-0.06785869543659173,0.7063940909937895,-0.6714532990592159,-0.5670658018293906
70,0.754232154775456,-0.6885323951447057,0.24564138220261175,1.1370960329061406,0.7791954373665906
71,1.1066770869135196,-0.5614653385115485,0.4988478257725382,0.29741241449365363,0.4052339820343736
72,-0.9375035194872492,1.4984871372913646,-1.2611445033036714,-1.2469008137754656,-0.884933038861775
73,-0.9375035194872492,1.6646517498116473,-1.485294469742623,-1.0237681039875324,-1.4458752218601003
74,1.247655059768745,-1.2505597610221315,1.3124291854398429,0.6732148730838575,1.3027414748316943
75,0.3312982362097798,-0.7984942710772455,0.37016914133536244,0.990298197519342,1.3588356931315269
76,0.40178722263739247,-1.2945445113951475,0.6690357632539642,1.5070265780808725,1.6393067846306897
77,-1.007992505914862,0.9853317162728455,-0.34794093633016654,-1.1881816796207463,-0.510971583529558
78,-1.007992505914862,0.1251854867560893,0.5652626306433386,-0.5951184246580807,-0.9223291843949968
79,1.4591220190515832,-1.2358981775644595,0.8724311031707903,0.6614710462529136,0.1060648177686
80,-1.007992505914862,0.6921000471194059,-0.5139779485071674,-0.8358668746924302,0.98487423779931
81,0.47227620906500517,-0.43928547636428195,-0.18190392415316556,0.8552441889634874,-0.3052927830968386
82,-1.0784814923424746,-0.34887237837530477,1.4369569445725936,-0.8710983551852617,-0.5857638745960014
83,-1.0784814923424746,0.7409719919783124,-1.0535982380824205,0.044920137628360286,0.4239320548009844
84,-1.007992505914862,0.9853317162728455,-0.30643168328591625,-1.3056199479301849,-0.510971583529558
85,-0.09163568235589645,-0.43439828187839136,0.8682801778663654,-0.18408448557504514,0.8913838739662557
