row_position,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave_points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave_points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave_points_worst,symmetry_worst,fractal_dimension_worst
10,-0.024318825121365625,0.12368870113199949,0.0011177017065604374,-0.026631435698442445,-0.30445442504438686,0.08722316998262647,0.15583568012967236,-0.16836165295256014,-0.20890748285741484,-0.010895210054383115,-0.21840884722182388,-0.102345442428996,0.04242320736614071,-0.19036585860037436,-0.1553468208247699,-0.05209670168454752,-0.1374545122563273,-0.23715359500540936,0.029367485453264393,0.06535378161622529,-0.3642930047450832,-1.1423787266614038,-0.1165094002308621,-0.3406828923024819,-0.18871086199797613,0.004118020104149792,0.2123015932123418,-0.09587598457849142,-0.5624946878680318,0.07055747816812771
11,-0.11662498193569293,-0.33830902335748303,0.005939182902456999,-0.08602385675477321,-0.2545811244527634,0.5682651468046407,-0.6532045401692442,-0.5519672166393792,-0.03971627224582409,-0.007793086000415344,0.5798491941963799,-1.027231543666992,-0.19518369418617235,-0.08765846569410929,0.7587179094972017,0.05106241967958405,0.0955152324027623,0.49135191936796724,-0.1447193196026752,0.17964301986949624,-1.019206093199709,1.7272753724586942,-0.3638840404704233,-0.7273764852855235,-0.14549524952624623,0.037602040715072046,-0.9885400990400165,-0.8136384402552879,-0.2735377793582292,0.0782963531312067
12,-0.03550099583437902,0.06262003640063114,0.001822857900803165,-0.03546887299381983,-0.12294831469454377,0.2907449436434915,-0.3913367235720433,-0.28389595399215967,-0.15760434157519043,-0.008118308683492607,-0.6661725983179,0.26327923218264354,0.24694087085806088,-0.3911923416370232,-0.6187415855007579,0.0420809945907788,0.05595710495087198,0.19994971361861663,0.08224287384503293,0.7274325677339645,-0.3335639448762444,-0.22527277745807392,-0.10975053027896164,-0.32361000536700435,-0.03638120311130646,0.0001656844212467779,-0.26027845074821543,-0.07046846402356054,0.0664115247709504,0.044402040001772156
13,0.02839712252569751,0.08689577890254144,-0.0017106933866004794,0.013536532720820787,0.31724488265840906,-0.6339744997592085,0.5730537309564679,0.45774146913569047,0.18678163873420875,0.009944058792029455,0.22027642086868368,0.16231149720354113,-0.07759538492070818,0.12534466701699365,-0.05513902846348651,-0.0012625629228076765,0.007023760071676287,-0.030593125033702307,0.07203885152381445,0.007594704219410974,0.5787050199799052,0.3723252926679672,0.2212409867941124,0.3880521278323517,0.28719838280886,-0.04111426604462916,0.700682185755167,0.6169461198792907,0.40029030561210893,-0.10199984142001965
14,-0.08848318564127584,0.15099891144664868,0.004340440346363983,-0.07093968296019756,0.022256573585330702,0.029819592796228565,-0.19353908764963554,-0.3009828094838144,0.06016111982488921,0.013621576823749315,-0.1007127996853462,0.05520992722273027,0.0018561753937945795,-0.23483710088968496,0.011842899763896944,-0.048678669464516384,-0.059161160449614225,-0.027718526048012518,-0.014386125408930013,-0.2830440575751976,-0.7042332295441116,-0.7715918052630684,-0.219920110494941,-0.5671540078910406,-0.008968314603119486,-0.01008111179368696,0.06686472558010349,-0.15657172812638176,0.05730573983891878,-0.05282369924956837
15,-0.052008009744065505,0.056930409251745806,0.0027766642131259738,-0.04694543539932362,-0.21386488888779845,0.4982327826372352,-0.45816417136534393,-0.293967014513731,0.03287221488753584,-0.016398978537229172,-0.4917360319966192,-0.011540630148802605,0.25049282296623865,-0.35642712445053826,0.052668296651827276,0.03739029079945946,0.05401740479349845,0.13909034652158478,0.042663635750609746,0.6527758879072312,-0.5256205690564866,0.05281741359067782,-0.1915328566969586,-0.4542102943178806,0.013607005344799002,0.01580773252077828,-0.5159600550794592,-0.16856972394398806,0.10647697847188939,0.07643510472236495
16,-0.033104816395876153,-0.004138255479622559,0.0015372987808205728,-0.03408878004632254,-0.15041950977452004,0.0037270577115022375,0.0941599682683199,-0.05509051158072953,-0.15378389488396108,-0.004665944816980084,0.00498668102234452,-0.15586615960076558,-0.11928408597984735,-0.1162471214515233,0.4517321328983494,-0.06205990198548937,-0.0887856719440462,-0.31599973861290004,-0.08828798403836086,-0.09102584814429883,-0.4660830155606117,-0.601976511431915,-0.14644153858927905,-0.4110173495922276,-0.13313257431667175,0.010705246242321482,-0.1310012350751146,-0.15974766819574815,-0.4884343037541748,0.06756968466972381
17,0.10986722343479516,-0.209344141316084,-0.004927604289261522,0.09014379738540722,-0.1348852030328667,0.35368013826785144,-0.2396870320541298,-0.015145743444609387,-0.15105500439022573,-0.021527490078062986,0.2027679179293731,-0.12880512282852258,-0.03571973901377029,0.20705175106441762,-0.32748507436954954,0.04942612765935637,0.04784563156549179,0.14139002571013662,0.1003318225053748,0.3556853142757444,0.9839444970002166,1.8160275610912735,0.2984852148158333,0.7163768765915379,-0.015418406016810547,0.014803964728294974,-0.2416050751509898,-0.01189001385524773,-0.25593326182296805,0.03034471649288818
18,-0.01579907600668874,-0.3451365759361453,0.0009622953827603877,-0.02135318547818966,-0.16497270240617415,0.3693356593186872,-0.43646883272235054,-0.18137482104223096,-0.10193497550298967,-0.014747847992375353,-0.4006269704050207,-0.22742756795403052,0.19347464438759548,-0.2863672705265052,-0.4107264680241607,0.04204463254588485,0.0514899167096481,0.11695593433177365,0.05317687086944091,0.7882639364816733,-0.2740263913803696,2.305150733999717,-0.11303340996988466,-0.2910693747122049,-0.1460327571440538,0.023691492057574245,-0.6071723128043692,-0.2519910830993443,-0.27475188401583345,0.1040599495272798
19,-0.0999315985141229,0.054275249915599344,0.004938754692994175,-0.07646005475018673,0.06379040424196149,0.3224734663065187,-0.47100723136470796,-0.3511117961248943,0.04105888636874186,-0.0009884267852602053,-0.3137329187802933,-0.4787945317495328,0.14879482576367506,-0.30401458889527927,0.08942882718295063,0.03924475508905083,0.045847152615470586,0.16106049591221372,-0.0049551350817432374,0.34739012762832955,-0.8905281549989466,0.2677949371673724,-0.3109717442755444,-0.6494540782466767,0.031344756732449304,0.0232523436483628,-0.6096860364424573,-0.3549621177928001,-0.019182853590146636,0.044255099337916215
20,-0.11446842044104034,0.24734326450110566,0.005729384365326931,-0.08539434067345868,0.09158863735860423,0.4095181633491657,-0.4387181822137646,-0.3170512431249732,0.00012552896271180271,0.013371405529074487,-0.26380126224966655,0.14553365440475044,0.1243050507020283,-0.3243090050193695,0.40807900289264026,0.039862909852247955,0.03717728069993742,-0.09219167472705432,0.006331132031119656,0.2890165919613362,-1.0691408154865716,-1.9372038826376237,-0.37711211451914306,-0.7502862566433867,-0.010580837456542364,0.028563948216920283,-0.6701231347696319,-0.37415891110097016,-0.2887140875782819,0.03891625521781745
21,0.05262515907055988,0.04062014475827475,-0.00267421259416079,0.03738550733985291,0.004923557642012488,-0.2613730987493171,0.06905432555769889,0.19555442162466985,0.014861537628882652,-0.007217692022663255,0.47706779731190785,0.14066266778574668,-0.18508867240503554,0.35440685944368094,-0.269693278774947,-0.055732906173942366,0.013489427262921364,-0.03511035201121475,0.009268653608440116,-0.07228487090384302,0.8879161849100955,0.3545748549414512,0.31200295471963446,0.6857332333740138,0.028119711025603848,-0.06472372099699689,0.4353047902484408,0.4637952320898464,0.5259501376741449,-0.09367320380151697
22,-0.0024869680150061218,-0.07089654735987612,-7.11566705099486e-05,-0.011789383473603176,0.361395017608371,-0.6297996941456524,0.026389244881845637,0.12528331394044734,0.20806698458534426,0.02703075821831971,0.7289957007164344,-0.09512916595639785,-0.23967656796229392,0.29793544066360406,0.2665156136838431,-0.01820727584338763,0.022394414349045266,-0.10327941367185768,0.08997319378534997,-0.4618514141972507,0.24260592766448152,0.5241901487726046,0.06192476649931305,0.0991263489242679,0.16679667641996082,-0.02442662649459421,-0.026861255782894618,0.284531059285612,0.16414694970808955,-0.1441228317253863
23,-0.09913287203462195,0.14606790125094815,0.005065022331081716,-0.07483784023295308,-0.06751536747959162,0.5970713055381786,-0.6416167623054113,-0.5247640374327975,-0.06100161809695963,-0.008068274424557645,0.21346755861450736,-0.02958132133029799,-0.019829426950869734,-0.13495327892242376,1.253571205108478,0.04829890426764397,0.09082174580984484,0.3926299770594218,-0.07267273775892043,0.13478756614643836,-0.754167951830975,-0.848510368744638,-0.27804639208128595,-0.5721153596500683,0.09530816325155209,0.03126157415921917,-0.9636901453606317,-0.7400977835379603,0.004492187233135606,0.042638752035501
24,0.14021882965583157,-0.22186132104363154,-0.007472382841487349,0.11559077436469938,-0.09792990488956534,-1.1986169589926856,0.8756275173821613,0.5751994558928935,0.27028568784251,-0.0006882212316504327,2.018140287507165,-0.26892115767146985,-1.1695402409136748,1.2498317934752772,-0.13237148924281783,-0.2738688134927387,-0.19023786805394616,-0.5919612412391172,-0.5047976224226427,-1.1482013019870556,1.5927639956515838,1.5162423905990028,0.7069140704806826,1.1993790625439407,-0.051968924027726356,-0.10309692723047323,1.6120865562505275,0.9458323581736733,1.0589420823623947,-0.08877518167298595
25,-0.10693376731774795,-0.037138092943157064,0.00538554787391932,-0.0804066363368895,0.09158863735860423,0.5338230004928018,-0.6036535476632235,-0.4621537252239726,-0.2536612869546742,0.012996148587062262,-0.07671966602777222,-0.49563251018559523,0.08261634964288918,-0.2475431701152023,0.6774205823610634,0.038735686460535546,0.07991534083406736,0.2757569954412352,0.041272178161352625,-0.5401948436450573,-0.9366217448022047,0.1593200399497741,-0.3415797696291514,-0.6755741360368518,-0.01488089839900302,0.03276095229924111,-0.9149598171194099,-0.6455959223628147,-0.6019530892401689,-0.020594713643834327
26,-0.03842965959254923,-0.10768946958933419,0.0019530106969857075,-0.03885857497012897,-0.1484572815545216,0.10131313892837857,-0.21675817917390938,-0.12819056884966318,0.06289001031862455,0.0008378236658659715,-0.19733379738746837,-0.17029871254596188,0.0693432654491723,-0.23166058358330563,-0.03269389684111785,0.0012827802197687079,0.0160756941394194,-0.039627578988727256,0.01699897354875716,-0.17029096499737373,-0.3777369684377002,0.9896460713790259,-0.12288204904265418,-0.3711806134094463,-0.02133098981269408,0.0010648930686797385,-0.11448247973910732,0.03680773387503632,0.02816722805641785,-0.03396631405472396
27,0.011890108616011084,-0.12096526627006637,-0.0012794408380553401,0.0046264589545225035,0.13246839194190202,-1.0086633035758783,0.8959442224659009,0.427188813620811,0.07325979419481875,0.02305303463299004,1.1183977753481413,-0.02958132133029799,-0.5232719020731192,0.4712321070449654,0.3729090722402675,-0.16463723063131774,-0.1072422128354185,-0.26754221285412977,0.05688742444079304,-0.6772190378949468,0.35976046841442977,0.7943912563873494,0.1439967587723915,0.19032766802404183,0.1592715697706547,-0.07806546790542082,1.4971734756522161,0.44615112059336665,-0.04953547003025198,-0.1348165896811774
28,0.15033603172951032,-0.014000275871023588,-0.007122718612937232,0.1313286763975632,0.10957572937525518,-0.15282815279685555,0.3473931852049315,0.4201730186507276,-0.021159816888423735,-0.01810014334101795,0.7692004111696663,0.3515583476974276,-0.22864682194216293,0.6515877007738362,-0.46798806365917966,0.026481677331274947,0.014723781908522698,-0.02895049704187958,0.10868056804091719,0.4174383704287214,1.9019751605817734,-0.1799105477125328,0.5688400128918563,1.6677890374403797,0.08240798042416995,-0.013531563580348327,0.5617091789065837,0.5971847150032334,0.27523752587887496,-0.018733465234992516
29,-0.05493667350223567,0.16199885726782687,0.0026270856264684252,-0.04856764991655727,-0.2585055808927598,0.07876918861517511,-0.16516826019341344,-0.2533432984772802,-0.17234035024136127,0.009693887497354624,-0.5390738362399408,0.34704817490205375,0.2297419448605685,-0.3712508718803085,-0.055669228423069934,-0.05046040966431985,-0.022541972630108,-0.1361319735083121,-0.029692158890757707,-0.8950444946733584,-0.6427751098064345,-1.554583336088277,-0.2214649950553754,-0.5184160229641215,-0.14549524952624623,-0.005836010504642986,-0.0225520152604578,-0.06835117064398298,-0.19522802894275731,-0.0642360908090456
30,-0.06691757069475004,0.22458475590556468,0.0034196578778486826,-0.057768269566539215,0.02519991591532815,0.29304108673094753,-0.4162972469606377,-0.2402169724042209,-0.024980263579653238,-0.0025144716827766094,-0.545558466958204,0.41464063119538974,0.2635789623121568,-0.3689567204923678,-0.1458032215522667,0.05113514376937195,0.057838026315597826,0.1279615418769859,0.05812427563124377,0.33540819135984146,-0.6677424709498657,-1.8346457979955308,-0.25023846999346644,-0.5422013269853425,0.007694421548915617,0.021056601602305568,-0.530683293531118,-0.19609453787849646,-0.1169182785272858,0.026720180117775206
31,-0.04215704983022034,-0.04093117770908049,0.0020132306474582276,-0.042006155376701736,0.2093223305585024,-0.11525490227484964,-0.06002931138506098,-0.30686702462001336,0.16877096147555554,0.013096217104932186,-0.5757119997981279,0.2543190222291675,0.29691122867468817,-0.37936863832994455,-0.18114988552450081,0.012009583463483487,-0.021043113417592112,0.0850478855906173,0.11563785598720253,0.02940797281076105,-0.5064149066384624,-0.2588013820526039,-0.1840015444648408,-0.45785834708187156,0.031344756732449304,0.004159843762169925,0.2808903381944592,-0.24281614512117486,-0.13148753441853644,-0.013296660672323104
32,0.0768531956154223,-0.04700011333455809,-0.003354115260786011,0.05593201958165861,-0.35694402992934154,0.34480867633904444,-0.3884343371315091,-0.29091174896224303,0.017044650023870834,-0.02615565902954718,-0.361070723023615,0.39142827520853246,0.14935566030707156,-0.1963659468457575,-0.8182735036240187,0.03935384122373267,0.053694121433936204,0.27382690755084355,0.016535154352338155,0.6785831352547438,0.6497659709265949,0.21257135312932218,0.22317209249465544,0.3720006956707915,-0.1798957370659317,-0.00849181278892173,-0.09904103453370915,-0.19701203167631334,1.0631914486640095,0.0462632884106139
33,0.15645960140568435,-0.10313776787022595,-0.007783195489087448,0.13738171564097237,0.01914971223700012,-0.3104270647086024,0.6985819445095732,0.6961653401351381,0.14584828132817867,-0.016398978537229172,0.8557702312584807,-0.6405593960102745,-0.4858829325133532,0.5926456574221308,-0.4490775984340346,-0.030534009062436137,-0.03218169462432795,-0.25029461893999116,-0.26098333150504344,0.19070326873271606,1.3354081192500593,1.810110748515768,0.5157346061269232,1.037405519822742,-0.06755664494414633,-0.01974237679633878,0.7114552870612588,0.7778604167271862,0.6795343768610782,0.03181412313144745
34,0.1673755299588641,-0.18582701576735827,-0.008715633431887746,0.15021415883699982,0.18315928762519165,-0.8312340649997393,1.0033325207656674,0.8964549707326808,0.2369932238189388,0.02748106654873439,2.312866753652229,-0.31522559837064146,-0.9777348270720753,1.7068973392265254,0.11788289168059911,-0.08013183829778173,-0.12928426007829946,-0.30368002867422955,-0.10328480472257588,-0.6203816479034008,1.5140207797376843,0.7786130895193348,0.5273212403301816,1.265044012295778,0.0017818377530320808,-0.018341284252664167,0.7825577556814646,0.543546616053935,0.22363807793069618,-0.04415420008206845
35,-0.053339220543233735,0.06451657878359279,0.0028310564264559914,-0.04713913265511272,-0.09694879077956611,0.43665439983728105,-0.4461918272981403,-0.36661443984911085,0.017590428122617987,-0.008793771179114621,-0.04818729086741405,0.04739229437741567,0.06523047879759798,-0.15913010508764425,-0.32412714129218734,0.020518301968667402,0.03441467744549634,0.26967927187149116,0.09136465137460703,0.2573719910471242,-0.4507184856261923,-0.19568871458054743,-0.17560123466747862,-0.38971272145052044,-0.05358144688114916,0.016476911049100484,-0.46819930595578585,-0.4356309955547056,-0.08899387140238893,0.02187113821052949
36,0.00017545358333039302,-0.18165462252484246,-0.00033534742097003406,-0.006971164235849484,0.5805105021748482,-0.7581749667625058,0.47727497841883826,0.4863704389329663,0.23808478001643296,0.026280244334295225,0.668364403500673,-0.4276792400686292,-0.24958464489563184,0.3289947209926464,0.2698735467612053,-0.021079877390009546,0.004055431042968329,-0.038806264992815864,0.010814717596503513,-0.1835018178062195,0.6536071034101998,3.228173495778553,0.23475872669791362,0.47268695195694194,0.47425103380589967,-0.05635898939296936,0.6798541898967232,0.6070654174412621,0.9144636281074932,-0.11228568788993479
37,-0.031241121277040585,-0.0682413880237298,0.0014926194627280576,-0.03539623652289894,0.04138829873031424,-0.17474588226802554,0.11955584962299444,0.12935700134243122,-0.04353671893705359,0.017499231891209024,-0.05272653237019836,-0.3513069807336321,-0.025624717232633414,-0.23995482321662942,0.9920058917139462,-0.05504202732095733,-0.05440007824515192,-0.4511058909403189,-0.01175781662922222,-0.6090141699050916,-0.47376528052782124,-0.0024061704473723874,-0.1466346491593333,-0.4402017717041553,-0.030468619315422923,0.005519112647824402,-0.19276701589670728,-0.03376871211088267,-0.42469380922995376,0.00399335744139131
38,0.1500697895696767,0.005344456435186197,-0.007433531260537333,0.13084443325809048,0.1978759992751789,-0.42419051767800925,0.9837414122920612,0.7991391050186205,0.004491753752688312,-0.006392126750236337,0.6719309503957178,-0.11377121351060969,-0.19761397720755708,0.5940574428916326,-0.3550554722678921,-0.011080315044173743,-0.029566038351506074,0.008419289772087366,0.05425911566108525,0.21435991213460287,1.5677966345081524,0.9679510919355063,0.48000915066687744,1.3292497409420185,0.09154560992689896,-0.02532583514202716,1.1430975460586679,0.6402363470546439,0.20664061272423706,-0.02162329829082585
39,0.06513854058274156,-0.020827828449686017,-0.0038786116036111807,0.04581133796667847,0.09485901772526795,-0.8886376421861372,0.9692294800893901,0.48840728263395816,0.18350697014172637,0.005190804193207864,-0.14253866781814414,0.14018158268757347,-0.09273791759241341,-0.016892719035325326,0.33579507506942174,-0.10696702742951564,-0.14192170049755118,-0.4182533311038644,-0.10900524147841052,-0.751568488586591,0.3059846136439618,-0.4796957182048041,0.17296334428053683,0.16143509013323354,0.01790706628725966,-0.04073785312244791,1.1290925143607484,0.43909347599477466,0.23820733382194648,-0.027843786394060197
40,0.0619436346647377,0.040999453234867166,-0.0033346894703110055,0.04372909246694573,0.1177516802919148,-0.540041373454194,0.32925326995159254,0.32523347058782465,0.1000029210334251,0.0036147250367564803,-0.07996198138690382,0.32058849450252724,0.07308216240514889,0.01681365904903319,-0.5499923240747626,-0.012352986615461935,0.017221880596049205,0.11900921932155202,0.05642360524437404,0.028179056270403267,0.8475842938322445,0.35063031322444765,0.27531194640931694,0.6302828313613513,0.054995091915983146,-0.06880152765396032,0.9053711105709101,0.5019065129222429,0.816121150841552,-0.1842866131793406
41,-0.07730101492826245,0.2276192237183034,0.004107330860663907,-0.06290124684495019,-0.3540006875993441,0.6990409326492888,-0.6307836049161173,-0.4774187371830734,-0.20344970186994416,-0.015698498912139668,-0.24921084313357425,0.27506581708788724,0.14318648032971015,-0.27419062085205115,-0.2041252171064529,0.0696288798024341,0.09012227817733742,0.344500976899016,0.06662762756559254,0.3821070198934361,-0.6600602059826561,-1.4362470845781703,-0.2521695756940095,-0.5239610631653877,-0.09281950298110289,0.03522645693952822,-0.9219623329683696,-0.53464974927295,-0.11388301688327526,0.04322651469092469
42,0.006299023259504362,0.11306806378741364,1.0431649485078179e-05,-0.0037267352013821485,-0.19980225331114393,0.4718271371314921,-0.39677869814804495,-0.21883011354380533,-0.05499805901074195,-0.011820843844679959,0.09901382643716129,0.10391979341276775,-0.013099412430111847,-0.023598700015459394,0.12000369151893313,0.04484451000271888,0.04825708311402556,0.11987159901725895,0.009732472804859173,0.33141421260367876,-0.026273346187857118,-0.769619534404567,-0.028837201426208915,-0.1153791535984004,-0.07991932015372086,0.026389117999873125,-0.5874216270765344,-0.2876321883222334,-0.12177469715770245,0.06531659449059954
43,0.05182643259105894,-0.048896655717519874,-0.0024799546894107277,0.03261571241604647,0.09322382754193596,-0.16952737525108028,0.17905477165394615,0.1792596720167342,0.06561890081235988,-0.001688906410349709,-0.036839187110453406,0.17914947563960348,0.061678526689420185,-0.033304725118285194,-0.44731026523542283,0.005609863562148566,0.025450911566724757,0.13666747023364628,0.04575576372673654,0.23893824294175786,0.7227474881150867,0.9482283833504882,0.20965435259085438,0.37783758009317703,0.11197089940358718,-0.04111426604462916,0.4392549273940078,0.23018719587645448,0.6479676557633685,-0.10151003920716653
44,-0.10381873404769423,0.03417190065620487,0.004901845691091664,-0.07849387593597221,0.0031248484403473943,-0.2634605015560949,0.2951502292753154,-0.13147215036792798,-0.07955807345435997,0.04366714931419526,0.23486683998477598,-0.6267281994377949,-0.10432849815594093,-0.11642359463521101,0.9831692257208877,-0.22834353328551535,-0.2562758415936175,-0.5188642956030062,-0.28015452495702964,-4.304673435895943,-0.8713224925809225,-0.21541142316556486,-0.3004472182075851,-0.640406907391979,-0.02294351266611681,-0.009119167659223795,0.26329427272784284,-0.1142258605348304,-0.18915750565473627,-0.14951065606677041
45,0.026000943087194646,-0.18886148358009713,-0.0014698135847104024,0.01009840643056437,0.33359678449172825,-0.45654526118306976,0.2661263648699731,0.46973621537486526,0.07544290658980708,0.007092106032736492,-0.0031191073754845327,-0.03739895417561259,0.023167888042861184,0.020519595906475764,-0.1049778246643365,0.007937034435361269,0.027478779913069802,0.005134033788441915,0.025966144679524926,0.21036593337844015,0.29062008370954207,1.559632349486042,0.10054688051017348,0.1401304619915263,0.16357163071311537,-0.01886407997791589,0.09738851261403013,0.32546539795744506,0.24002849080835292,-0.01682323660486542
46,-0.012337927928851288,0.1176197655065219,0.0006495401561127864,-0.025808222361338805,0.17988890725852794,-0.5149925397728566,0.19501789707688447,0.23866761329566638,0.06943934750358939,0.013296354140672035,-0.23559311862522153,0.12196048459426313,0.1942224237787908,-0.3726626573498104,-0.08889509255697003,-0.038060952355483436,-0.02145456496612589,-0.07658670880473846,-0.01021175264115882,-0.21330304390989524,-0.051240707331288736,-0.45208392618577903,-0.07267330082853557,-0.3125199249644718,0.10337077751866572,-0.04761784486676057,0.7559841057931048,0.3918072571842091,0.3650812705415869,-0.07799953299021771
