dataset,feature_set,selector,k,n_features,feature_path,source,model_name,experiment_id
breast_cancer_wisconsin,boruta_confirmed_22,boruta,22,22,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/boruta/k_22,confirmed_by_boruta,xgboost,breast_cancer_wisconsin__boruta_confirmed_22__xgboost
breast_cancer_wisconsin,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/rfe/k_10,reference_k,logistic_regression,breast_cancer_wisconsin__rfe_k10__logistic_regression
breast_cancer_wisconsin,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/rfe/k_10,reference_k,linear_svm,breast_cancer_wisconsin__rfe_k10__linear_svm
breast_cancer_wisconsin,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/rfe/k_10,reference_k,random_forest,breast_cancer_wisconsin__rfe_k10__random_forest
breast_cancer_wisconsin,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/rfe/k_10,reference_k,xgboost,breast_cancer_wisconsin__rfe_k10__xgboost
breast_cancer_wisconsin,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/l1_logistic/k_10,reference_k,logistic_regression,breast_cancer_wisconsin__l1_logistic_k10__logistic_regression
breast_cancer_wisconsin,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/l1_logistic/k_10,reference_k,linear_svm,breast_cancer_wisconsin__l1_logistic_k10__linear_svm
breast_cancer_wisconsin,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/l1_logistic/k_10,reference_k,random_forest,breast_cancer_wisconsin__l1_logistic_k10__random_forest
breast_cancer_wisconsin,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/l1_logistic/k_10,reference_k,xgboost,breast_cancer_wisconsin__l1_logistic_k10__xgboost
breast_cancer_wisconsin,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/random_forest/k_10,reference_k,logistic_regression,breast_cancer_wisconsin__random_forest_k10__logistic_regression
breast_cancer_wisconsin,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/random_forest/k_10,reference_k,linear_svm,breast_cancer_wisconsin__random_forest_k10__linear_svm
breast_cancer_wisconsin,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/random_forest/k_10,reference_k,random_forest,breast_cancer_wisconsin__random_forest_k10__random_forest
breast_cancer_wisconsin,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/random_forest/k_10,reference_k,xgboost,breast_cancer_wisconsin__random_forest_k10__xgboost
breast_cancer_wisconsin,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/linear_svm/k_10,reference_k,logistic_regression,breast_cancer_wisconsin__linear_svm_k10__logistic_regression
breast_cancer_wisconsin,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/linear_svm/k_10,reference_k,linear_svm,breast_cancer_wisconsin__linear_svm_k10__linear_svm
breast_cancer_wisconsin,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/linear_svm/k_10,reference_k,random_forest,breast_cancer_wisconsin__linear_svm_k10__random_forest
breast_cancer_wisconsin,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/breast_cancer_wisconsin/linear_svm/k_10,reference_k,xgboost,breast_cancer_wisconsin__linear_svm_k10__xgboost
customer_churn,all_features,all_features,10,10,,baseline,logistic_regression,customer_churn__all_features__logistic_regression
customer_churn,all_features,all_features,10,10,,baseline,linear_svm,customer_churn__all_features__linear_svm
customer_churn,all_features,all_features,10,10,,baseline,random_forest,customer_churn__all_features__random_forest
customer_churn,all_features,all_features,10,10,,baseline,xgboost,customer_churn__all_features__xgboost
customer_churn,variance_k10,variance,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/variance/k_10,reference_k,logistic_regression,customer_churn__variance_k10__logistic_regression
customer_churn,variance_k10,variance,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/variance/k_10,reference_k,linear_svm,customer_churn__variance_k10__linear_svm
customer_churn,variance_k10,variance,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/variance/k_10,reference_k,random_forest,customer_churn__variance_k10__random_forest
customer_churn,variance_k10,variance,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/variance/k_10,reference_k,xgboost,customer_churn__variance_k10__xgboost
customer_churn,f_classif_k10,f_classif,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/f_classif/k_10,reference_k,logistic_regression,customer_churn__f_classif_k10__logistic_regression
customer_churn,f_classif_k10,f_classif,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/f_classif/k_10,reference_k,linear_svm,customer_churn__f_classif_k10__linear_svm
customer_churn,f_classif_k10,f_classif,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/f_classif/k_10,reference_k,random_forest,customer_churn__f_classif_k10__random_forest
customer_churn,f_classif_k10,f_classif,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/f_classif/k_10,reference_k,xgboost,customer_churn__f_classif_k10__xgboost
customer_churn,mutual_info_k10,mutual_info,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mutual_info/k_10,reference_k,logistic_regression,customer_churn__mutual_info_k10__logistic_regression
customer_churn,mutual_info_k10,mutual_info,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mutual_info/k_10,reference_k,linear_svm,customer_churn__mutual_info_k10__linear_svm
customer_churn,mutual_info_k10,mutual_info,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mutual_info/k_10,reference_k,random_forest,customer_churn__mutual_info_k10__random_forest
customer_churn,mutual_info_k10,mutual_info,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mutual_info/k_10,reference_k,xgboost,customer_churn__mutual_info_k10__xgboost
customer_churn,mutual_correlation_k10,mutual_correlation,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mutual_correlation/k_10,reference_k,logistic_regression,customer_churn__mutual_correlation_k10__logistic_regression
customer_churn,mutual_correlation_k10,mutual_correlation,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mutual_correlation/k_10,reference_k,linear_svm,customer_churn__mutual_correlation_k10__linear_svm
customer_churn,mutual_correlation_k10,mutual_correlation,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mutual_correlation/k_10,reference_k,random_forest,customer_churn__mutual_correlation_k10__random_forest
customer_churn,mutual_correlation_k10,mutual_correlation,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mutual_correlation/k_10,reference_k,xgboost,customer_churn__mutual_correlation_k10__xgboost
customer_churn,feature_similarity_k10,feature_similarity,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/feature_similarity/k_10,reference_k,logistic_regression,customer_churn__feature_similarity_k10__logistic_regression
customer_churn,feature_similarity_k10,feature_similarity,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/feature_similarity/k_10,reference_k,linear_svm,customer_churn__feature_similarity_k10__linear_svm
customer_churn,feature_similarity_k10,feature_similarity,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/feature_similarity/k_10,reference_k,random_forest,customer_churn__feature_similarity_k10__random_forest
customer_churn,feature_similarity_k10,feature_similarity,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/feature_similarity/k_10,reference_k,xgboost,customer_churn__feature_similarity_k10__xgboost
customer_churn,mrmr_approx_k10,mrmr_approx,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mrmr_approx/k_10,reference_k,logistic_regression,customer_churn__mrmr_approx_k10__logistic_regression
customer_churn,mrmr_approx_k10,mrmr_approx,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mrmr_approx/k_10,reference_k,linear_svm,customer_churn__mrmr_approx_k10__linear_svm
customer_churn,mrmr_approx_k10,mrmr_approx,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mrmr_approx/k_10,reference_k,random_forest,customer_churn__mrmr_approx_k10__random_forest
customer_churn,mrmr_approx_k10,mrmr_approx,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/mrmr_approx/k_10,reference_k,xgboost,customer_churn__mrmr_approx_k10__xgboost
customer_churn,rrfs_k10,rrfs,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/rrfs/k_10,reference_k,logistic_regression,customer_churn__rrfs_k10__logistic_regression
customer_churn,rrfs_k10,rrfs,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/rrfs/k_10,reference_k,linear_svm,customer_churn__rrfs_k10__linear_svm
customer_churn,rrfs_k10,rrfs,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/rrfs/k_10,reference_k,random_forest,customer_churn__rrfs_k10__random_forest
customer_churn,rrfs_k10,rrfs,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/rrfs/k_10,reference_k,xgboost,customer_churn__rrfs_k10__xgboost
customer_churn,boruta_confirmed_12,boruta,12,12,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/boruta/k_12,confirmed_by_boruta,logistic_regression,customer_churn__boruta_confirmed_12__logistic_regression
customer_churn,boruta_confirmed_12,boruta,12,12,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/boruta/k_12,confirmed_by_boruta,linear_svm,customer_churn__boruta_confirmed_12__linear_svm
customer_churn,boruta_confirmed_12,boruta,12,12,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/boruta/k_12,confirmed_by_boruta,random_forest,customer_churn__boruta_confirmed_12__random_forest
customer_churn,boruta_confirmed_12,boruta,12,12,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/boruta/k_12,confirmed_by_boruta,xgboost,customer_churn__boruta_confirmed_12__xgboost
customer_churn,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/rfe/k_10,reference_k,logistic_regression,customer_churn__rfe_k10__logistic_regression
customer_churn,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/rfe/k_10,reference_k,linear_svm,customer_churn__rfe_k10__linear_svm
customer_churn,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/rfe/k_10,reference_k,random_forest,customer_churn__rfe_k10__random_forest
customer_churn,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/rfe/k_10,reference_k,xgboost,customer_churn__rfe_k10__xgboost
customer_churn,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/l1_logistic/k_10,reference_k,logistic_regression,customer_churn__l1_logistic_k10__logistic_regression
customer_churn,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/l1_logistic/k_10,reference_k,linear_svm,customer_churn__l1_logistic_k10__linear_svm
customer_churn,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/l1_logistic/k_10,reference_k,random_forest,customer_churn__l1_logistic_k10__random_forest
customer_churn,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/l1_logistic/k_10,reference_k,xgboost,customer_churn__l1_logistic_k10__xgboost
customer_churn,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/random_forest/k_10,reference_k,logistic_regression,customer_churn__random_forest_k10__logistic_regression
customer_churn,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/random_forest/k_10,reference_k,linear_svm,customer_churn__random_forest_k10__linear_svm
customer_churn,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/random_forest/k_10,reference_k,random_forest,customer_churn__random_forest_k10__random_forest
customer_churn,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/random_forest/k_10,reference_k,xgboost,customer_churn__random_forest_k10__xgboost
customer_churn,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/linear_svm/k_10,reference_k,logistic_regression,customer_churn__linear_svm_k10__logistic_regression
customer_churn,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/linear_svm/k_10,reference_k,linear_svm,customer_churn__linear_svm_k10__linear_svm
customer_churn,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/linear_svm/k_10,reference_k,random_forest,customer_churn__linear_svm_k10__random_forest
customer_churn,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/customer_churn/linear_svm/k_10,reference_k,xgboost,customer_churn__linear_svm_k10__xgboost
madelon,all_features,all_features,500,500,,baseline,logistic_regression,madelon__all_features__logistic_regression
madelon,all_features,all_features,500,500,,baseline,linear_svm,madelon__all_features__linear_svm
madelon,all_features,all_features,500,500,,baseline,random_forest,madelon__all_features__random_forest
madelon,all_features,all_features,500,500,,baseline,xgboost,madelon__all_features__xgboost
madelon,variance_k10,variance,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/variance/k_10,reference_k,logistic_regression,madelon__variance_k10__logistic_regression
madelon,variance_k10,variance,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/variance/k_10,reference_k,linear_svm,madelon__variance_k10__linear_svm
madelon,variance_k10,variance,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/variance/k_10,reference_k,random_forest,madelon__variance_k10__random_forest
madelon,variance_k10,variance,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/variance/k_10,reference_k,xgboost,madelon__variance_k10__xgboost
madelon,f_classif_k10,f_classif,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/f_classif/k_10,reference_k,logistic_regression,madelon__f_classif_k10__logistic_regression
madelon,f_classif_k10,f_classif,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/f_classif/k_10,reference_k,linear_svm,madelon__f_classif_k10__linear_svm
madelon,f_classif_k10,f_classif,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/f_classif/k_10,reference_k,random_forest,madelon__f_classif_k10__random_forest
madelon,f_classif_k10,f_classif,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/f_classif/k_10,reference_k,xgboost,madelon__f_classif_k10__xgboost
madelon,mutual_info_k10,mutual_info,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mutual_info/k_10,reference_k,logistic_regression,madelon__mutual_info_k10__logistic_regression
madelon,mutual_info_k10,mutual_info,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mutual_info/k_10,reference_k,linear_svm,madelon__mutual_info_k10__linear_svm
madelon,mutual_info_k10,mutual_info,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mutual_info/k_10,reference_k,random_forest,madelon__mutual_info_k10__random_forest
madelon,mutual_info_k10,mutual_info,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mutual_info/k_10,reference_k,xgboost,madelon__mutual_info_k10__xgboost
madelon,mutual_correlation_k10,mutual_correlation,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mutual_correlation/k_10,reference_k,logistic_regression,madelon__mutual_correlation_k10__logistic_regression
madelon,mutual_correlation_k10,mutual_correlation,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mutual_correlation/k_10,reference_k,linear_svm,madelon__mutual_correlation_k10__linear_svm
madelon,mutual_correlation_k10,mutual_correlation,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mutual_correlation/k_10,reference_k,random_forest,madelon__mutual_correlation_k10__random_forest
madelon,mutual_correlation_k10,mutual_correlation,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mutual_correlation/k_10,reference_k,xgboost,madelon__mutual_correlation_k10__xgboost
madelon,feature_similarity_k10,feature_similarity,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/feature_similarity/k_10,reference_k,logistic_regression,madelon__feature_similarity_k10__logistic_regression
madelon,feature_similarity_k10,feature_similarity,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/feature_similarity/k_10,reference_k,linear_svm,madelon__feature_similarity_k10__linear_svm
madelon,feature_similarity_k10,feature_similarity,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/feature_similarity/k_10,reference_k,random_forest,madelon__feature_similarity_k10__random_forest
madelon,feature_similarity_k10,feature_similarity,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/feature_similarity/k_10,reference_k,xgboost,madelon__feature_similarity_k10__xgboost
madelon,mrmr_approx_k10,mrmr_approx,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mrmr_approx/k_10,reference_k,logistic_regression,madelon__mrmr_approx_k10__logistic_regression
madelon,mrmr_approx_k10,mrmr_approx,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mrmr_approx/k_10,reference_k,linear_svm,madelon__mrmr_approx_k10__linear_svm
madelon,mrmr_approx_k10,mrmr_approx,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mrmr_approx/k_10,reference_k,random_forest,madelon__mrmr_approx_k10__random_forest
madelon,mrmr_approx_k10,mrmr_approx,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/mrmr_approx/k_10,reference_k,xgboost,madelon__mrmr_approx_k10__xgboost
