row_position,other__class_1,linolenic__class_1,eicosenoic__class_1,palmitoleic__class_1,stearic__class_1,other__class_2,linolenic__class_2,eicosenoic__class_2,palmitoleic__class_2,stearic__class_2,other__class_3,linolenic__class_3,eicosenoic__class_3,palmitoleic__class_3,stearic__class_3
10,-1.7130132393645034,-0.014031618543186767,-0.21043569405723073,-0.49199607720263716,-0.34140163074701557,1.0138919993223505,-1.0538123608411198,-1.7852539107485166,1.160697220820169,0.6417942607564453,2.02737462498481,0.8987732844229761,1.151227597142991,0.22367459198771095,0.007198418708241559
11,-1.7130132393645034,-0.047569995700490066,-0.1755780339516765,-0.06578558887358862,-0.26325980635996693,1.0138919993223505,-3.572634854635252,-1.4895351910618315,0.15519869713136658,0.4948969705855949,2.02737462498481,3.047021349969379,0.9605322853750613,0.029907890391391842,0.005550806277881852
12,0.14517061350546634,-0.011516240256389023,0.009167564607760751,0.23043070051510012,-0.1460470697793939,-0.08592305079002968,-0.8649006738065603,0.0777740232775981,-0.543622776832351,0.2745510353293193,-0.17181140889701774,0.7376546795069961,-0.05015286699496546,-0.10475996721804992,0.003079387632342291
13,-1.7130132393645034,-0.04285366141274429,-0.14072037384612232,-0.3108566196627916,-0.9274653136498804,1.0138919993223505,-3.2184254414454525,-1.1938164713751467,0.733360348252428,1.7435239370378228,2.02737462498481,2.7449239657519158,0.7698369736071318,0.14132374380927534,0.01955551193593936
14,1.4226720123535708,-0.04557865455677518,0.009167564607760751,-0.7242807933419685,-0.6227121985403907,-0.8420458977422912,-3.423079769066225,0.0777740232775981,1.7086939162305659,1.1706245053715065,-1.6837518071907744,2.9194691210775607,-0.05015286699496546,0.3292774443577048,0.013129823457536504
15,0.14517061350546634,-0.013507581400103903,-0.0012897334239055107,0.18141649435725954,-0.16167543465680367,-0.08592305079002968,-1.0144557593755865,-0.010941592628407385,-0.42799044660813873,0.30393049336348943,-0.17181140889701774,0.8652069083988135,0.007055726535413424,-0.08247679653447323,0.0034089101184142335
16,2.1194909571798095,-0.03824213455361509,0.06145405476609206,-0.6070729090514803,-0.5992696512242761,-1.2544765415344337,-2.8720873485487592,0.5213521028076255,1.4321818222161455,1.1265553183202515,-2.50844656989646,2.449539856739286,-0.33619583464685987,0.2759916014187171,0.01263553972842859
17,2.2356274479841822,0.0150000391836039,0.11722631093497876,0.4648464690960769,0.205591139962325,-1.3232149821664574,1.1265433603494255,0.9945020543063211,-1.0966469648611925,-0.3864867704395073,-2.645895697014074,-0.9608039473156285,-0.6413083334755472,-0.21133165309602547,-0.004334868304276388
18,3.2808558652235402,-0.01340277397148733,0.09979748088220167,-0.06152348399029813,-0.028834333198821,-1.9418609478546711,-1.0065844390824799,0.8466426944629787,0.14514371189447856,0.054205100073043876,-3.882937841072602,0.858493633193981,-0.5459606775915824,0.02797022337542865,0.0006079689868027328
19,-1.8291497301688764,-0.02556043569100978,0.10328324689275707,-0.17233821095585078,-0.18511798197291826,1.0826304399543742,-1.9196575930828532,0.8762145664316471,0.40657332805356716,0.3479996804147445,2.164823752102424,1.6372335569545522,-0.5650302087683753,0.07834956579047161,0.003903193847522145
20,0.02903412270109327,0.03292210947703785,-0.0361473935294597,0.15371281261587139,0.205591139962325,-0.017184610158005938,2.4725391304706648,-0.3066603123150921,-0.3626330425683666,-0.3864867704395073,-0.03436228177940355,-2.108774007341987,0.19775103830334292,-0.06988196093071249,-0.004334868304276388
21,0.8419895583317051,0.033865376334587007,-0.0012897334239055107,0.4520601544462054,0.3853173360525369,-0.4983536945821723,2.5433810131086245,-0.010941592628407385,-1.0664820091505283,-0.7243505378324631,-0.9965061716027033,-2.1691934841854796,0.007055726535413424,-0.20551865204813588,-0.008124376894103714
22,-1.8291497301688764,-0.04002386084009683,-0.14072037384612232,-0.36413293070392266,-0.5367561917146372,1.0826304399543742,-3.0058997935315728,-1.1938164713751467,0.8590476637135284,1.0090374861835711,2.164823752102424,2.563665535221438,0.7698369736071318,0.16554458150881524,0.011317449784140825
23,-0.08710236810327965,0.02831058261790864,-0.0361473935294597,-0.06791664131523388,0.260290417033259,0.051553830474017716,2.126201037573971,-0.3066603123150921,0.16022618974981065,-0.48931487355910247,0.10308684533821046,-1.8133898983293566,0.19775103830334292,0.030876723899373446,-0.005488197005528182
24,-1.7130132393645034,0.033865376334587007,0.08585441683997999,-0.16168294874762454,-0.20074634685032797,1.0138919993223505,2.5433810131086245,0.7283552065883048,0.3814358649613471,0.3773791384489146,2.02737462498481,-2.1691934841854796,-0.4696825528844106,0.07350539825056364,0.0042327163335940865
25,-1.7130132393645034,0.01175100889649014,0.026596394660537852,-0.3747881929121489,-0.2398172590438523,1.0138919993223505,0.8825324312631188,0.22563338312094053,0.8841851268057483,0.4508277835343397,2.02737462498481,-0.7526924159658205,-0.14550052287893026,0.1703887490487232,0.005056522548773939
26,-1.7130132393645034,-0.022416212832512595,0.1381409069983113,-0.06578558887358862,-0.41954345513406416,1.0138919993223505,-1.683517984289653,1.1719332861183323,0.15519869713136658,0.7886915509272956,2.02737462498481,1.4358353008095768,-0.755725520536305,0.029907890391391842,0.008846031138601265
27,-0.08710236810327965,-0.021368138546346865,-0.015232797466127181,0.23043070051510012,-0.2788881712373767,0.051553830474017716,-1.6048047813585864,-0.12922908050308124,-0.543622776832351,0.524276428619765,0.10308684533821046,1.3687025487612516,0.0833338512425852,-0.10475996721804992,0.005880328763953794
28,-1.8291497301688764,0.014895231754987328,0.11025477891386792,-0.42380239906998945,-0.30233071855349125,1.0826304399543742,1.118672040056319,0.9353583103689842,0.9998174570299606,0.5683456156710202,2.164823752102424,-0.954090672110796,-0.6031692711219613,0.19267191973229988,0.006374612493061706
29,1.4226720123535708,0.0308259609047064,0.012653330618316177,0.30075543108939307,0.4087598833686515,-0.8420458977422912,2.315112724608532,0.10734589524626661,-0.7095300332410033,-0.7684197248837182,-1.6837518071907744,-1.9745085032453373,-0.06922239817175845,-0.13673147298144256,-0.008618660623211625
30,-1.5968767485601303,-0.04023347569732997,-0.0361473935294597,-0.32151188187101776,-0.6148980161016859,0.9451535586903267,-3.0216424341177857,-0.3066603123150921,0.758497811344648,1.1559347763544217,1.8899254978671955,2.577092085631103,0.19775103830334292,0.1461679113491833,0.012965062214500533
31,0.6097165767229589,0.00871159346660953,-0.0012897334239055107,0.14092649796599988,0.49471589019440493,-0.3608768133181248,0.6542641427630257,-0.010941592628407385,-0.3324680868577024,-0.9300067440716535,-0.7216079173674748,-0.558007435025678,0.007055726535413424,-0.06406895988282289,-0.010431034296607302
32,0.3774435951142127,-0.004703757396311788,0.03008216067109328,0.1302712357577737,-0.021020150760116117,-0.22339993205407732,-0.35326485475462704,0.25520525508960906,-0.3073306237654824,0.0395153710559588,-0.4467096631322464,0.30129179119288296,-0.16457005405572325,-0.05922479234291494,0.0004432077437667617
33,-0.08710236810327965,-0.023569094547294896,-0.011747031455571759,0.3369833225973624,-0.04446269807623073,0.051553830474017716,-1.7701025075138264,-0.09965720853441273,-0.7949974077545519,0.08358455810721395,0.10308684533821046,1.5096813280627344,0.06426432006579223,-0.15320164261712976,0.0009374914728746742
34,1.4226720123535708,-0.003655683110146061,0.05099675673442578,0.20912017609864764,0.14307768045268607,-0.8420458977422912,-0.2745516518235605,0.4326364869016199,-0.49334785064791076,-0.268968938302827,-1.6837518071907744,0.23415903914455796,-0.27898724111648093,-0.09507163213823394,-0.0030167783599886226
35,-1.8291497301688764,0.041097088909130525,0.08236865082942457,-0.15528979142268887,-0.32577326586960587,1.0826304399543742,3.0865021133329837,0.6987833346196363,0.36635338710601517,0.6124148027222752,2.164823752102424,-2.6324094733189223,-0.45061302170761763,0.07059889772661887,0.006868896222169618
36,-1.7130132393645034,0.0423547780525294,0.026596394660537852,-0.23413873176356284,-0.30233071855349125,1.0138919993223505,3.180957956850264,0.22563338312094053,0.5523706139884436,0.5683456156710202,2.02737462498481,-2.712968775776913,-0.14550052287893026,0.10644573752193791,0.006374612493061706
37,-1.5968767485601303,-0.03499310426650133,-0.0012897334239055107,-0.25758030862166054,-0.41954345513406416,0.9451535586903267,-2.6280764194624524,-0.010941592628407385,0.6076730327913278,0.7886915509272956,1.8899254978671955,2.2414283253894776,0.007055726535413424,0.11710290610973548,0.008846031138601265
38,-1.5968767485601303,0.03962978490849851,0.10328324689275707,-0.25331820373837005,-0.2710739887986718,0.9451535586903267,2.976303629229491,0.8762145664316471,0.5976180475544397,0.5095866996026799,1.8899254978671955,-2.5384236204512676,-0.5650302087683753,0.11516523909377226,0.005715567520917822
39,3.9776748100497796,-0.029752732835672695,0.09979748088220167,-0.4152781893034085,-0.6305263809790956,-2.354291591646814,-2.2345104048071196,0.8466426944629787,0.9797074865561846,1.1853142343885916,-4.707632603778288,1.9057645651478525,-0.5459606775915824,0.1887965857003735,0.013294584700572475
40,-0.319375349712026,0.01678176547008564,-0.02220432948723802,0.5053364654873365,0.2993613292267834,0.18903071173806532,1.260355805332239,-0.1883728244404182,-1.1921693246116287,-0.5627635186445277,0.37798509957343907,-1.0749296257977812,0.12147291359617111,-0.22973948974767577,-0.006312003220708036
41,-1.7130132393645034,-0.04023347569732997,-0.09191964969834643,-0.33216714407924397,-0.5758271039081615,1.0138919993223505,-3.0216424341177857,-0.7798102638137879,0.7836352744368681,1.0824861312689962,2.02737462498481,2.577092085631103,0.5028635371320302,0.15101207888909127,0.012141255999320678
42,-1.5968767485601303,-0.03184888140800415,0.0684255867872029,-0.27889083303811296,-0.41954345513406416,0.9451535586903267,-2.3919368106692525,0.5804958467449624,0.6579479589757679,0.7886915509272956,1.8899254978671955,2.0400300692445024,-0.3743348970004458,0.12679124118955143,0.008846031138601265
43,0.14517061350546634,0.01720099518455193,-0.06403352161390306,0.025849666117156778,0.16652022776880065,-0.08592305079002968,1.2918410865046654,-0.5432352880644401,-0.060983485461725814,-0.3130381253540821,-0.17181140889701774,-1.1017827266171112,0.35030728771768666,-0.011751950451816744,-0.0035110620890965345
44,1.8872179755710632,-0.025979665405476072,0.06145405476609206,-0.6369076432345137,-0.4429860024501789,-1.1169996602703862,-1.9511428742552797,0.5213521028076255,1.5025667188743617,0.8327607379785508,-2.2335483156612312,1.6640866577738822,-0.33619583464685987,0.28955527053045943,0.009340314867709178
45,2.2356274479841822,-0.010153743684373575,0.016139096628871592,0.48615699351252933,0.6588137214072071,-1.3232149821664574,-0.7625735099961735,0.13691776721493507,-1.1469218910456325,-1.2384910534304392,-2.645895697014074,0.6503821018441733,-0.08829192934855139,-0.2210199881758414,-0.013891020400362686
46,-1.7130132393645034,-0.005647024253860944,-0.21043569405723073,-0.5559276504519944,-0.34140163074701557,1.0138919993223505,-0.42410673739258703,-1.7852539107485166,1.3115219993734892,0.6417942607564453,2.02737462498481,0.36171126803637554,1.151227597142991,0.25273959722715883,0.007198418708241559
47,1.3065355215491974,0.021393292329214844,-0.02917586150834886,0.5522196192035318,0.43220243068476605,-0.7733074571102673,1.606693898228932,-0.24751656837775518,-1.302774162217397,-0.8124889119349733,-1.54630268007316,-1.3703137348104115,0.159611975949757,-0.2510538269232709,-0.009112944352319538
48,-1.5968767485601303,-0.03080080712183842,-0.0361473935294597,-0.10840663770649347,-0.6539689282952101,0.9451535586903267,-2.3132236077381862,-0.3066603123150921,0.2557485495002468,1.2293834214398465,1.8899254978671955,1.9728973171961777,0.19775103830334292,0.04928456055102375,0.013788868429680384
49,1.77108148476669,0.004519296321946616,0.06145405476609206,0.4115701580549458,0.32280387654289794,-1.0482612196383625,0.339411331038759,0.5213521028076255,-0.9709596494000922,-0.6068327056957827,-2.096099188543617,-0.2894764268323775,-0.33619583464685987,-0.18711081539648555,-0.006806286949815948
50,1.77108148476669,-0.029228695692589828,0.012653330618316177,-0.2085661024638199,-0.46642854976629333,-1.0482612196383625,-2.195153803341586,0.10734589524626661,0.4920407025671154,0.8768299250298057,-2.096099188543617,1.8721981891236898,-0.06922239817175845,0.09481973542615875,0.009834598596817089
51,1.1903990307448244,0.024118285473245734,0.0021960325866499128,1.0700653625233258,1.1042221204133846,-0.7045690164782435,1.8113482258497051,0.01863027934026113,-2.5244548684992916,-2.0758056074042868,-1.408853552955546,-1.5448588901360567,-0.012013804641379553,-0.48648036936279854,-0.02328241125341302
52,1.1903990307448244,0.04025862948019795,0.012653330618316177,0.247479120048262,0.2212195048397347,-0.7045690164782435,3.0235315509881313,0.10734589524626661,-0.5838427177799029,-0.4158662284736773,-1.408853552955546,-2.5787032716802627,-0.06922239817175845,-0.11251063528190267,-0.004664390790348329
53,-1.7130132393645034,0.03397018376320358,-0.011747031455571759,-0.25544925618001524,-0.36484417806313013,1.0138919993223505,2.5512523334017314,-0.09965720853441273,0.6026455401728836,0.6858634478077004,2.02737462498481,-2.1759067593903123,0.06426432006579223,0.11613407260175385,0.007692702437349471
54,1.4226720123535708,0.02254617404399714,-0.025690095497793445,0.8249943317341228,0.9244959243231726,-0.8420458977422912,1.6932784214531051,-0.21794469640908673,-1.9462932173782301,-1.7379418400113307,-1.6837518071907744,-1.444159762063569,0.1405424447729641,-0.375064515944915,-0.01949290266358569
55,1.1903990307448244,0.025166359759411464,-0.0012897334239055107,0.3369833225973624,0.5181584375105195,-0.7045690164782435,1.8900614287807718,-0.010941592628407385,-0.7949974077545519,-0.9740759311229086,-1.408853552955546,-1.6119916421843818,0.007055726535413424,-0.15320164261712976,-0.010925318025715213
56,2.1194909571798095,-0.011935469970855312,0.040539458702759525,0.12387807843283796,-0.09134779270845987,-1.2544765415344337,-0.8963859549789868,0.3439208709956144,-0.2922481459101504,0.17172293220972407,-2.50844656989646,0.764507780326326,-0.22177864758610205,-0.05631829181897015,0.0019260589310904973
57,0.26130710430983956,0.02715770090312634,-0.0361473935294597,0.21338228098193815,0.35406060629771746,-0.15466149142205352,2.039616514349798,-0.3066603123150921,-0.5034028358847988,-0.665591621764123,-0.3092605360146321,-1.739543871076199,0.19775103830334292,-0.09700929915419715,-0.007465331921959831
58,-1.7130132393645034,0.0037856443216306075,-0.1755780339516765,-0.12971716212294593,0.1274493155752763,1.0138919993223505,0.28431208898701243,-1.4895351910618315,0.30602347568468696,-0.23958948026865684,2.02737462498481,-0.24248350039855002,0.9605322853750613,0.05897289563083971,-0.0026872558739166807
59,2.816309902006048,-0.009105669398207847,0.016139096628871592,0.19846491389042142,-0.13041870490198418,-1.6669071853265762,-0.6838603070651069,0.13691776721493507,-0.4682103875556907,0.2451715772951492,-3.333141332602145,0.5832493497958484,-0.08829192934855139,-0.09022746459832597,0.00274986514627035
60,-1.5968767485601303,0.037533636336167055,0.026596394660537852,-0.2511871512967248,-0.18511798197291826,0.9451535586903267,2.8188772233673576,0.22563338312094053,0.5925905549359958,0.3479996804147445,1.8899254978671955,-2.4041581163546173,-0.14550052287893026,0.11419640558579068,0.003903193847522145
61,-1.5968767485601303,0.026843278617276634,0.026596394660537852,-0.3854434551203751,-0.2788881712373767,0.9451535586903267,2.0160025534704786,0.22563338312094053,0.9093225898979684,0.524276428619765,1.8899254978671955,-1.7194040454617021,-0.14550052287893026,0.1752329165886312,0.005880328763953794
62,0.4935800859185858,0.030092308904390384,-0.02917586150834886,0.06847071495006167,0.1352634980139812,-0.29213837268610104,2.2600134825567846,-0.24751656837775518,-0.16153333783060614,-0.25427920928574194,-0.5841587902498606,-1.9275155768115095,0.159611975949757,-0.031128620611448672,-0.0028520171169526516
63,2.1194909571798095,-0.01675661168721766,0.03008216067109328,-0.06152348399029813,-0.005391785882706388,-1.2544765415344337,-1.2584666884618931,0.25520525508960906,0.14514371189447856,0.010135913021788732,-2.50844656989646,1.0733184397486213,-0.16457005405572325,0.02797022337542865,0.00011368525769482042
64,0.26130710430983956,0.03449422090628644,-0.04311892555057054,0.20485807121535718,0.1743344102075055,-0.15466149142205352,2.5906089348672645,-0.3658040562524292,-0.4832928654110228,-0.3277278543711671,-0.3092605360146321,-2.2094731354144748,0.2358901006569289,-0.09313396512227078,-0.003675823332132505
65,0.7258530675273319,0.027472123188976065,-0.011747031455571759,0.44779804956291497,0.36968897117512717,-0.42961525395014855,2.063230475229118,-0.09965720853441273,-1.0564270239136404,-0.6949710797982931,-0.8590570444850889,-1.759683696690697,0.06426432006579223,-0.2035809850321727,-0.007794854408031772
66,2.003354466375436,0.013113505468505591,0.016139096628871592,0.22829964807345482,0.549415167265339,-1.18573810090241,0.9848595950735057,0.13691776721493507,-0.5385952842139068,-1.032834847191249,-2.370997442778845,-0.8399649936286434,-0.08829192934855139,-0.1037911337100683,-0.011584362997859098
67,0.9581260491360782,0.029882694047157234,0.005681798597205334,0.3902596336384934,0.4009457009299467,-0.5670921352141961,2.2442708419705713,0.048202151308929624,-0.9206847232156521,-0.7537299958666334,-1.1339552987203174,-1.9140890264018442,-0.03108333581817252,-0.17742248031666963,-0.008453899380175656
68,0.4935800859185858,-0.01717584140168395,0.040539458702759525,0.18994070412384045,-0.15386125221809882,-0.29213837268610104,-1.2899519696343198,0.3439208709956144,-0.44810041708191467,0.2892407643464044,-0.5841587902498606,1.1001715405679513,-0.22177864758610205,-0.08635213056639959,0.003244148875378263
69,-1.7130132393645034,0.017829839756251367,0.11722631093497876,-0.2831529379214034,-0.28670235367608154,1.0138919993223505,1.3390690082633057,0.9945020543063211,0.6680029442126558,0.5389661576368501,2.02737462498481,-1.1420623778461063,-0.6413083334755472,0.12872890820551458,0.006045090006989765
70,1.1903990307448244,0.0061962151798117815,0.012653330618316177,0.3732112141053314,0.2759187819106687,-0.7045690164782435,0.4653524557284657,0.10734589524626661,-0.8804647822680999,-0.5186943315932725,-1.408853552955546,-0.39688883010969767,-0.06922239817175845,-0.16967181225281686,-0.005817719491600123
71,1.77108148476669,0.012589468325422725,-0.011747031455571759,0.06847071495006167,0.11963513313657147,-1.0482612196383625,0.9455029936079722,-0.09965720853441273,-0.16153333783060614,-0.22489975125157186,-2.096099188543617,-0.8063986176044807,0.06426432006579223,-0.031128620611448672,-0.0025224946308807106
72,-1.5968767485601303,-0.03184888140800415,-0.1058627137405681,-0.49199607720263716,-0.41954345513406416,0.9451535586903267,-2.3919368106692525,-0.8980977516884618,1.160697220820169,0.7886915509272956,1.8899254978671955,2.0400300692445024,0.5791416618392021,0.22367459198771095,0.008846031138601265
73,-1.5968767485601303,-0.03750848255329908,-0.018718563476682604,-0.4110160844201181,-0.6539689282952101,0.9451535586903267,-2.816988106497013,-0.15880095247174977,0.9696525013192968,1.2293834214398465,1.8899254978671955,2.402546930305458,0.10240338241937819,0.18685891868441037,0.013788868429680384
74,2.003354466375436,0.033131724334270994,-0.0047754994344609255,0.20485807121535718,0.49471589019440493,-1.18573810090241,2.488281771056878,-0.040513464597075825,-0.4832928654110228,-0.9300067440716535,-2.370997442778845,-2.1222005577516523,0.026125257712206355,-0.09313396512227078,-0.010431034296607302
75,0.4935800859185858,0.009340438038308965,0.026596394660537852,0.31993490306420025,0.5181584375105195,-0.29213837268610104,0.7014920645216655,0.22563338312094053,-0.7547774668069994,-0.9740759311229086,-0.5841587902498606,-0.5982870862546729,-0.14550052287893026,-0.1454509745532769,-0.010925318025715213
76,0.6097165767229589,0.016886572898702212,-0.0012897334239055107,0.5074675179289817,0.6353711740910926,-0.3608768133181248,1.2682271256253455,-0.010941592628407385,-1.1971968172300727,-1.1944218663791841,-0.7216079173674748,-1.0816429010026136,0.007055726535413424,-0.23070832325565735,-0.013396736671254773
77,-1.7130132393645034,-0.00879124711235813,-0.1755780339516765,-0.4706855527861848,-0.26325980635996693,1.0138919993223505,-0.660246346185787,-1.4895351910618315,1.1104222946357287,0.4948969705855949,2.02737462498481,0.563109524181351,0.9605322853750613,0.213986256907895,0.005550806277881852
78,-1.7130132393645034,0.01426638718328789,0.03008216067109328,-0.25544925618001524,-0.435171820011474,1.0138919993223505,1.0714441182976788,0.25520525508960906,0.6026455401728836,0.8180710089614658,2.02737462498481,-0.9138110208818009,-0.16457005405572325,0.11613407260175385,0.009175553624673208
79,2.3517639387885554,0.02202213690091428,0.07888288481886915,0.20059596633206672,-0.005391785882706388,-1.3919534227984813,1.6539218199875718,0.6692114626509679,-0.4732378801741349,0.010135913021788732,-2.7833448241316883,-1.4105933860394064,-0.43154349053082464,-0.0911962981063076,0.00011368525769482042
80,-1.7130132393645034,-0.01298354425702104,-0.0710050536350139,-0.34282240628747024,0.3618747887364223,1.0138919993223505,-0.9750991579100533,-0.6023790320017771,0.8087727375290883,-0.680281350781208,2.02737462498481,0.831640532374651,0.3884463500712726,0.15585624642899928,-0.007630093164995802
81,0.7258530675273319,-0.004598949967695216,0.012653330618316177,0.2709206969063597,-0.17730379953421338,-0.42961525395014855,-0.34539353446152044,0.10734589524626661,-0.6391451365827872,0.33330995139765945,-0.8590570444850889,0.2945785159880505,-0.06922239817175845,-0.12316780386970023,0.003738432604486174
82,-1.8291497301688764,0.03627594719276818,-0.011747031455571759,-0.3556087209373417,-0.2945165361147864,1.0826304399543742,2.724421379850078,-0.09965720853441273,0.8389376932397523,0.5536558866539351,2.164823752102424,-2.3235988138966275,0.06426432006579223,0.16166924747688885,0.006209851250025735
83,-1.8291497301688764,-0.02660850997717551,-0.1755780339516765,-0.02316454004068381,0.1274493155752763,1.0826304399543742,-1.9983707960139199,-1.4895351910618315,0.05464884476248646,-0.23958948026865684,2.164823752102424,1.7043663090028773,0.9605322853750613,0.010531220231759952,-0.0026872558739166807
84,-1.7130132393645034,-0.0077431728261924005,-0.14072037384612232,-0.5133066016190896,-0.26325980635996693,1.0138919993223505,-0.5815331432547203,-1.1938164713751467,1.2109721470046089,0.4948969705855949,2.02737462498481,0.4959767721330257,0.7698369736071318,0.23336292706752687,0.005550806277881852
85,-0.20323885890765273,0.021917329472297707,-0.03963315954001512,-0.10627558526484825,0.32280387654289794,0.12029227110604146,1.6460504996944654,-0.3362321842837606,0.25072105688180285,-0.6068327056957827,0.24053597245582464,-1.4038801108345742,0.2168205694801359,0.04831572704304216,-0.006806286949815948
