row_position,age,tenure,usage_frequency,support_calls,payment_delay,total_spend,last_interaction,gender_Female,gender_Male,subscription_type_Basic,subscription_type_Premium,subscription_type_Standard,contract_length_Annual,contract_length_Monthly,contract_length_Quarterly
10,-0.6729547626890576,1.20320916200779,-0.5572632049577961,-0.19626397240653987,0.12514219709973576,1.4869440431688,-0.6376838837586682,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11,0.8533984963746672,0.507836028930167,-1.6059503907624986,-0.5217658434664817,-0.9642800533684945,-0.3232402458347275,-0.17208783463127475,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
12,0.37139220403875417,1.0873136398281862,-1.1398671970715197,-0.5217658434664817,-0.35904546977503327,1.1325104906172105,-0.05568882234942637,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
13,0.6927297322626962,1.6667912507262055,0.8409863761151404,1.7567472539531108,-1.4484677202432636,1.2021106156323178,-1.5688759820134552,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
14,-0.9942922909129996,0.6816793121995728,-0.32422160811230677,-0.8472677145264235,-1.0853269700871868,0.8831204183358872,-0.17208783463127475,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
15,-1.5566329653048983,-1.4623878481230985,-0.20770080968956203,-0.5217658434664817,1.4566582810053506,-0.8149234187947605,0.060710189932422,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
16,0.37139220403875417,-1.4044400870332965,-1.1398671970715197,-0.8472677145264235,-1.3274208035245714,1.1963417322828247,0.8755032759053606,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
17,-0.9139579088570141,0.8555225954689786,-1.7224711891852433,-1.1727695855863651,-0.9642800533684945,0.8520763554191905,-0.5212848714768198,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
18,0.2107234399267831,-1.4623878481230985,0.607944779269651,-0.5217658434664817,-0.6011393032124178,-0.30746919782891924,1.4574983373146024,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
19,0.1303890578707976,0.39194050675056313,-1.023346398648775,1.431245382893169,0.730376780693197,-1.7902382296802817,-1.3360779574497583,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20,-1.1549610550249707,0.27604498457095933,-1.7224711891852433,1.431245382893169,-1.3274208035245714,0.5214653859079539,0.6427052513416638,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
21,-1.5566329653048983,-1.056753520494485,0.7244655776923957,0.1292378986534019,-1.3274208035245714,1.1923574675234625,-1.3360779574497583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,1.4960735528225515,0.507836028930167,-1.3729087939170093,-1.1727695855863651,0.6093298639745047,0.4052576637598918,-1.4524769697316067,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
23,-1.636967347360884,1.20320916200779,0.025340787155927396,-1.1727695855863651,0.4882829472558125,-0.2640573130550359,-1.1032799328860616,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24,0.7730641143186817,-0.41932814850666383,0.49142398084690625,0.7802416407732855,0.3672360305371203,-0.3583930817845164,0.29350821449611875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25,-0.3516172344651155,0.7975748343791766,-0.4407424065350515,-0.5217658434664817,-1.4484677202432636,0.566744894787788,-0.6376838837586682,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26,0.29105782198276864,1.5508957285466016,-1.7224711891852433,0.4547397697133437,-0.11695163633764875,0.30565104477583854,-0.6376838837586682,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
27,-1.5566329653048983,-0.4772759095964657,0.7244655776923957,0.1292378986534019,-1.3274208035245714,-1.0639399662548936,-0.17208783463127475,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
28,0.4517265860947397,-0.7090669539556734,-1.6059503907624986,-0.8472677145264235,0.246189113818428,0.33055269952185184,-0.6376838837586682,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
29,-1.074626672968985,-1.4044400870332965,-0.5572632049577961,0.4547397697133437,0.6093298639745047,0.6623672490124795,1.1083013004690574,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30,-1.1549610550249707,0.21809722348115737,-1.7224711891852433,-1.1727695855863651,0.004095280381043499,0.5894469033645702,-0.17208783463127475,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
31,-1.1549610550249707,-1.6362311313925042,-1.023346398648775,-0.8472677145264235,-0.6011393032124178,-0.7695609043991062,0.060710189932422,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32,-0.3516172344651155,-0.3613803874168619,-0.7903048018032857,-0.5217658434664817,0.246189113818428,1.247099605206782,-0.7540828960405166,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
33,1.4157391707665659,1.261156923097592,-1.2563879954942645,1.1057435118332273,2.061892864598812,-0.179931222771421,0.060710189932422,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
34,-0.6729547626890576,0.6816793121995728,-1.1398671970715197,-0.8472677145264235,0.246189113818428,-0.15789325832119946,-0.9868809206042133,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
35,1.4960735528225515,-1.114701281584287,1.423590368228864,-0.5217658434664817,-0.48009238649372554,-0.578357698707634,-1.5688759820134552,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
36,-0.19094847035314447,-0.24548486523725804,0.25838238400141683,-0.19626397240653987,-0.8432331366498023,1.2260992097043104,-0.8704819083223649,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
37,-1.3959642011929272,-0.013693820878050326,0.25838238400141683,-1.1727695855863651,0.246189113818428,-0.26704551162455764,0.6427052513416638,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
38,1.4157391707665659,-0.4772759095964657,0.8409863761151404,-0.19626397240653987,1.3356113642866583,-1.6095767244979553,-0.6376838837586682,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
39,-1.2352954370809561,-0.7670147150454754,0.14186158557867212,-1.1727695855863651,-0.11695163633764875,0.43920691973028975,-1.4524769697316067,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,-0.19094847035314447,-0.9408579983148811,-0.09118001126681732,-0.8472677145264235,-0.72218621993111,1.2490502348285526,-1.1032799328860616,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
41,-1.2352954370809561,1.1452614009179882,-1.7224711891852433,-0.8472677145264235,0.004095280381043499,0.5447069303375665,0.6427052513416638,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
42,0.4517265860947397,-1.2305968037638908,1.07402797296063,-0.8472677145264235,0.8514236974118893,0.3620117900176488,-1.21967894516791,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,0.6123953502067108,-0.8249624761352773,-0.6737840033805409,-0.19626397240653987,-0.9642800533684945,-0.3903087026173237,-1.4524769697316067,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
44,1.2550704066545948,0.8555225954689786,0.14186158557867212,2.0822491250130524,1.8197990311614274,1.3888730262274176,-0.17208783463127475,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
45,-0.27128285240912997,1.4929479674567998,-0.6737840033805409,0.4547397697133437,0.004095280381043499,-2.043405052931417,-0.4048858591949715,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
46,-0.5122859985770866,1.6088434896364037,-1.2563879954942645,0.1292378986534019,1.5777051977240428,-0.5285543892156074,-0.17208783463127475,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
47,-1.5566329653048983,0.7396270732893747,-0.6737840033805409,-0.5217658434664817,0.3672360305371203,-0.505395850301815,1.4574983373146024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
48,-0.753289144745043,-1.1726490426740888,-0.20770080968956203,-0.19626397240653987,-0.11695163633764875,0.5804823076560056,0.060710189932422,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,-1.636967347360884,0.507836028930167,-1.1398671970715197,-1.1727695855863651,-0.8432331366498023,-0.015746312479373477,-0.05568882234942637,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
50,0.8533984963746672,-1.752126653572108,0.025340787155927396,-0.19626397240653987,0.4882829472558125,1.445731804564148,-0.2884868469131231,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
51,0.7730641143186817,-0.1875371041474561,0.7244655776923957,0.7802416407732855,0.730376780693197,0.7206786238760604,-0.17208783463127475,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
52,-0.9139579088570141,-1.5782833703027024,0.7244655776923957,-0.19626397240653987,2.061892864598812,-1.0597896904638913,-0.05568882234942637,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
53,-1.4762985832489128,1.261156923097592,-0.7903048018032857,-0.5217658434664817,0.8514236974118893,0.7235008114139417,1.4574983373146024,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
54,-1.3156298191369418,-0.1875371041474561,1.5401111666516087,1.1057435118332273,1.8197990311614274,1.4637440014970975,-0.2884868469131231,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55,-0.6729547626890576,-0.5931714317760696,-0.5572632049577961,-0.19626397240653987,0.8514236974118893,0.04281407893166788,1.8066953741601475,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
56,0.7730641143186817,1.0873136398281862,-1.7224711891852433,-0.19626397240653987,0.12514219709973576,1.0704223647838174,-0.05568882234942637,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
57,-0.030279706241173435,0.16014946239135544,0.14186158557867212,-0.5217658434664817,-0.8432331366498023,-1.8981454002463394,1.1083013004690574,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
58,-1.1549610550249707,-1.6362311313925042,-1.6059503907624986,0.7802416407732855,1.698752114442735,0.8700885523521402,0.5263062390598154,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
59,0.37139220403875417,0.3339927456607612,-1.023346398648775,0.4547397697133437,0.8514236974118893,-1.4955686485191242,1.8066953741601475,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
60,-0.11061408829715895,0.507836028930167,1.5401111666516087,-1.1727695855863651,0.12514219709973576,0.9710647623472244,-0.8704819083223649,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
61,1.4157391707665659,0.21809722348115737,-0.32422160811230677,-0.5217658434664817,-1.0853269700871868,0.446760421669914,1.6902963618782991,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
62,-0.030279706241173435,-0.6511191928658715,0.7244655776923957,0.4547397697133437,1.8197990311614274,-0.8896283830328003,0.7591042636235122,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
63,-1.5566329653048983,0.5657837900199689,-0.9068256002260303,-1.1727695855863651,-0.35904546977503327,-0.4704505281415763,1.6902963618782991,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
64,-0.753289144745043,-0.7670147150454754,-1.6059503907624986,-0.8472677145264235,0.4882829472558125,-0.7966207025564406,1.2247003127509057,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
65,-1.5566329653048983,1.0873136398281862,-1.3729087939170093,-0.8472677145264235,-0.35904546977503327,0.49531864842464013,-1.21967894516791,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
66,-0.27128285240912997,1.4929479674567998,1.423590368228864,-1.1727695855863651,0.246189113818428,0.6971880628989879,-1.21967894516791,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
67,1.2550704066545948,-1.2305968037638908,-0.32422160811230677,-0.8472677145264235,0.246189113818428,1.3307691651533866,-1.21967894516791,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
68,-1.636967347360884,-0.1875371041474561,0.25838238400141683,-0.8472677145264235,0.8514236974118893,-0.30742769507100925,-1.5688759820134552,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
69,-0.3516172344651155,0.44988826784036506,0.9575071745378851,-0.8472677145264235,-1.3274208035245714,-0.2256672619882654,0.9919022881872089,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
70,1.4157391707665659,0.9714181176485824,1.5401111666516087,-1.1727695855863651,0.246189113818428,0.03671317351889498,-0.05568882234942637,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
71,0.050054675814812086,-0.5352236706862676,0.7244655776923957,0.7802416407732855,-0.23799855305634102,-1.8192901602172973,-1.5688759820134552,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
72,0.29105782198276864,0.6816793121995728,-0.5572632049577961,-1.1727695855863651,1.214564447567966,-0.7745827381062188,1.4574983373146024,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
73,1.8174110810464934,1.1452614009179882,-0.9068256002260303,1.1057435118332273,1.698752114442735,-1.1344946547019312,-0.7540828960405166,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
74,0.4517265860947397,-1.5782833703027024,-0.4407424065350515,-0.5217658434664817,-1.4484677202432636,0.75765758117389,-0.4048858591949715,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
75,0.29105782198276864,-1.3464923259434947,1.3070695698061192,-0.5217658434664817,-0.6011393032124178,0.7584461335741807,0.9919022881872089,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
76,-0.19094847035314447,1.0293658787383844,1.1905487713833744,1.431245382893169,-0.8432331366498023,-1.4245989324929862,0.9919022881872089,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
77,1.3354047887105804,-1.2885445648536926,0.7244655776923957,1.7567472539531108,0.246189113818428,-1.433314511654091,0.7591042636235122,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
78,1.8174110810464934,0.27604498457095933,-0.6737840033805409,2.0822491250130524,1.0935175308492737,0.4509106974609162,0.5263062390598154,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
79,-0.43195161652110103,-1.056753520494485,-1.6059503907624986,0.1292378986534019,-1.3274208035245714,-1.773637126516273,0.8755032759053606,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
80,1.4960735528225515,0.9134703565587805,0.607944779269651,-0.5217658434664817,0.12514219709973576,0.7279831092682243,1.4574983373146024,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
81,0.37139220403875417,0.39194050675056313,0.49142398084690625,2.0822491250130524,-0.8432331366498023,-0.44488482926900275,0.8755032759053606,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
82,-0.5122859985770866,-1.5203356092129003,-1.023346398648775,0.7802416407732855,0.9724706141305816,-1.2258007221039802,-0.7540828960405166,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
83,0.7730641143186817,1.20320916200779,0.25838238400141683,-0.5217658434664817,-1.569514636961956,-0.0860934871368608,-0.6376838837586682,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
84,-1.636967347360884,0.507836028930167,-0.7903048018032857,-1.1727695855863651,0.730376780693197,0.20778754162400606,0.060710189932422,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
85,-0.27128285240912997,0.5657837900199689,0.9575071745378851,0.1292378986534019,1.5777051977240428,-0.0637235006233589,0.4099072267779671,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
86,-1.074626672968985,0.6237315511097709,-1.6059503907624986,-0.8472677145264235,-1.3274208035245714,1.0709619006366475,0.8755032759053606,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
87,0.5320609681507252,-0.9408579983148811,-1.3729087939170093,0.1292378986534019,-0.48009238649372554,0.17284221946376754,0.4099072267779671,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
88,1.6567423169345223,-1.114701281584287,-1.023346398648775,-0.5217658434664817,0.004095280381043499,-1.715533265442242,-0.8704819083223649,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
89,1.576407934878537,0.6816793121995728,1.5401111666516087,-0.19626397240653987,1.8197990311614274,-1.1967487915669646,-0.7540828960405166,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
90,0.1303890578707976,-0.9988057594046831,-1.2563879954942645,-0.5217658434664817,-1.569514636961956,-2.118110017169457,1.6902963618782991,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
91,0.4517265860947397,-0.8829102372250792,0.8409863761151404,-0.5217658434664817,0.12514219709973576,1.3952229481876508,0.5263062390598154,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
92,1.4157391707665659,0.39194050675056313,-0.32422160811230677,2.0822491250130524,-0.35904546977503327,1.4054741293914264,0.4099072267779671,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
93,-0.3516172344651155,-0.8829102372250792,1.5401111666516087,0.7802416407732855,1.698752114442735,0.4052576637598918,1.2247003127509057,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
94,0.1303890578707976,-1.4044400870332965,-1.3729087939170093,-0.8472677145264235,-0.11695163633764875,1.1491945992970394,-0.5212848714768198,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
95,0.1303890578707976,-1.5203356092129003,0.9575071745378851,-1.1727695855863651,1.5777051977240428,-0.43309804602255636,-1.21967894516791,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
96,1.8174110810464934,0.5657837900199689,-0.9068256002260303,0.7802416407732855,0.8514236974118893,-0.31689032387449423,0.8755032759053606,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
97,0.050054675814812086,0.7975748343791766,1.6566319650743535,-0.19626397240653987,-0.72218621993111,-0.2563378000837717,-1.5688759820134552,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
98,0.4517265860947397,-1.4623878481230985,0.9575071745378851,-1.1727695855863651,-1.569514636961956,-0.1797237089818711,1.6902963618782991,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
99,1.9780798451584645,-0.12958934305765418,0.607944779269651,1.7567472539531108,0.730376780693197,-0.3708439091575231,-0.05568882234942637,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
100,-1.3156298191369418,1.6667912507262055,1.07402797296063,-1.1727695855863651,-0.23799855305634102,1.3975055998727024,0.060710189932422,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
101,0.5320609681507252,-1.6362311313925042,0.25838238400141683,-0.8472677145264235,0.6093298639745047,-0.1487211488230844,-1.4524769697316067,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
102,0.6123953502067108,0.8555225954689786,-1.3729087939170093,0.4547397697133437,-0.35904546977503327,-0.004416059569937345,-0.05568882234942637,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
103,-1.3959642011929272,-0.7090669539556734,0.8409863761151404,-0.8472677145264235,-0.35904546977503327,1.2843275790520714,1.5738973495964508,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
104,0.7730641143186817,1.20320916200779,1.1905487713833744,0.7802416407732855,-0.35904546977503327,-1.8441918149633105,1.6902963618782991,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
105,-0.3516172344651155,1.4350002063669978,0.49142398084690625,-0.19626397240653987,0.12514219709973576,1.496489677488105,1.6902963618782991,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
106,0.37139220403875417,0.10220170130155352,-0.32422160811230677,0.1292378986534019,-1.206373886805879,1.1276961706996482,0.17710920221427037,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
107,0.29105782198276864,1.377052445277196,1.5401111666516087,-1.1727695855863651,0.12514219709973576,-1.6947818864872308,-0.4048858591949715,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
108,-0.3516172344651155,0.27604498457095933,-0.7903048018032857,-1.1727695855863651,-0.11695163633764875,-0.3608417445012079,-0.6376838837586682,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
109,0.6927297322626962,-0.5931714317760696,-1.3729087939170093,-0.19626397240653987,0.6093298639745047,0.4550609732519184,-1.5688759820134552,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
110,1.1747360245986094,-0.24548486523725804,-0.09118001126681732,0.7802416407732855,-0.8432331366498023,-2.060006156095426,-1.5688759820134552,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
111,0.4517265860947397,0.3339927456607612,-0.32422160811230677,-0.5217658434664817,0.004095280381043499,0.5238725458667354,0.060710189932422,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
112,-1.2352954370809561,-1.3464923259434947,1.07402797296063,-0.5217658434664817,0.6093298639745047,1.174677292653793,-0.6376838837586682,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
113,0.7730641143186817,1.4929479674567998,1.5401111666516087,0.1292378986534019,0.6093298639745047,0.11556841354793713,-0.6376838837586682,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
114,0.8533984963746672,-0.6511191928658715,0.49142398084690625,-0.19626397240653987,-1.206373886805879,-2.0890580866324413,0.29350821449611875,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
115,2.05841422721445,0.10220170130155352,-1.7224711891852433,-0.19626397240653987,-1.4484677202432636,0.1354897373447476,0.17710920221427037,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
116,-1.3156298191369418,1.261156923097592,-1.023346398648775,-0.5217658434664817,0.8514236974118893,1.477356906091585,0.060710189932422,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
117,1.3354047887105804,0.8555225954689786,0.37490318242416154,1.7567472539531108,-0.6011393032124178,0.41355821534189624,-0.6376838837586682,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
118,2.05841422721445,0.7975748343791766,-1.3729087939170093,0.7802416407732855,1.3356113642866583,-0.3708439091575231,1.5738973495964508,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
119,1.6567423169345223,-0.07164158196785225,1.6566319650743535,0.1292378986534019,-0.9642800533684945,0.7538808302040781,0.6427052513416638,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
120,-1.4762985832489128,1.20320916200779,-1.2563879954942645,-0.19626397240653987,0.12514219709973576,0.37620573322287626,-0.17208783463127475,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
121,-1.074626672968985,-0.41932814850666383,1.1905487713833744,2.0822491250130524,0.6093298639745047,-1.2839045831780111,-1.1032799328860616,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
122,1.737076698990508,-0.8249624761352773,-0.9068256002260303,1.431245382893169,-1.4484677202432636,-1.663696320812624,1.8066953741601475,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
123,-1.7173017294168693,-0.8249624761352773,0.7244655776923957,-1.1727695855863651,-1.569514636961956,0.39542151013521654,-1.4524769697316067,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
124,-0.9942922909129996,-1.2305968037638908,-0.5572632049577961,-0.5217658434664817,-1.3274208035245714,0.6678456130566021,-1.3360779574497583,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
125,-1.636967347360884,-0.6511191928658715,-1.7224711891852433,2.0822491250130524,1.3356113642866583,-1.0556394146728891,0.4099072267779671,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
126,-1.5566329653048983,0.6237315511097709,0.37490318242416154,-0.8472677145264235,0.3672360305371203,0.14374878616884204,1.341099325032754,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
127,-1.7173017294168693,0.8555225954689786,-0.09118001126681732,1.7567472539531108,-1.0853269700871868,-1.9687000886933772,-0.4048858591949715,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
128,-0.3516172344651155,1.6667912507262055,-1.6059503907624986,-0.5217658434664817,0.8514236974118893,0.8703375688996001,0.5263062390598154,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
129,0.8533984963746672,-1.1726490426740888,0.49142398084690625,2.0822491250130524,0.6093298639745047,1.152307306140291,-0.2884868469131231,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
130,0.050054675814812086,0.3339927456607612,0.607944779269651,0.1292378986534019,-0.23799855305634102,0.6442720465637097,0.8755032759053606,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
131,0.29105782198276864,1.6667912507262055,-0.20770080968956203,-1.1727695855863651,0.6093298639745047,0.6193288890597863,1.1083013004690574,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
132,-0.753289144745043,0.39194050675056313,1.1905487713833744,-0.5217658434664817,-0.11695163633764875,-2.196965257198499,-1.5688759820134552,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
133,-1.7173017294168693,-0.41932814850666383,1.5401111666516087,-0.5217658434664817,-0.11695163633764875,1.09420344506626,1.6902963618782991,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
134,-0.6729547626890576,0.507836028930167,-1.4894295923397538,-0.8472677145264235,-0.48009238649372554,0.7035379848592213,1.1083013004690574,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
135,-0.9942922909129996,-1.3464923259434947,1.1905487713833744,0.1292378986534019,-0.35904546977503327,-0.9435819683158292,1.341099325032754,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
136,-0.19094847035314447,-1.4623878481230985,1.5401111666516087,-0.5217658434664817,-1.4484677202432636,-0.32124811345504634,-1.4524769697316067,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
137,-0.753289144745043,0.27604498457095933,0.14186158557867212,-0.19626397240653987,-0.8432331366498023,1.081462098387883,-1.5688759820134552,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
