dataset,variable,dtype,valores_unicos,nulos,en_X,es_target,excluida
madelon,feat_43,int64,97,0,True,False,False
madelon,feat_44,int64,160,0,True,False,False
madelon,feat_45,int64,137,0,True,False,False
madelon,feat_46,int64,196,0,True,False,False
madelon,feat_47,int64,183,0,True,False,False
madelon,feat_48,int64,200,0,True,False,False
madelon,feat_49,int64,146,0,True,False,False
madelon,feat_50,int64,229,0,True,False,False
madelon,feat_51,int64,197,0,True,False,False
madelon,feat_52,int64,124,0,True,False,False
madelon,feat_53,int64,34,0,True,False,False
madelon,feat_54,int64,160,0,True,False,False
madelon,feat_55,int64,122,0,True,False,False
madelon,feat_56,int64,218,0,True,False,False
madelon,feat_57,int64,186,0,True,False,False
madelon,feat_58,int64,217,0,True,False,False
madelon,feat_59,int64,122,0,True,False,False
madelon,feat_60,int64,112,0,True,False,False
madelon,feat_61,int64,43,0,True,False,False
madelon,feat_62,int64,205,0,True,False,False
madelon,feat_63,int64,44,0,True,False,False
madelon,feat_64,int64,402,0,True,False,False
madelon,feat_65,int64,197,0,True,False,False
madelon,feat_66,int64,199,0,True,False,False
madelon,feat_67,int64,128,0,True,False,False
madelon,feat_68,int64,34,0,True,False,False
madelon,feat_69,int64,45,0,True,False,False
madelon,feat_70,int64,224,0,True,False,False
madelon,feat_71,int64,89,0,True,False,False
madelon,feat_72,int64,134,0,True,False,False
madelon,feat_73,int64,201,0,True,False,False
madelon,feat_74,int64,48,0,True,False,False
madelon,feat_75,int64,219,0,True,False,False
madelon,feat_76,int64,62,0,True,False,False
madelon,feat_77,int64,142,0,True,False,False
madelon,feat_78,int64,207,0,True,False,False
madelon,feat_79,int64,115,0,True,False,False
madelon,feat_80,int64,141,0,True,False,False
madelon,feat_81,int64,218,0,True,False,False
madelon,feat_82,int64,167,0,True,False,False
madelon,feat_83,int64,83,0,True,False,False
madelon,feat_84,int64,210,0,True,False,False
madelon,feat_85,int64,173,0,True,False,False
madelon,feat_86,int64,35,0,True,False,False
madelon,feat_87,int64,119,0,True,False,False
madelon,feat_88,int64,44,0,True,False,False
madelon,feat_89,int64,226,0,True,False,False
madelon,feat_90,int64,5,0,True,False,False
madelon,feat_91,int64,186,0,True,False,False
madelon,feat_92,int64,125,0,True,False,False
madelon,feat_93,int64,113,0,True,False,False
madelon,feat_94,int64,51,0,True,False,False
madelon,feat_95,int64,180,0,True,False,False
madelon,feat_96,int64,25,0,True,False,False
madelon,feat_97,int64,132,0,True,False,False
madelon,feat_98,int64,112,0,True,False,False
madelon,feat_99,int64,191,0,True,False,False
madelon,feat_100,int64,58,0,True,False,False
madelon,feat_101,int64,58,0,True,False,False
madelon,feat_102,int64,45,0,True,False,False
madelon,feat_103,int64,85,0,True,False,False
madelon,feat_104,int64,192,0,True,False,False
madelon,feat_105,int64,552,0,True,False,False
madelon,feat_106,int64,155,0,True,False,False
madelon,feat_107,int64,180,0,True,False,False
madelon,feat_108,int64,177,0,True,False,False
madelon,feat_109,int64,68,0,True,False,False
madelon,feat_110,int64,174,0,True,False,False
madelon,feat_111,int64,221,0,True,False,False
madelon,feat_112,int64,51,0,True,False,False
madelon,feat_113,int64,141,0,True,False,False
madelon,feat_114,int64,196,0,True,False,False
madelon,feat_115,int64,102,0,True,False,False
madelon,feat_116,int64,118,0,True,False,False
madelon,feat_117,int64,75,0,True,False,False
madelon,feat_118,int64,155,0,True,False,False
madelon,feat_119,int64,133,0,True,False,False
madelon,feat_120,int64,16,0,True,False,False
madelon,feat_121,int64,137,0,True,False,False
madelon,feat_122,int64,67,0,True,False,False
madelon,feat_123,int64,212,0,True,False,False
madelon,feat_124,int64,127,0,True,False,False
madelon,feat_125,int64,185,0,True,False,False
madelon,feat_126,int64,79,0,True,False,False
madelon,feat_127,int64,139,0,True,False,False
madelon,feat_128,int64,70,0,True,False,False
madelon,feat_129,int64,203,0,True,False,False
madelon,feat_130,int64,158,0,True,False,False
madelon,feat_131,int64,119,0,True,False,False
madelon,feat_132,int64,127,0,True,False,False
madelon,feat_133,int64,28,0,True,False,False
madelon,feat_134,int64,143,0,True,False,False
madelon,feat_135,int64,224,0,True,False,False
madelon,feat_136,int64,212,0,True,False,False
madelon,feat_137,int64,111,0,True,False,False
madelon,feat_138,int64,41,0,True,False,False
madelon,feat_139,int64,93,0,True,False,False
madelon,feat_140,int64,127,0,True,False,False
madelon,feat_141,int64,211,0,True,False,False
madelon,feat_142,int64,70,0,True,False,False
madelon,feat_143,int64,57,0,True,False,False
madelon,feat_144,int64,109,0,True,False,False
madelon,feat_145,int64,125,0,True,False,False
madelon,feat_146,int64,27,0,True,False,False
madelon,feat_147,int64,190,0,True,False,False
madelon,feat_148,int64,34,0,True,False,False
madelon,feat_149,int64,211,0,True,False,False
madelon,feat_150,int64,222,0,True,False,False
madelon,feat_151,int64,76,0,True,False,False
madelon,feat_152,int64,68,0,True,False,False
madelon,feat_153,int64,395,0,True,False,False
madelon,feat_154,int64,10,0,True,False,False
madelon,feat_155,int64,146,0,True,False,False
madelon,feat_156,int64,121,0,True,False,False
madelon,feat_157,int64,132,0,True,False,False
madelon,feat_158,int64,148,0,True,False,False
madelon,feat_159,int64,147,0,True,False,False
madelon,feat_160,int64,146,0,True,False,False
madelon,feat_161,int64,69,0,True,False,False
madelon,feat_162,int64,72,0,True,False,False
madelon,feat_163,int64,42,0,True,False,False
madelon,feat_164,int64,215,0,True,False,False
madelon,feat_165,int64,142,0,True,False,False
madelon,feat_166,int64,11,0,True,False,False
madelon,feat_167,int64,28,0,True,False,False
madelon,feat_168,int64,9,0,True,False,False
madelon,feat_169,int64,226,0,True,False,False
madelon,feat_170,int64,233,0,True,False,False
madelon,feat_171,int64,211,0,True,False,False
madelon,feat_172,int64,198,0,True,False,False
madelon,feat_173,int64,9,0,True,False,False
madelon,feat_174,int64,92,0,True,False,False
madelon,feat_175,int64,214,0,True,False,False
madelon,feat_176,int64,79,0,True,False,False
madelon,feat_177,int64,47,0,True,False,False
madelon,feat_178,int64,205,0,True,False,False
madelon,feat_179,int64,211,0,True,False,False
madelon,feat_180,int64,194,0,True,False,False
madelon,feat_181,int64,210,0,True,False,False
madelon,feat_182,int64,148,0,True,False,False
madelon,feat_183,int64,130,0,True,False,False
madelon,feat_184,int64,90,0,True,False,False
madelon,feat_185,int64,139,0,True,False,False
madelon,feat_186,int64,209,0,True,False,False
madelon,feat_187,int64,162,0,True,False,False
madelon,feat_188,int64,222,0,True,False,False
madelon,feat_189,int64,32,0,True,False,False
madelon,feat_190,int64,140,0,True,False,False
madelon,feat_191,int64,145,0,True,False,False
madelon,feat_192,int64,114,0,True,False,False
madelon,feat_193,int64,224,0,True,False,False
madelon,feat_194,int64,224,0,True,False,False
madelon,feat_195,int64,59,0,True,False,False
madelon,feat_196,int64,38,0,True,False,False
madelon,feat_197,int64,56,0,True,False,False
madelon,feat_198,int64,10,0,True,False,False
madelon,feat_199,int64,171,0,True,False,False
madelon,feat_200,int64,127,0,True,False,False
madelon,feat_201,int64,119,0,True,False,False
madelon,feat_202,int64,115,0,True,False,False
madelon,feat_203,int64,222,0,True,False,False
madelon,feat_204,int64,196,0,True,False,False
madelon,feat_205,int64,11,0,True,False,False
madelon,feat_206,int64,208,0,True,False,False
madelon,feat_207,int64,28,0,True,False,False
madelon,feat_208,int64,98,0,True,False,False
madelon,feat_209,int64,117,0,True,False,False
madelon,feat_210,int64,84,0,True,False,False
madelon,feat_211,int64,213,0,True,False,False
madelon,feat_212,int64,141,0,True,False,False
madelon,feat_213,int64,198,0,True,False,False
madelon,feat_214,int64,74,0,True,False,False
madelon,feat_215,int64,213,0,True,False,False
madelon,feat_216,int64,188,0,True,False,False
madelon,feat_217,int64,63,0,True,False,False
madelon,feat_218,int64,156,0,True,False,False
madelon,feat_219,int64,65,0,True,False,False
madelon,feat_220,int64,163,0,True,False,False
madelon,feat_221,int64,220,0,True,False,False
madelon,feat_222,int64,161,0,True,False,False
madelon,feat_223,int64,204,0,True,False,False
madelon,feat_224,int64,200,0,True,False,False
madelon,feat_225,int64,160,0,True,False,False
madelon,feat_226,int64,115,0,True,False,False
madelon,feat_227,int64,15,0,True,False,False
madelon,feat_228,int64,7,0,True,False,False
madelon,feat_229,int64,113,0,True,False,False
madelon,feat_230,int64,89,0,True,False,False
madelon,feat_231,int64,116,0,True,False,False
madelon,feat_232,int64,85,0,True,False,False
madelon,feat_233,int64,110,0,True,False,False
madelon,feat_234,int64,124,0,True,False,False
madelon,feat_235,int64,126,0,True,False,False
madelon,feat_236,int64,72,0,True,False,False
madelon,feat_237,int64,21,0,True,False,False
madelon,feat_238,int64,117,0,True,False,False
madelon,feat_239,int64,38,0,True,False,False
madelon,feat_240,int64,163,0,True,False,False
madelon,feat_241,int64,238,0,True,False,False
madelon,feat_242,int64,156,0,True,False,False
madelon,feat_243,int64,90,0,True,False,False
madelon,feat_244,int64,202,0,True,False,False
madelon,feat_245,int64,188,0,True,False,False
madelon,feat_246,int64,197,0,True,False,False
madelon,feat_247,int64,24,0,True,False,False
madelon,feat_248,int64,54,0,True,False,False
madelon,feat_249,int64,153,0,True,False,False
madelon,feat_250,int64,172,0,True,False,False
madelon,feat_251,int64,163,0,True,False,False
madelon,feat_252,int64,27,0,True,False,False
madelon,feat_253,int64,187,0,True,False,False
madelon,feat_254,int64,52,0,True,False,False
madelon,feat_255,int64,169,0,True,False,False
madelon,feat_256,int64,218,0,True,False,False
madelon,feat_257,int64,221,0,True,False,False
madelon,feat_258,int64,61,0,True,False,False
madelon,feat_259,int64,70,0,True,False,False
madelon,feat_260,int64,98,0,True,False,False
madelon,feat_261,int64,40,0,True,False,False
madelon,feat_262,int64,107,0,True,False,False
madelon,feat_263,int64,192,0,True,False,False
madelon,feat_264,int64,57,0,True,False,False
madelon,feat_265,int64,123,0,True,False,False
madelon,feat_266,int64,220,0,True,False,False
madelon,feat_267,int64,90,0,True,False,False
madelon,feat_268,int64,158,0,True,False,False
madelon,feat_269,int64,115,0,True,False,False
madelon,feat_270,int64,84,0,True,False,False
madelon,feat_271,int64,217,0,True,False,False
madelon,feat_272,int64,224,0,True,False,False
madelon,feat_273,int64,220,0,True,False,False
madelon,feat_274,int64,94,0,True,False,False
madelon,feat_275,int64,73,0,True,False,False
madelon,feat_276,int64,5,0,True,False,False
madelon,feat_277,int64,178,0,True,False,False
madelon,feat_278,int64,124,0,True,False,False
madelon,feat_279,int64,168,0,True,False,False
madelon,feat_280,int64,10,0,True,False,False
madelon,feat_281,int64,221,0,True,False,False
madelon,feat_282,int64,101,0,True,False,False
madelon,feat_283,int64,10,0,True,False,False
madelon,feat_284,int64,180,0,True,False,False
madelon,feat_285,int64,170,0,True,False,False
madelon,feat_286,int64,169,0,True,False,False
madelon,feat_287,int64,215,0,True,False,False
madelon,feat_288,int64,31,0,True,False,False
madelon,feat_289,int64,115,0,True,False,False
madelon,feat_290,int64,167,0,True,False,False
madelon,feat_291,int64,164,0,True,False,False
madelon,feat_292,int64,130,0,True,False,False
madelon,feat_293,int64,42,0,True,False,False
madelon,feat_294,int64,220,0,True,False,False
madelon,feat_295,int64,184,0,True,False,False
madelon,feat_296,int64,143,0,True,False,False
madelon,feat_297,int64,180,0,True,False,False
madelon,feat_298,int64,137,0,True,False,False
madelon,feat_299,int64,124,0,True,False,False
madelon,feat_300,int64,186,0,True,False,False
madelon,feat_301,int64,90,0,True,False,False
madelon,feat_302,int64,28,0,True,False,False
madelon,feat_303,int64,137,0,True,False,False
madelon,feat_304,int64,184,0,True,False,False
madelon,feat_305,int64,166,0,True,False,False
madelon,feat_306,int64,83,0,True,False,False
madelon,feat_307,int64,60,0,True,False,False
madelon,feat_308,int64,160,0,True,False,False
madelon,feat_309,int64,131,0,True,False,False
madelon,feat_310,int64,153,0,True,False,False
madelon,feat_311,int64,102,0,True,False,False
madelon,feat_312,int64,178,0,True,False,False
madelon,feat_313,int64,163,0,True,False,False
madelon,feat_314,int64,66,0,True,False,False
madelon,feat_315,int64,171,0,True,False,False
madelon,feat_316,int64,61,0,True,False,False
madelon,feat_317,int64,47,0,True,False,False
madelon,feat_318,int64,210,0,True,False,False
madelon,feat_319,int64,237,0,True,False,False
madelon,feat_320,int64,77,0,True,False,False
madelon,feat_321,int64,157,0,True,False,False
madelon,feat_322,int64,115,0,True,False,False
madelon,feat_323,int64,74,0,True,False,False
madelon,feat_324,int64,111,0,True,False,False
madelon,feat_325,int64,37,0,True,False,False
madelon,feat_326,int64,137,0,True,False,False
madelon,feat_327,int64,154,0,True,False,False
madelon,feat_328,int64,78,0,True,False,False
madelon,feat_329,int64,208,0,True,False,False
madelon,feat_330,int64,182,0,True,False,False
madelon,feat_331,int64,77,0,True,False,False
madelon,feat_332,int64,8,0,True,False,False
madelon,feat_333,int64,171,0,True,False,False
madelon,feat_334,int64,199,0,True,False,False
madelon,feat_335,int64,79,0,True,False,False
madelon,feat_336,int64,460,0,True,False,False
madelon,feat_337,int64,192,0,True,False,False
madelon,feat_338,int64,425,0,True,False,False
madelon,feat_339,int64,208,0,True,False,False
madelon,feat_340,int64,208,0,True,False,False
madelon,feat_341,int64,136,0,True,False,False
madelon,feat_342,int64,166,0,True,False,False
madelon,feat_343,int64,174,0,True,False,False
madelon,feat_344,int64,227,0,True,False,False
madelon,feat_345,int64,55,0,True,False,False
madelon,feat_346,int64,48,0,True,False,False
madelon,feat_347,int64,229,0,True,False,False
madelon,feat_348,int64,127,0,True,False,False
madelon,feat_349,int64,179,0,True,False,False
madelon,feat_350,int64,49,0,True,False,False
madelon,feat_351,int64,214,0,True,False,False
madelon,feat_352,int64,194,0,True,False,False
madelon,feat_353,int64,76,0,True,False,False
madelon,feat_354,int64,112,0,True,False,False
madelon,feat_355,int64,98,0,True,False,False
madelon,feat_356,int64,209,0,True,False,False
madelon,feat_357,int64,12,0,True,False,False
madelon,feat_358,int64,191,0,True,False,False
madelon,feat_359,int64,215,0,True,False,False
madelon,feat_360,int64,174,0,True,False,False
madelon,feat_361,int64,121,0,True,False,False
madelon,feat_362,int64,221,0,True,False,False
madelon,feat_363,int64,137,0,True,False,False
madelon,feat_364,int64,37,0,True,False,False
madelon,feat_365,int64,219,0,True,False,False
madelon,feat_366,int64,147,0,True,False,False
madelon,feat_367,int64,77,0,True,False,False
madelon,feat_368,int64,81,0,True,False,False
madelon,feat_369,int64,204,0,True,False,False
madelon,feat_370,int64,183,0,True,False,False
madelon,feat_371,int64,219,0,True,False,False
madelon,feat_372,int64,126,0,True,False,False
madelon,feat_373,int64,138,0,True,False,False
madelon,feat_374,int64,157,0,True,False,False
madelon,feat_375,int64,154,0,True,False,False
madelon,feat_376,int64,50,0,True,False,False
madelon,feat_377,int64,119,0,True,False,False
madelon,feat_378,int64,257,0,True,False,False
madelon,feat_379,int64,177,0,True,False,False
madelon,feat_380,int64,37,0,True,False,False
madelon,feat_381,int64,124,0,True,False,False
madelon,feat_382,int64,188,0,True,False,False
madelon,feat_383,int64,83,0,True,False,False
madelon,feat_384,int64,100,0,True,False,False
madelon,feat_385,int64,70,0,True,False,False
madelon,feat_386,int64,154,0,True,False,False
madelon,feat_387,int64,15,0,True,False,False
madelon,feat_388,int64,113,0,True,False,False
madelon,feat_389,int64,200,0,True,False,False
madelon,feat_390,int64,33,0,True,False,False
madelon,feat_391,int64,198,0,True,False,False
madelon,feat_392,int64,20,0,True,False,False
madelon,feat_393,int64,178,0,True,False,False
madelon,feat_394,int64,22,0,True,False,False
madelon,feat_395,int64,118,0,True,False,False
madelon,feat_396,int64,61,0,True,False,False
madelon,feat_397,int64,212,0,True,False,False
madelon,feat_398,int64,203,0,True,False,False
madelon,feat_399,int64,43,0,True,False,False
madelon,feat_400,int64,30,0,True,False,False
madelon,feat_401,int64,177,0,True,False,False
madelon,feat_402,int64,10,0,True,False,False
madelon,feat_403,int64,160,0,True,False,False
madelon,feat_404,int64,6,0,True,False,False
madelon,feat_405,int64,186,0,True,False,False
madelon,feat_406,int64,193,0,True,False,False
madelon,feat_407,int64,31,0,True,False,False
madelon,feat_408,int64,157,0,True,False,False
madelon,feat_409,int64,47,0,True,False,False
madelon,feat_410,int64,115,0,True,False,False
madelon,feat_411,int64,219,0,True,False,False
madelon,feat_412,int64,167,0,True,False,False
madelon,feat_413,int64,104,0,True,False,False
madelon,feat_414,int64,178,0,True,False,False
madelon,feat_415,int64,229,0,True,False,False
madelon,feat_416,int64,72,0,True,False,False
madelon,feat_417,int64,206,0,True,False,False
madelon,feat_418,int64,217,0,True,False,False
madelon,feat_419,int64,188,0,True,False,False
madelon,feat_420,int64,39,0,True,False,False
madelon,feat_421,int64,83,0,True,False,False
madelon,feat_422,int64,72,0,True,False,False
madelon,feat_423,int64,5,0,True,False,False
madelon,feat_424,int64,70,0,True,False,False
madelon,feat_425,int64,87,0,True,False,False
madelon,feat_426,int64,111,0,True,False,False
madelon,feat_427,int64,201,0,True,False,False
madelon,feat_428,int64,195,0,True,False,False
madelon,feat_429,int64,31,0,True,False,False
madelon,feat_430,int64,126,0,True,False,False
madelon,feat_431,int64,170,0,True,False,False
madelon,feat_432,int64,158,0,True,False,False
madelon,feat_433,int64,291,0,True,False,False
madelon,feat_434,int64,120,0,True,False,False
madelon,feat_435,int64,207,0,True,False,False
madelon,feat_436,int64,75,0,True,False,False
madelon,feat_437,int64,221,0,True,False,False
madelon,feat_438,int64,177,0,True,False,False
madelon,feat_439,int64,62,0,True,False,False
madelon,feat_440,int64,213,0,True,False,False
madelon,feat_441,int64,101,0,True,False,False
madelon,feat_442,int64,428,0,True,False,False
madelon,feat_443,int64,238,0,True,False,False
madelon,feat_444,int64,114,0,True,False,False
madelon,feat_445,int64,12,0,True,False,False
madelon,feat_446,int64,72,0,True,False,False
madelon,feat_447,int64,69,0,True,False,False
madelon,feat_448,int64,220,0,True,False,False
madelon,feat_449,int64,67,0,True,False,False
madelon,feat_450,int64,91,0,True,False,False
madelon,feat_451,int64,51,0,True,False,False
madelon,feat_452,int64,113,0,True,False,False
madelon,feat_453,int64,485,0,True,False,False
madelon,feat_454,int64,41,0,True,False,False
madelon,feat_455,int64,332,0,True,False,False
madelon,feat_456,int64,38,0,True,False,False
madelon,feat_457,int64,169,0,True,False,False
madelon,feat_458,int64,228,0,True,False,False
madelon,feat_459,int64,175,0,True,False,False
madelon,feat_460,int64,186,0,True,False,False
madelon,feat_461,int64,135,0,True,False,False
madelon,feat_462,int64,180,0,True,False,False
madelon,feat_463,int64,223,0,True,False,False
madelon,feat_464,int64,105,0,True,False,False
madelon,feat_465,int64,116,0,True,False,False
madelon,feat_466,int64,54,0,True,False,False
madelon,feat_467,int64,186,0,True,False,False
madelon,feat_468,int64,114,0,True,False,False
madelon,feat_469,int64,212,0,True,False,False
madelon,feat_470,int64,211,0,True,False,False
madelon,feat_471,int64,30,0,True,False,False
madelon,feat_472,int64,217,0,True,False,False
madelon,feat_473,int64,13,0,True,False,False
madelon,feat_474,int64,43,0,True,False,False
madelon,feat_475,int64,317,0,True,False,False
madelon,feat_476,int64,97,0,True,False,False
madelon,feat_477,int64,100,0,True,False,False
madelon,feat_478,int64,196,0,True,False,False
madelon,feat_479,int64,74,0,True,False,False
madelon,feat_480,int64,114,0,True,False,False
madelon,feat_481,int64,153,0,True,False,False
madelon,feat_482,int64,64,0,True,False,False
madelon,feat_483,int64,189,0,True,False,False
madelon,feat_484,int64,190,0,True,False,False
madelon,feat_485,int64,72,0,True,False,False
madelon,feat_486,int64,62,0,True,False,False
madelon,feat_487,int64,185,0,True,False,False
madelon,feat_488,int64,133,0,True,False,False
madelon,feat_489,int64,61,0,True,False,False
madelon,feat_490,int64,116,0,True,False,False
madelon,feat_491,int64,29,0,True,False,False
madelon,feat_492,int64,137,0,True,False,False
madelon,feat_493,int64,531,0,True,False,False
madelon,feat_494,int64,190,0,True,False,False
madelon,feat_495,int64,197,0,True,False,False
madelon,feat_496,int64,42,0,True,False,False
madelon,feat_497,int64,82,0,True,False,False
madelon,feat_498,int64,195,0,True,False,False
madelon,feat_499,int64,150,0,True,False,False
madelon,target,int64,2,0,False,True,True
olive_oil_3class,target,int64,9,0,False,False,True
olive_oil_3class,area,int64,3,0,False,True,True
olive_oil_3class,palmitic,int64,9,0,False,False,True
olive_oil_3class,palmitoleic,int64,309,0,True,False,False
olive_oil_3class,stearic,int64,175,0,True,False,False
olive_oil_3class,oleic,int64,138,0,True,False,False
olive_oil_3class,linoleic,int64,389,0,True,False,False
olive_oil_3class,linolenic,int64,344,0,True,False,False
olive_oil_3class,arachidic,int64,45,0,True,False,False
olive_oil_3class,eicosenoic,int64,76,0,True,False,False
olive_oil_3class,other,int64,44,0,True,False,False
olive_oil_9class,target,int64,9,0,False,True,True
olive_oil_9class,area,int64,3,0,False,False,True
olive_oil_9class,palmitic,int64,9,0,False,False,True
olive_oil_9class,palmitoleic,int64,309,0,True,False,False
olive_oil_9class,stearic,int64,175,0,True,False,False
olive_oil_9class,oleic,int64,138,0,True,False,False
olive_oil_9class,linoleic,int64,389,0,True,False,False
olive_oil_9class,linolenic,int64,344,0,True,False,False
olive_oil_9class,arachidic,int64,45,0,True,False,False
olive_oil_9class,eicosenoic,int64,76,0,True,False,False
olive_oil_9class,other,int64,44,0,True,False,False
